experiment_type,layer,n,count_abs_effect_size,mean_abs_effect_size,median_abs_effect_size,std_abs_effect_size,mean_effect_size,median_effect_size,mean_relative_effect,mean_baseline_logit_diff,mean_intervened_logit_diff,sign_flip_rate,n_sign_flips,has_control_rows,all_graph,feature_source_mode,layer_has_graph_features
ablation_zero,10,432,432.0,0.21252893518518517,0.1875,0.16717789188969506,-0.02531828703703704,-0.0625,0.36884385169800643,0.8877314814814815,0.8624131944444444,0.034722222222222224,15,False,True,graph,True
ablation_zero,11,216,216.0,0.2199074074074074,0.125,0.20193584950911544,0.02459490740740741,0.0,0.299810598087221,0.8877314814814815,0.9123263888888888,0.018518518518518517,4,False,True,graph,True
ablation_zero,12,108,108.0,0.13570601851851852,0.125,0.12257892188140314,-0.033854166666666664,-0.0625,0.2076680477201005,0.8877314814814815,0.8538773148148148,0.009259259259259259,1,False,True,graph,True
ablation_zero,13,216,216.0,0.15755208333333334,0.125,0.1231443844674701,-0.06148726851851852,-0.0625,0.2762726416906162,0.8877314814814815,0.8262442129629629,0.032407407407407406,7,False,True,graph,True
ablation_zero,14,216,216.0,0.1769386574074074,0.125,0.14316312048995586,-0.06148726851851852,-0.0625,0.40209867127211196,0.8877314814814815,0.8262442129629629,0.018518518518518517,4,False,True,graph,True
ablation_zero,15,108,108.0,0.18344907407407407,0.125,0.18490674512212368,0.030671296296296297,0.0,0.3424166398666553,0.8877314814814815,0.9184027777777778,0.027777777777777776,3,False,True,graph,True
ablation_zero,16,540,540.0,0.25,0.25,0.1688292176460677,-0.03356481481481482,0.0,0.46977206134855176,0.8877314814814815,0.8541666666666666,0.027777777777777776,15,False,True,graph,True
ablation_zero,17,324,324.0,0.23707561728395063,0.1875,0.18993978512492316,-0.16049382716049382,-0.125,0.34787242943617913,0.8877314814814815,0.7272376543209876,0.027777777777777776,9,False,True,graph,True
ablation_zero,18,108,108.0,0.4340277777777778,0.4375,0.2442136037732394,0.05439814814814815,0.1875,1.019807109794822,0.8877314814814815,0.9421296296296297,0.12962962962962962,14,False,True,graph,True
ablation_zero,19,216,216.0,0.2562210648148148,0.25,0.18179848614836605,-0.044994212962962965,-0.0625,0.45924758537679194,0.8877314814814815,0.8427372685185185,0.06018518518518518,13,False,True,graph,True
ablation_zero,20,216,216.0,0.19068287037037038,0.15625,0.15617380786594967,-0.1189236111111111,-0.125,0.3188932426229305,0.8877314814814815,0.7688078703703703,0.037037037037037035,8,False,True,graph,True
ablation_zero,21,216,216.0,0.1675347222222222,0.125,0.13140967124126152,0.0011574074074074073,0.0,0.3418426507865079,0.8877314814814815,0.8888888888888888,0.018518518518518517,4,False,True,graph,True
ablation_zero,22,432,432.0,0.5212673611111112,0.5,0.3142926997084149,-0.03833912037037037,0.0625,1.0031125593462908,0.8877314814814815,0.8493923611111112,0.05787037037037037,25,False,True,graph,True
ablation_zero,23,216,216.0,1.0230034722222223,1.0625,0.4019843038119068,0.02589699074074074,-0.015625,1.7709617404239435,0.8877314814814815,0.9136284722222222,0.10185185185185185,22,False,True,graph,True
ablation_zero,24,432,432.0,0.8595920138888888,0.8125,0.5695373364597697,-0.29072627314814814,-0.25,1.9814301401658807,0.8877314814814815,0.5970052083333334,0.17824074074074073,77,False,True,graph,True
ablation_zero,25,324,324.0,0.28703703703703703,0.25,0.23608534152863478,-0.16917438271604937,-0.1875,0.4205044611345027,0.8877314814814815,0.7185570987654321,0.021604938271604937,7,False,True,graph,True
