experiment_type,prompt_idx,n,count_abs_effect_size,mean_abs_effect_size,median_abs_effect_size,std_abs_effect_size,mean_effect_size,median_effect_size,mean_relative_effect,mean_baseline_logit_diff,mean_intervened_logit_diff,sign_flip_rate,n_sign_flips,has_control_rows,all_graph,feature_source_mode,layer_has_graph_features
ablation_zero,0,40,40.0,0.3578125,0.3125,0.2715058833829176,0.1140625,0.03125,0.22019230633727807,1.625,1.7390625,0.0,0,False,True,graph,True
ablation_zero,1,40,40.0,0.26953125,0.25,0.17630686196322737,0.09140625,0.09375,0.1197916661342592,2.25,2.34140625,0.0,0,False,True,graph,True
ablation_zero,2,40,40.0,0.496875,0.375,0.3654499772847659,-0.225,-0.34375,0.21486486393571944,2.3125,2.0875,0.0,0,False,True,graph,True
ablation_zero,3,40,40.0,0.328125,0.28125,0.28641098093474,0.0078125,-0.046875,0.1206896547284978,2.71875,2.7265625,0.0,0,False,True,graph,True
ablation_zero,4,40,40.0,0.3421875,0.21875,0.3690737659486765,0.1984375,0.0,0.42115384097041425,0.8125,1.0109375,0.0,0,False,True,graph,True
ablation_zero,5,40,40.0,0.24609375,0.1875,0.23790740824075515,-0.09609375,-0.09375,0.08377659545948388,2.9375,2.84140625,0.0,0,False,True,graph,True
ablation_zero,6,40,40.0,0.36328125,0.25,0.3401021113045052,0.02734375,-0.0625,0.24218749838541664,1.5,1.52734375,0.0,0,False,True,graph,True
ablation_zero,7,40,40.0,0.3625,0.25,0.3450078966023078,0.24375,0.1875,0.3411764673771626,1.0625,1.30625,0.0,0,False,True,graph,True
ablation_zero,8,40,40.0,0.2703125,0.1875,0.28364807414814,0.1171875,0.0,0.1544642848316326,1.75,1.8671875,0.0,0,False,True,graph,True
ablation_zero,9,40,40.0,0.33984375,0.234375,0.30953622611973663,-0.09609375,-0.1875,0.11328124962239579,3.0,2.90390625,0.0,0,False,True,graph,True
ablation_zero,10,40,40.0,0.3234375,0.1875,0.2614131575539144,0.1265625,0.03125,0.1916666655308642,1.6875,1.8140625,0.0,0,False,True,graph,True
ablation_zero,11,40,40.0,0.3078125,0.1875,0.30500220023376207,0.1078125,0.03125,0.2736111086790124,1.125,1.2328125,0.0,0,False,True,graph,True
ablation_zero,12,40,40.0,0.34296875,0.1875,0.46612445786114476,-0.28984375,-0.15625,0.3429687465703125,1.0,0.71015625,0.1,4,False,True,graph,True
ablation_zero,13,40,40.0,0.4453125,0.4375,0.2955965217757094,-0.3296875,-0.375,0.4191176431141869,1.0625,0.7328125,0.025,1,False,True,graph,True
