layer,feature_idx,mean_activation,std_activation,activation_frequency,correlation_with_logit_diff,abs_correlation
16,8755,0.23729248,0.2938353,0.75,-0.4521675585019486,0.4521675585019486
16,102190,0.051727295,0.11785107,0.45,0.3263917812875548,0.3263917812875548
16,33531,0.0038879395,0.0151262935,0.1,-0.2802335722151595,0.2802335722151595
16,45664,11.7,0.6902219,1.0,-0.2699432333550794,0.2699432333550794
16,69135,0.26909178,0.34611136,0.65,-0.1981804804011513,0.1981804804011513
16,12462,0.39316407,0.5300614,0.4,0.19326534591894898,0.19326534591894898
16,27589,0.025927734,0.059138484,0.2,0.17721921539082675,0.17721921539082675
16,37024,0.06557617,0.17931753,0.15,0.12367437991260162,0.12367437991260162
16,2275,0.22299805,0.31411073,0.55,0.09522895601939074,0.09522895601939074
16,33604,3.7148438,0.77035964,1.0,-0.04335026111601156,0.04335026111601156
