layer,feature_idx,mean_activation,std_activation,activation_frequency,correlation_with_logit_diff,abs_correlation
17,84988,0.16176148,0.18984526,0.7,0.36750239073179314,0.36750239073179314
17,65581,0.03956299,0.055344786,0.5,0.33640035582246836,0.33640035582246836
17,3637,0.058860015,0.06350117,0.75,0.300488577718815,0.300488577718815
17,44675,1.826355,1.231531,0.9,0.2483295619975984,0.2483295619975984
17,35983,3.5695312,0.64346695,1.0,-0.2427026904204388,0.2427026904204388
17,86587,0.45410156,0.90347254,0.45,-0.14813785883418293,0.14813785883418293
17,148553,0.51352537,0.6542268,0.45,-0.08016400845503571,0.08016400845503571
17,114814,0.09804688,0.21427445,0.2,-0.0658201012174752,0.0658201012174752
17,15475,0.15332031,0.30135554,0.25,-0.028751173696456984,0.028751173696456984
17,104953,0.08087158,0.18168822,0.25,-0.0020635448045513106,0.0020635448045513106
