layer,feature_idx,mean_activation,std_activation,activation_frequency,correlation_with_logit_diff,abs_correlation
18,143489,0.033869933,0.08062872,0.35,0.46645072868918097,0.46645072868918097
18,25165,0.0063354494,0.017346613,0.15,0.4350514025330077,0.4350514025330077
18,103530,0.0037567138,0.009772494,0.2,0.40047853553648616,0.40047853553648616
18,148587,0.04355774,0.085954696,0.45,0.37974358761862365,0.37974358761862365
18,152652,0.0049720765,0.01212097,0.25,0.35825642722537115,0.35825642722537115
18,17718,0.24781188,0.5672067,0.4,0.18624462454274993,0.18624462454274993
18,56600,0.92573243,1.0058246,0.75,-0.0886410075972911,0.0886410075972911
18,125296,0.31662598,0.36760056,0.55,-0.0854978372065628,0.0854978372065628
18,36761,0.7480713,0.6524053,0.8,-0.0586435841242588,0.0586435841242588
18,109919,3.8152344,0.8342977,1.0,0.03661130845964429,0.03661130845964429
