layer,feature_idx,mean_activation,std_activation,activation_frequency,correlation_with_logit_diff,abs_correlation
15,8150,0.1050293,0.08291353,0.8,0.44004212098871825,0.44004212098871825
15,124340,0.042974852,0.048972465,0.65,0.206342624584194,0.206342624584194
15,74491,0.05684204,0.07278459,0.6,0.19061188621075806,0.19061188621075806
15,144842,1.2654297,0.86598706,0.85,0.18515757712028785,0.18515757712028785
15,111371,1.1768799,1.1763711,0.65,0.17702029376619685,0.17702029376619685
15,32893,0.7589844,0.7549356,0.6,-0.1410007734465165,0.1410007734465165
15,135551,0.73950195,0.9268002,0.55,-0.10828652893439086,0.10828652893439086
15,10924,0.105322264,0.26177347,0.2,-0.10534726618664814,0.10534726618664814
15,148378,0.031958006,0.114873104,0.15,0.029207092399598417,0.029207092399598417
15,126720,2.991797,0.90465736,1.0,-0.002844928461167746,0.002844928461167746
