experiment_type,layer,n,count_abs_effect_size,mean_abs_effect_size,median_abs_effect_size,std_abs_effect_size,mean_effect_size,median_effect_size,mean_relative_effect,mean_baseline_logit_diff,mean_intervened_logit_diff,sign_flip_rate,n_sign_flips,has_control_rows,all_graph,feature_source_mode,layer_has_graph_features
ablation_zero,10,48,48.0,0.9322916666666666,0.640625,0.810613945705125,0.8216145833333334,0.640625,260417.25944539637,2.509765625,3.3313802083333335,0.020833333333333332,1,False,True,graph,True
ablation_zero,11,48,48.0,0.4654947916666667,0.3125,0.47015479142281213,-0.177734375,-0.28125,911458.5160485083,2.509765625,2.33203125,0.0,0,False,True,graph,True
ablation_zero,12,48,48.0,0.8059895833333334,0.4375,0.995814009964901,-0.5716145833333334,-0.34375,260416.99131503853,2.509765625,1.9381510416666667,0.0625,3,False,True,graph,True
ablation_zero,13,48,48.0,0.4847005208333333,0.40625,0.3734104384520279,-0.1103515625,-0.0625,1041666.8818884894,2.509765625,2.3994140625,0.0,0,False,True,graph,True
ablation_zero,14,48,48.0,0.5846354166666666,0.5,0.4529912372876513,-0.08854166666666667,-0.15625,651041.9618461569,2.509765625,2.4212239583333335,0.020833333333333332,1,False,True,graph,True
ablation_zero,15,48,48.0,0.400390625,0.328125,0.2970695925802089,0.021484375,-0.046875,911458.5415689358,2.509765625,2.53125,0.041666666666666664,2,False,True,graph,True
ablation_zero,16,48,48.0,0.3977864583333333,0.34375,0.2915689445746601,0.06705729166666667,0.109375,390625.21360223874,2.509765625,2.5768229166666665,0.020833333333333332,1,False,True,graph,True
ablation_zero,17,48,48.0,0.6731770833333334,0.5,0.6093778414190891,0.5247395833333334,0.453125,1692708.7956664653,2.509765625,3.0345052083333335,0.041666666666666664,2,False,True,graph,True
ablation_zero,18,48,48.0,0.4173177083333333,0.359375,0.2772311556609477,0.021484375,0.046875,651041.8713247185,2.509765625,2.53125,0.020833333333333332,1,False,True,graph,True
ablation_zero,19,48,48.0,0.5751953125,0.453125,0.44251326304369804,0.2705078125,0.296875,1692708.7329755174,2.509765625,2.7802734375,0.0625,3,False,True,graph,True
ablation_zero,20,48,48.0,0.6279296875,0.453125,0.5367524049499742,-0.4358723958333333,-0.421875,1432291.9783122402,2.509765625,2.0738932291666665,0.0625,3,False,True,graph,True
ablation_zero,21,48,48.0,0.4453125,0.375,0.33771294503569277,0.044270833333333336,0.078125,651041.8702185206,2.509765625,2.5540364583333335,0.020833333333333332,1,False,True,graph,True
ablation_zero,22,48,48.0,0.7662760416666666,0.6875,0.5500237839141434,-0.4876302083333333,-0.5,911458.7068461073,2.509765625,2.0221354166666665,0.0625,3,False,True,graph,True
ablation_zero,23,48,48.0,1.0550130208333333,0.78125,0.9432282312197487,-0.3876953125,-0.21875,2343750.637280613,2.509765625,2.1220703125,0.08333333333333333,4,False,True,graph,True
ablation_zero,24,48,48.0,0.546875,0.46875,0.5203632630498765,-0.01171875,0.046875,911458.5738873193,2.509765625,2.498046875,0.0,0,False,True,graph,True
ablation_zero,25,48,48.0,1.0595703125,0.84375,0.895395702116398,-0.9235026041666666,-0.828125,781250.5820219073,2.509765625,1.5862630208333333,0.08333333333333333,4,False,True,graph,True
patching,10,24,24.0,0.7161458333333334,0.453125,0.6465652263603462,0.6510416666666666,0.453125,260417.40934293263,0.0234375,0.6744791666666666,0.041666666666666664,1,False,True,graph,True
patching,11,24,24.0,0.34375,0.28125,0.2781379760040908,-0.22135416666666666,-0.171875,1822916.9071639385,0.0234375,-0.19791666666666666,0.0,0,False,True,graph,True
patching,12,24,24.0,0.4596354166666667,0.390625,0.34350030044894353,-0.3919270833333333,-0.3125,781250.3607647595,0.0234375,-0.3684895833333333,0.041666666666666664,1,False,True,graph,True
patching,13,24,24.0,0.3385416666666667,0.3125,0.23086900655654455,0.1796875,0.234375,2343750.2460890166,0.0234375,0.203125,0.0,0,False,True,graph,True
patching,14,24,24.0,0.5026041666666666,0.40625,0.32370098182436513,-0.11458333333333333,-0.296875,1302083.773223311,0.0234375,-0.09114583333333333,0.041666666666666664,1,False,True,graph,True
patching,15,24,24.0,0.4427083333333333,0.34375,0.3636958660350905,0.23697916666666666,0.15625,2343750.3545784648,0.0234375,0.2604166666666667,0.08333333333333333,2,False,True,graph,True
patching,16,24,24.0,0.4270833333333333,0.421875,0.2922322414981182,0.06770833333333333,0.0625,520833.6543779736,0.0234375,0.09114583333333333,0.041666666666666664,1,False,True,graph,True
patching,17,24,24.0,0.7239583333333334,0.53125,0.6341495146131217,0.4583333333333333,0.4375,2864584.0544213243,0.0234375,0.4817708333333333,0.08333333333333333,2,False,True,graph,True
patching,18,24,24.0,0.4075520833333333,0.34375,0.30569758944277464,0.055989583333333336,0.140625,1302083.6397224676,0.0234375,0.07942708333333333,0.041666666666666664,1,False,True,graph,True
patching,19,24,24.0,0.66796875,0.515625,0.4909863924468119,0.3190104166666667,0.46875,2864583.979998499,0.0234375,0.3424479166666667,0.125,3,False,True,graph,True
patching,20,24,24.0,0.6432291666666666,0.625,0.49134118202710947,-0.6171875,-0.625,2864583.8506335984,0.0234375,-0.59375,0.125,3,False,True,graph,True
patching,21,24,24.0,0.4427083333333333,0.34375,0.4064763861975649,-0.13541666666666666,-0.078125,1562500.3190054495,0.0234375,-0.11197916666666667,0.041666666666666664,1,False,True,graph,True
patching,22,24,24.0,0.80078125,0.53125,0.6071368807079347,-0.5221354166666666,-0.46875,3125000.4927488933,0.0234375,-0.4986979166666667,0.125,3,False,True,graph,True
patching,23,24,24.0,1.0436197916666667,0.9375,0.6571709888084504,-0.7454427083333334,-0.90625,3645834.15786124,0.0234375,-0.7220052083333334,0.20833333333333334,5,False,True,graph,True
patching,24,24,24.0,0.4348958333333333,0.484375,0.2841661420476266,-0.026041666666666668,0.0,2343750.2746703695,0.0234375,-0.0026041666666666665,0.0,0,False,True,graph,True
patching,25,24,24.0,0.9205729166666666,0.875,0.5840511604636611,-0.7278645833333334,-0.78125,1562500.817062997,0.0234375,-0.7044270833333334,0.08333333333333333,2,False,True,graph,True
