layer,feature_idx,mean_activation,std_activation,activation_frequency,correlation_with_logit_diff,abs_correlation
20,47,0.24882813,0.42531708,0.4,0.5164623024639644,0.5164623024639644
20,42,0.007470703,0.032564044,0.05,0.4911181423081511,0.4911181423081511
20,12,2.488843e-07,2.555521e-07,0.8,0.4418765315183307,0.4418765315183307
20,9,3.6066406,1.0810403,1.0,-0.33884733611756956,0.33884733611756956
20,1,3.3757533e-07,2.8803055e-07,0.9,-0.32036214961624004,0.32036214961624004
20,48,0.9495117,1.2824544,0.45,-0.28419588573275906,0.28419588573275906
20,23,5.0419477e-08,5.3231293e-08,0.8,0.25506662027738514,0.25506662027738514
20,45,0.10771485,0.22055985,0.3,0.2526012004561261,0.2526012004561261
20,29,1.455719e-08,2.5515975e-08,0.4,0.22287617484539463,0.22287617484539463
20,37,1.9388672,1.0432256,0.9,0.17184555903348617,0.17184555903348617
20,46,0.24431153,0.43312195,0.4,0.12955013501065632,0.12955013501065632
20,33,0.01225586,0.036806785,0.1,0.11018254934893891,0.11018254934893891
20,24,0.018164063,0.07917531,0.05,0.09396927017323337,0.09396927017323337
20,43,6.7726564,2.2882836,1.0,-0.08621007525020281,0.08621007525020281
20,28,4.2436156,2.0448854,0.95,-0.08316138261901061,0.08316138261901061
20,16,0.22539063,0.70614916,0.2,-0.06958208409976865,0.06958208409976865
20,40,0.06757812,0.2945662,0.05,-0.06292904968253658,0.06292904968253658
20,26,1.7358398,0.6094078,1.0,-0.04156954970920749,0.04156954970920749
20,0,0.8140869,1.0773578,0.55,-0.02080817450421919,0.02080817450421919
20,35,1.352746e-07,1.790495e-07,0.5,0.012584317032216831,0.012584317032216831
20,17,0.0,0.0,0.0,0.0,0.0
20,13,0.0,0.0,0.0,0.0,0.0
20,10,0.0,0.0,0.0,0.0,0.0
20,15,0.0,0.0,0.0,0.0,0.0
20,14,0.0,0.0,0.0,0.0,0.0
20,8,0.0,0.0,0.0,0.0,0.0
20,3,0.0,0.0,0.0,0.0,0.0
20,4,0.0,0.0,0.0,0.0,0.0
20,6,1.2605597e-10,3.0007324e-10,0.15,0.0,0.0
20,5,1.6352715e-10,5.5334537e-10,0.1,0.0,0.0
20,2,0.0,0.0,0.0,0.0,0.0
20,11,0.0,0.0,0.0,0.0,0.0
20,7,0.0,0.0,0.0,0.0,0.0
20,18,0.0,0.0,0.0,0.0,0.0
20,32,0.0,0.0,0.0,0.0,0.0
20,31,0.0,0.0,0.0,0.0,0.0
20,30,0.0,0.0,0.0,0.0,0.0
20,27,0.0,0.0,0.0,0.0,0.0
20,21,0.0,0.0,0.0,0.0,0.0
20,20,0.0,0.0,0.0,0.0,0.0
20,22,0.0,0.0,0.0,0.0,0.0
20,25,0.0,0.0,0.0,0.0,0.0
20,19,0.0,0.0,0.0,0.0,0.0
20,41,0.0,0.0,0.0,0.0,0.0
20,38,0.0,0.0,0.0,0.0,0.0
20,36,0.0,0.0,0.0,0.0,0.0
20,34,0.0,0.0,0.0,0.0,0.0
20,39,0.0,0.0,0.0,0.0,0.0
20,44,4.743924e-10,2.0678288e-09,0.05,0.0,0.0
20,49,0.0,0.0,0.0,0.0,0.0
