layer,feature_idx,mean_activation,std_activation,activation_frequency,correlation_with_logit_diff,abs_correlation
18,19,0.04511719,0.19666125,0.05,0.4911181423081511,0.4911181423081511
18,27,0.10126953,0.20988804,0.2,0.4303333364761943,0.4303333364761943
18,48,0.045898438,0.1456768,0.1,0.41868788320359696,0.41868788320359696
18,12,5.3574333e-08,5.837794e-08,0.75,0.3318773786526781,0.3318773786526781
18,32,0.39003906,0.6059663,0.4,0.27119013589530083,0.27119013589530083
18,11,0.036035158,0.10810944,0.1,0.22410792837220114,0.22410792837220114
18,42,5.285256e-09,2.3037895e-08,0.05,-0.2092669057018604,0.2092669057018604
18,17,0.13903809,0.3975667,0.2,0.19145172968811305,0.19145172968811305
18,20,0.08754883,0.20058586,0.2,0.15663544376717092,0.15663544376717092
18,1,0.15161133,0.32131264,0.25,-0.14607771379148535,0.14607771379148535
18,30,2.8636307e-06,1.9175648e-06,0.85,0.13831969810635572,0.13831969810635572
18,5,1.4216797,1.5297039,0.55,0.13007040344865148,0.13007040344865148
18,15,0.3564453,0.649271,0.3,-0.11470142177636852,0.11470142177636852
18,6,0.06472168,0.22209483,0.15,-0.10765479402618854,0.10765479402618854
18,35,0.0013641358,0.0032472927,0.15,-0.0894465487247181,0.0894465487247181
18,0,0.0203125,0.07543818,0.1,0.08195919700574816,0.08195919700574816
18,47,0.03147354,0.114355765,0.15,0.07299573943302655,0.07299573943302655
18,28,0.0390625,0.17026949,0.05,-0.06292904968253657,0.06292904968253657
18,21,1.5360352,1.2732543,0.8,-0.04474689246412667,0.04474689246412667
18,38,0.30719605,0.9290896,0.2,-0.0392042088079055,0.0392042088079055
18,18,8.199364e-07,3.5719327e-07,0.95,-0.019755172367624942,0.019755172367624942
18,10,0.109228514,0.3249733,0.15,-0.0038360144509951627,0.0038360144509951627
18,16,0.0,0.0,0.0,0.0,0.0
18,7,0.0,0.0,0.0,0.0,0.0
18,8,0.0,0.0,0.0,0.0,0.0
18,9,0.0,0.0,0.0,0.0,0.0
18,3,3.0377124e-11,9.113137e-11,0.1,0.0,0.0
18,14,2.5283952e-11,1.1021021e-10,0.05,0.0,0.0
18,13,0.0,0.0,0.0,0.0,0.0
18,2,0.0,0.0,0.0,0.0,0.0
18,4,0.0,0.0,0.0,0.0,0.0
18,25,0.0,0.0,0.0,0.0,0.0
18,23,0.0,0.0,0.0,0.0,0.0
18,24,0.0,0.0,0.0,0.0,0.0
18,33,0.0,0.0,0.0,0.0,0.0
18,31,1.9281288e-10,5.6496063e-10,0.2,0.0,0.0
18,26,0.0,0.0,0.0,0.0,0.0
18,29,0.0,0.0,0.0,0.0,0.0
18,22,0.0,0.0,0.0,0.0,0.0
18,37,0.0,0.0,0.0,0.0,0.0
18,36,0.0,0.0,0.0,0.0,0.0
18,34,0.0,0.0,0.0,0.0,0.0
18,41,0.0,0.0,0.0,0.0,0.0
18,40,0.0,0.0,0.0,0.0,0.0
18,39,0.0,0.0,0.0,0.0,0.0
18,43,0.0,0.0,0.0,0.0,0.0
18,45,0.0,0.0,0.0,0.0,0.0
18,44,0.0,0.0,0.0,0.0,0.0
18,46,0.0,0.0,0.0,0.0,0.0
18,49,0.0,0.0,0.0,0.0,0.0
