experiment_type,layer,n,count_abs_effect_size,mean_abs_effect_size,median_abs_effect_size,std_abs_effect_size,mean_effect_size,median_effect_size,mean_relative_effect,mean_baseline_logit_diff,mean_intervened_logit_diff,sign_flip_rate,n_sign_flips,has_control_rows,all_graph,feature_source_mode,layer_has_graph_features
ablation_zero,10,10,10.0,0.4,0.3125,0.2559195023179489,-0.3,-0.296875,0.22088640214037447,1.94375,1.64375,0.0,0,False,True,graph,True
ablation_zero,11,10,10.0,0.2375,0.28125,0.20423043221920784,0.225,0.28125,0.11804669325916348,1.94375,2.16875,0.0,0,False,True,graph,True
ablation_zero,12,10,10.0,0.20625,0.171875,0.12430361575146917,-0.18125,-0.171875,0.1329541732388402,1.94375,1.7625,0.0,0,False,True,graph,True
ablation_zero,13,5,5.0,0.29375,0.3125,0.11180339887498948,-0.29375,-0.3125,0.15163372827826155,1.94375,1.65,0.0,0,False,True,graph,True
ablation_zero,14,5,5.0,0.125,0.0625,0.125,-0.025,0.0,0.08642873567178677,1.94375,1.91875,0.0,0,False,True,graph,True
ablation_zero,15,5,5.0,0.225,0.25,0.12960275845829825,-0.1,-0.25,0.14375542529048185,1.94375,1.84375,0.0,0,False,True,graph,True
ablation_zero,16,15,15.0,0.2520833333333333,0.25,0.10123860900062263,0.2520833333333333,0.25,0.15654327948278493,1.94375,2.1958333333333333,0.0,0,False,True,graph,True
ablation_zero,17,5,5.0,0.31875,0.25,0.21469455046647085,-0.31875,-0.25,0.15610517586857695,1.94375,1.625,0.0,0,False,True,graph,True
ablation_zero,18,5,5.0,0.46875,0.375,0.28470104934825935,0.00625,-0.09375,0.2767394695460964,1.94375,1.95,0.0,0,False,True,graph,True
ablation_zero,19,5,5.0,0.1875,0.125,0.125,-0.1875,-0.125,0.09108816987014337,1.94375,1.75625,0.0,0,False,True,graph,True
ablation_zero,20,15,15.0,0.25625,0.3125,0.180370402624314,-0.022916666666666665,-0.09375,0.1396059180728161,1.94375,1.9208333333333334,0.0,0,False,True,graph,True
ablation_zero,21,5,5.0,0.29375,0.25,0.2270737765573119,0.01875,0.125,0.1412040680185254,1.94375,1.9625,0.0,0,False,True,graph,True
ablation_zero,22,15,15.0,0.56875,0.625,0.30164171331943745,0.5020833333333333,0.625,0.4246020517306409,1.94375,2.4458333333333333,0.0,0,False,True,graph,True
ablation_zero,23,15,15.0,1.21875,1.25,0.4775951195461337,1.21875,1.25,0.7363125669074027,1.94375,3.1625,0.0,0,False,True,graph,True
ablation_zero,24,5,5.0,0.34375,0.3125,0.3644344934278313,0.16875,0.03125,0.30097059608672666,1.94375,2.1125,0.0,0,False,True,graph,True
ablation_zero,25,15,15.0,0.2833333333333333,0.1875,0.2121013417370731,-0.2833333333333333,-0.1875,0.14481723019179696,1.94375,1.6604166666666667,0.0,0,False,True,graph,True
