cluster_id,n_features,representative,method,missingness_rate
0,9,L15_F130314,agglomerative,0.8364197530864198
3,3,L18_F149556,agglomerative,0.8364197530864198
1,3,L19_F126231,agglomerative,0.8364197530864198
2,3,L20_F101109,agglomerative,0.8364197530864198
