cluster,prompt_idx,correct_answer,filter_property,wording_family,nd_baseline,nd_ablated,delta_nd,abs_delta_nd,sign_flip
2,211,proton,positive_charge_atomic,F3_process_implicit,3.271066665649414,-0.08192920684814453,-3.3529958724975586,3.3529958724975586,True
2,432,photon,em_quantum,F1_direct_implicit,6.171609401702881,2.6831107139587402,-3.4884986877441406,3.4884986877441406,False
2,188,photon,massless_em_mediator,F2_contextual_implicit,5.276698589324951,-1.0745210647583008,-6.351219654083252,6.351219654083252,True
2,205,proton,positive_charge_atomic,F4_contrast_implicit,1.8281898498535156,0.21778106689453125,-1.6104087829589844,1.6104087829589844,False
2,127,photon,em_quantum,F2_contextual_implicit,6.271827697753906,1.0561485290527344,-5.215679168701172,5.215679168701172,False
2,374,proton,positive_charge_atomic,F3_process_implicit,5.379033088684082,4.646167755126953,-0.7328653335571289,0.7328653335571289,False
2,285,neutron,nuclear_stability_provider,F2_contextual_implicit,4.8255414962768555,5.2778754234313965,0.452333927154541,0.452333927154541,False
2,240,photon,em_quantum,F2_contextual_implicit,6.824898719787598,2.395169734954834,-4.429728984832764,4.429728984832764,False
2,334,neutron,nuclear_stability_provider,F4_contrast_implicit,4.362615585327148,3.616372585296631,-0.7462430000305176,0.7462430000305176,False
2,35,photon,em_quantum,F3_process_implicit,8.228654861450195,1.8637199401855469,-6.364934921264648,6.364934921264648,False
2,370,electron,negative_charge_atomic,F3_process_implicit,5.737600803375244,1.6105308532714844,-4.12706995010376,4.12706995010376,False
2,220,neutron,neutral_charge_atomic,F4_contrast_implicit,11.417694091796875,11.49157428741455,0.07388019561767578,0.07388019561767578,False
2,440,proton,positive_charge_atomic,F2_contextual_implicit,4.777995586395264,1.1695661544799805,-3.608429431915283,3.608429431915283,False
2,167,photon,massless_em_mediator,F4_contrast_implicit,6.728085041046143,2.8452224731445312,-3.8828625679016113,3.8828625679016113,False
2,201,photon,em_quantum,F2_contextual_implicit,9.353407859802246,1.3254327774047852,-8.027975082397461,8.027975082397461,False
2,272,neutron,nuclear_stability_provider,F2_contextual_implicit,8.00253963470459,1.5977487564086914,-6.404790878295898,6.404790878295898,False
