cluster,prompt_idx,correct_answer,filter_property,nd_baseline,nd_steered,delta_nd,steering_coeff
2,172,neutron,neutral_charge_atomic,-0.3251457214355469,0.8851804733276367,1.2103261947631836,5.0
2,369,photon,massless_em_mediator,6.089278221130371,0.1696605682373047,-5.919617652893066,5.0
2,20,photon,massless_em_mediator,6.123805999755859,1.166670799255371,-4.957135200500488,5.0
2,248,photon,massless_em_mediator,4.12650203704834,-0.10771751403808594,-4.234219551086426,5.0
2,404,electron,negative_charge_atomic,4.145124435424805,0.2532024383544922,-3.8919219970703125,5.0
2,232,proton,positive_charge_atomic,4.389431476593018,1.605093002319336,-2.7843384742736816,5.0
2,322,neutron,nuclear_stability_provider,7.678031921386719,1.8784379959106445,-5.799593925476074,5.0
2,13,neutron,neutral_charge_atomic,9.17414665222168,6.093798637390137,-3.080348014831543,5.0
2,109,photon,massless_em_mediator,6.151902198791504,0.7723217010498047,-5.379580497741699,5.0
2,429,electron,negative_charge_atomic,9.79055118560791,1.4526805877685547,-8.337870597839355,5.0
2,336,electron,negative_charge_atomic,6.734516143798828,1.322800636291504,-5.411715507507324,5.0
2,128,photon,massless_em_mediator,1.503631591796875,0.9601078033447266,-0.5435237884521484,5.0
2,253,photon,massless_em_mediator,7.693480014801025,0.6453371047973633,-7.048142910003662,5.0
2,80,neutron,nuclear_stability_provider,10.88343620300293,-1.3820772171020508,-12.26551342010498,5.0
2,142,neutron,neutral_charge_atomic,6.9206013679504395,1.3292617797851562,-5.591339588165283,5.0
2,304,electron,negative_charge_atomic,5.03150749206543,1.3417634963989258,-3.689743995666504,5.0
2,70,proton,positive_charge_atomic,2.329678535461426,0.7299814224243164,-1.5996971130371094,5.0
2,160,electron,negative_charge_atomic,7.377712726593018,1.7968101501464844,-5.580902576446533,5.0
2,58,photon,massless_em_mediator,4.7458648681640625,-0.27837085723876953,-5.024235725402832,5.0
2,345,neutron,nuclear_stability_provider,7.6475830078125,1.4255781173706055,-6.2220048904418945,5.0
2,376,electron,negative_charge_atomic,4.905244827270508,1.36376953125,-3.541475296020508,5.0
2,47,photon,massless_em_mediator,5.6513566970825195,-0.5608634948730469,-6.212220191955566,5.0
2,280,photon,em_quantum,3.692582607269287,-0.48707008361816406,-4.179652690887451,5.0
2,36,neutron,nuclear_stability_provider,5.495974063873291,0.5459928512573242,-4.949981212615967,5.0
2,395,neutron,neutral_charge_atomic,5.631187438964844,0.12527942657470703,-5.505908012390137,5.0
2,317,neutron,neutral_charge_atomic,8.434223175048828,3.9536514282226562,-4.480571746826172,5.0
2,207,neutron,nuclear_stability_provider,9.71934700012207,0.28741455078125,-9.43193244934082,5.0
2,117,electron,negative_charge_atomic,3.1520423889160156,1.943741798400879,-1.2083005905151367,5.0
