experiment_type,prompt_idx,mean_abs_effect_size,median_abs_effect_size,std_abs_effect_size,mean_effect_size,median_effect_size,mean_relative_effect,mean_baseline_logit_diff,mean_intervened_logit_diff,sign_flip_rate,n_features
ablation_zero,30,1.1685275003021838,1.125,0.6164487021083246,-0.5043118140276741,-0.75,0.9770218388772022,1.039265987919826,0.534954173892152,0.29411764705882354,51
ablation_zero,31,0.5004130625257305,0.4375,0.3834287205955863,-0.25531502331004424,-0.3125,45343137.273515925,-0.09898047353707108,-0.3542954968471153,0.0,51
ablation_zero,32,0.7889743318744734,0.8125,0.4966105306098752,0.12966060638427734,-0.125,0.27676631466449636,2.522371778301164,2.6520323846854414,0.0,51
ablation_zero,33,1.1492343977385877,0.8125,0.9509309871145721,-1.0125303081437653,-0.75,0.47978096698713274,2.1201805226943073,1.1076502145505418,0.09803921568627451,51
ablation_zero,34,1.4126336995293112,0.8125,1.3197278501760041,-1.264559773837819,-0.75,0.4034695278215546,3.2188805972828582,1.9543208234450395,0.09803921568627451,51
ablation_zero,35,0.5810359412548589,0.4375,0.43496861218995325,-0.2771143726274079,-0.125,0.35908332738106225,1.347772112079695,1.0706577394522874,0.0,51
ablation_zero,36,1.3679914100497377,0.71875,1.453593047047041,0.1228933708340514,0.5,0.2918245194001433,4.687636637220196,4.810530008054247,0.058823529411764705,51
ablation_zero,37,0.5987699078578576,0.375,0.46349415031058316,-0.11558686985689051,-0.3125,0.27015036385632335,2.214747092303108,2.0991602224462174,0.0,51
ablation_zero,38,0.7685567257451076,0.5625,0.6273955899495915,-0.33487791173598347,-0.3125,0.11821458148564257,6.501402929717419,6.166525017981436,0.0,51
ablation_zero,39,0.9799233417884976,0.875,0.7709451726670303,-0.6563939300237918,-0.6875,0.22746646061793988,4.308818854537665,3.652424924513873,0.0,51
ablation_zero,40,1.0003512419906317,0.84375,0.7680234010748647,-0.8153022223827886,-0.71875,0.20895423432952903,4.786475592968511,3.971173370585722,0.0,51
ablation_zero,41,0.7093712582307703,0.65625,0.5204090495493283,-0.01696929744645661,-0.125,0.3602785066516856,1.9691398658004462,1.9521705683539896,0.0,51
ablation_zero,42,0.7389063087164187,0.65625,0.4697222327713323,-0.3835141518536736,-0.5625,0.5020473332800679,-1.2633815372691435,-1.646895689122817,0.0,51
