layer,c,dir,sigma,n_targets,n_correct,mean_dmargin_toward,margin_flip,flip_norm,flip_norm_intact,intact_given_flip,flip_c0_to_c1,flip_c1_to_c0,intact_rate,intact_flip
16,0.5,w_res,0.9424729392841948,64,64,0.0027632787823677063,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
16,0.5,usage,0.9424729392841948,64,64,0.27574528008699417,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
16,0.5,shuffled0,0.9424729392841948,64,64,-0.00590679794549942,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
16,0.5,random0,0.9424729392841948,64,64,-0.0023017674684524536,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
16,1.0,w_res,0.9424729392841948,64,64,0.005757316946983337,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
16,1.0,usage,0.9424729392841948,64,64,0.6127377301454544,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
16,1.0,shuffled0,0.9424729392841948,64,64,-0.012202106416225433,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
16,1.0,random0,0.9424729392841948,64,64,-0.0046927109360694885,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
16,2.0,w_res,0.9424729392841948,64,64,0.012348763644695282,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
16,2.0,usage,0.9424729392841948,64,64,1.4911236688494682,0.015625,0.015625,0.0,0.0,0.034482758620689655,0.0,0.015625,0.0
16,2.0,shuffled0,0.9424729392841948,64,64,-0.025782547891139984,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
16,2.0,random0,0.9424729392841948,64,64,-0.009752817451953888,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
16,4.0,w_res,0.9424729392841948,64,64,0.02708303928375244,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
16,4.0,usage,0.9424729392841948,64,64,3.117256298661232,0.1875,0.1875,0.0,0.0,0.41379310344827586,0.0,0.015625,0.0
16,4.0,shuffled0,0.9424729392841948,64,64,-0.055423103272914886,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
