experiment_type,layer,n,count_abs_effect_size,mean_abs_effect_size,median_abs_effect_size,std_abs_effect_size,mean_effect_size,median_effect_size,mean_relative_effect,mean_baseline_logit_diff,mean_intervened_logit_diff,sign_flip_rate,n_sign_flips,has_control_rows,all_graph,feature_source_mode,layer_has_graph_features
ablation_zero,10,480,480.0,0.935546875,0.625,0.7525429404588637,0.8350260416666667,0.625,0.5953572046818648,2.5345052083333335,3.36953125,0.020833333333333332,10,False,True,graph,True
ablation_zero,11,240,240.0,0.515625,0.40625,0.44830318456697027,-0.16041666666666668,-0.25,0.22664032330621542,2.5345052083333335,2.3740885416666666,0.0,0,False,True,graph,True
ablation_zero,12,192,192.0,0.90625,0.5625,1.088485366309606,-0.6243489583333334,-0.4375,0.38641683636300317,2.5345052083333335,1.91015625,0.08333333333333333,16,False,True,graph,True
ablation_zero,13,144,144.0,0.4922960069444444,0.4375,0.3567740734065437,-0.14615885416666666,-0.125,0.22633940228895552,2.5345052083333335,2.3883463541666665,0.0,0,False,True,graph,True
ablation_zero,14,48,48.0,0.572265625,0.5,0.45901487774945354,-0.064453125,-0.03125,0.3054379696125779,2.5345052083333335,2.4700520833333335,0.020833333333333332,1,False,True,graph,True
ablation_zero,15,144,144.0,0.3765190972222222,0.3125,0.26814428664697865,-0.027560763888888888,-0.125,0.2022082563138359,2.5345052083333335,2.5069444444444446,0.041666666666666664,6,False,True,graph,True
ablation_zero,16,48,48.0,0.4283854166666667,0.34375,0.3370020911858745,0.044270833333333336,0.09375,0.2304600344020702,2.5345052083333335,2.5787760416666665,0.020833333333333332,1,False,True,graph,True
ablation_zero,17,48,48.0,0.6927083333333334,0.5,0.6113650107901495,0.4596354166666667,0.421875,0.48286736389119383,2.5345052083333335,2.994140625,0.041666666666666664,2,False,True,graph,True
ablation_zero,18,48,48.0,0.4225260416666667,0.375,0.26990178591747965,-0.07356770833333333,-0.125,0.22428128502613962,2.5345052083333335,2.4609375,0.041666666666666664,2,False,True,graph,True
ablation_zero,19,96,96.0,0.59423828125,0.40625,0.47107129798880437,0.15283203125,0.140625,0.41279833618825723,2.5345052083333335,2.6873372395833335,0.0625,6,False,True,graph,True
ablation_zero,20,192,192.0,0.66162109375,0.5,0.5419093845570944,-0.4864908854166667,-0.40625,0.3554751968798498,2.5345052083333335,2.0480143229166665,0.06770833333333333,13,False,True,graph,True
ablation_zero,21,48,48.0,0.466796875,0.421875,0.35404707154982273,-0.011067708333333334,0.046875,0.2213780238756576,2.5345052083333335,2.5234375,0.020833333333333332,1,False,True,graph,True
ablation_zero,22,192,192.0,0.7307942708333334,0.65625,0.4941859653185126,-0.3108723958333333,-0.4375,0.35108117544059064,2.5345052083333335,2.2236328125,0.078125,15,False,True,graph,True
ablation_zero,23,336,336.0,1.0241350446428572,0.6875,0.9008982687390887,-0.4117838541666667,-0.390625,0.6397573386996315,2.5345052083333335,2.1227213541666665,0.08333333333333333,28,False,True,graph,True
ablation_zero,24,144,144.0,0.642578125,0.578125,0.5279517466004046,0.11566840277777778,0.09375,0.3256646343371933,2.5345052083333335,2.650173611111111,0.0,0,False,True,graph,True
ablation_zero,25,144,144.0,1.0142144097222223,0.8125,0.8888278034683407,-0.7956814236111112,-0.6875,0.5675538573597589,2.5345052083333335,1.7388237847222223,0.08333333333333333,12,False,True,graph,True
patching,10,264,264.0,0.9375,0.75,0.6651660967846956,0.8828125,0.75,0.9214271447827678,0.07291666666666667,0.9557291666666666,0.041666666666666664,11,False,True,graph,True
patching,11,120,120.0,0.37109375,0.375,0.25774385545272355,-0.13880208333333333,-0.125,0.2845427691539186,0.07291666666666667,-0.06588541666666667,0.0,0,False,True,graph,True
patching,12,168,168.0,0.5524553571428571,0.5,0.395200692138738,-0.44345238095238093,-0.4375,0.4228954668891748,0.07291666666666667,-0.3705357142857143,0.041666666666666664,7,False,True,graph,True
patching,13,144,144.0,0.3884548611111111,0.34375,0.26720856069047316,0.045572916666666664,0.0625,0.30052974995632153,0.07291666666666667,0.11848958333333333,0.0,0,False,True,graph,True
patching,14,24,24.0,0.4700520833333333,0.390625,0.34251001238274414,-0.06640625,0.046875,0.46159387167413013,0.07291666666666667,0.006510416666666667,0.041666666666666664,1,False,True,graph,True
patching,15,96,96.0,0.3489583333333333,0.25,0.28654255141589324,0.083984375,-0.03125,0.320512913465569,0.07291666666666667,0.15690104166666666,0.08333333333333333,8,False,True,graph,True
patching,16,24,24.0,0.4674479166666667,0.375,0.36050792202571236,0.07682291666666667,0.078125,0.3542759798096616,0.07291666666666667,0.14973958333333334,0.041666666666666664,1,False,True,graph,True
patching,17,48,48.0,0.7903645833333334,0.59375,0.6337472438110643,0.3372395833333333,0.34375,0.7779524234214487,0.07291666666666667,0.41015625,0.08333333333333333,4,False,True,graph,True
