experiment_type,layer,feature_id,n,count_abs_effect_size,mean_abs_effect_size,median_abs_effect_size,std_abs_effect_size,mean_effect_size,median_effect_size,mean_relative_effect,mean_baseline_logit_diff,mean_intervened_logit_diff,sign_flip_rate,n_sign_flips,has_control_rows,all_graph,feature_source_mode,layer_has_graph_features
ablation_zero,10,40520,48,48.0,0.9309895833333334,0.625,0.7613273140670204,0.8359375,0.625,0.585811605348882,2.5345052083333335,3.3704427083333335,0.020833333333333332,1,False,True,graph,True
ablation_zero,10,59805,48,48.0,1.0052083333333333,0.75,0.7512548603824317,0.9192708333333334,0.75,0.6217379013661902,2.5345052083333335,3.4537760416666665,0.020833333333333332,1,False,True,graph,True
ablation_zero,10,68612,48,48.0,0.93359375,0.640625,0.8114412342629835,0.84375,0.640625,0.5899585153831789,2.5345052083333335,3.3782552083333335,0.020833333333333332,1,False,True,graph,True
ablation_zero,10,79308,48,48.0,1.021484375,0.828125,0.7824367648405007,0.9095052083333334,0.828125,0.6644369223500916,2.5345052083333335,3.4440104166666665,0.020833333333333332,1,False,True,graph,True
ablation_zero,10,101190,48,48.0,0.9088541666666666,0.625,0.7311128409889033,0.79296875,0.625,0.5842831265979012,2.5345052083333335,3.3274739583333335,0.020833333333333332,1,False,True,graph,True
ablation_zero,10,102028,48,48.0,0.9140625,0.625,0.7396363980563607,0.8033854166666666,0.625,0.5790814309954051,2.5345052083333335,3.337890625,0.020833333333333332,1,False,True,graph,True
ablation_zero,10,104215,48,48.0,0.91796875,0.625,0.7541889059894432,0.8216145833333334,0.625,0.5844987573093774,2.5345052083333335,3.3561197916666665,0.020833333333333332,1,False,True,graph,True
ablation_zero,10,135728,48,48.0,0.90234375,0.625,0.7316750957981079,0.7903645833333334,0.609375,0.5791528947657542,2.5345052083333335,3.3248697916666665,0.020833333333333332,1,False,True,graph,True
ablation_zero,10,143891,48,48.0,0.9075520833333334,0.625,0.7565087239135247,0.8177083333333334,0.625,0.5814628139202854,2.5345052083333335,3.3522135416666665,0.020833333333333332,1,False,True,graph,True
ablation_zero,10,148569,48,48.0,0.9134114583333334,0.625,0.763215775813773,0.8157552083333334,0.625,0.5831480787815827,2.5345052083333335,3.3502604166666665,0.020833333333333332,1,False,True,graph,True
ablation_zero,11,33438,48,48.0,0.5559895833333334,0.4375,0.5049192160958041,-0.17708333333333334,-0.3125,0.24612978463146948,2.5345052083333335,2.357421875,0.0,0,False,True,graph,True
ablation_zero,11,59878,48,48.0,0.5169270833333334,0.40625,0.45568942962522524,-0.18229166666666666,-0.25,0.22406016880960322,2.5345052083333335,2.3522135416666665,0.0,0,False,True,graph,True
ablation_zero,11,77813,48,48.0,0.53515625,0.421875,0.4606176202532486,-0.15494791666666666,-0.25,0.23335376679023678,2.5345052083333335,2.3795572916666665,0.0,0,False,True,graph,True
ablation_zero,11,107358,48,48.0,0.533203125,0.421875,0.4600209513506053,-0.17903645833333334,-0.28125,0.23394849234824697,2.5345052083333335,2.35546875,0.0,0,False,True,graph,True
ablation_zero,11,148703,48,48.0,0.4368489583333333,0.328125,0.3562167294638977,-0.10872395833333333,-0.171875,0.1957094039515207,2.5345052083333335,2.42578125,0.0,0,False,True,graph,True
ablation_zero,12,71563,48,48.0,0.8958333333333334,0.53125,1.0875743840216823,-0.61328125,-0.453125,0.38744215161251044,2.5345052083333335,1.9212239583333333,0.08333333333333333,4,False,True,graph,True
ablation_zero,12,83869,48,48.0,0.9088541666666666,0.578125,0.9884605425800207,-0.59375,-0.5,0.38025845552863685,2.5345052083333335,1.9407552083333333,0.0625,3,False,True,graph,True
