experiment_type,prompt_idx,n,count_abs_effect_size,mean_abs_effect_size,median_abs_effect_size,std_abs_effect_size,mean_effect_size,median_effect_size,mean_relative_effect,mean_baseline_logit_diff,mean_intervened_logit_diff,sign_flip_rate,n_sign_flips,has_control_rows,all_graph,feature_source_mode,layer_has_graph_features
ablation_zero,0,34,34.0,2.3455882352941178,0.1875,5.191690879564027,-1.7830882352941178,0.0625,0.14717416369081565,15.9375,14.154411764705882,0.029411764705882353,1,False,True,graph,True
ablation_zero,1,34,34.0,2.4246323529411766,0.53125,4.907278998726872,-2.1746323529411766,-0.34375,0.163000494205793,14.875,12.700367647058824,0.058823529411764705,2,False,True,graph,True
ablation_zero,2,34,34.0,0.15441176470588236,0.125,0.17693418013437018,0.07720588235294118,0.03125,0.013879709174569432,11.125,11.202205882352942,0.0,0,False,True,graph,True
ablation_zero,3,34,34.0,2.349264705882353,1.8125,2.909750362184311,-2.3419117647058822,-1.8125,0.18158567760900451,12.9375,10.595588235294118,0.029411764705882353,1,False,True,graph,True
ablation_zero,4,34,34.0,1.3134191176470589,0.84375,1.9733739784415187,-0.8134191176470589,-0.1875,0.15339201356065843,8.5625,7.749080882352941,0.029411764705882353,1,False,True,graph,True
