experiment_type,prompt_idx,n,count_abs_effect_size,mean_abs_effect_size,median_abs_effect_size,std_abs_effect_size,mean_effect_size,median_effect_size,mean_relative_effect,mean_baseline_logit_diff,mean_intervened_logit_diff,sign_flip_rate,n_sign_flips,has_control_rows,all_graph,feature_source_mode,layer_has_graph_features
steering,9,16,16.0,0.740234375,0.5,0.6696274179767806,0.142578125,0.265625,0.26319444350864196,2.8125,2.955078125,0.0,0,False,True,graph,True
steering,10,16,16.0,2.22265625,1.9375,1.5431246624813995,-2.01171875,-1.9375,0.243578766856352,9.125,7.11328125,0.0,0,False,True,graph,True
steering,11,16,16.0,0.94140625,0.828125,0.6420461878180312,-0.28125,-0.578125,0.1369318179826446,6.875,6.59375,0.0,0,False,True,graph,True
steering,12,16,16.0,0.583984375,0.421875,0.5327452914601092,-0.173828125,-0.09375,0.07918432192652969,7.375,7.201171875,0.0,0,False,True,graph,True
steering,13,16,16.0,1.609375,0.828125,1.5058479753945948,-0.9921875,-0.234375,0.3083832329420201,5.21875,4.2265625,0.0,0,False,True,graph,True
steering,14,16,16.0,1.4921875,1.109375,1.354078522772344,-1.30859375,-0.828125,0.19023904358216534,7.84375,6.53515625,0.0,0,False,True,graph,True
steering,15,16,16.0,3.734375,3.1875,2.4153911863988684,-2.484375,-3.09375,2.389999984704,1.5625,-0.921875,0.5625,9,False,True,graph,True
steering,16,16,16.0,1.193359375,1.09375,0.8989446032651752,-0.599609375,-0.40625,0.3349780692351492,3.5625,2.962890625,0.0,0,False,True,graph,True
steering,17,16,16.0,1.59375,0.90625,1.5439734993407972,-0.9140625,-0.15625,0.3805970140164847,4.1875,3.2734375,0.125,2,False,True,graph,True
steering,18,16,16.0,1.5234375,1.53125,1.1864304393853018,-0.9140625,-0.65625,0.49744897796751353,3.0625,2.1484375,0.125,2,False,True,graph,True
steering,19,16,16.0,1.7265625,1.53125,1.115439702165324,-1.4296875,-1.53125,0.34968354359557763,4.9375,3.5078125,0.0,0,False,True,graph,True
