experiment_type,layer,feature_id,mean_abs_effect_size,median_abs_effect_size,std_abs_effect_size,mean_effect_size,median_effect_size,mean_relative_effect,mean_baseline_logit_diff,mean_intervened_logit_diff,sign_flip_rate,n
patching,19,6873,0.6341145833333334,0.5625,0.4857493086424634,0.1328125,0.25,1692708.8997180285,0.5260416666666666,0.6588541666666666,0.0625,48
patching,19,27199,0.6171875,0.515625,0.4739077938528424,0.125,0.1875,1692708.8774525449,0.5260416666666666,0.6510416666666666,0.041666666666666664,48
patching,19,29102,0.6282552083333334,0.546875,0.4703757085066651,0.13346354166666666,0.21875,1822917.209803965,0.5260416666666666,0.6595052083333334,0.041666666666666664,48
patching,19,123748,0.6217447916666666,0.53125,0.46860545569870815,0.13216145833333334,0.234375,1692708.8736091887,0.5260416666666666,0.658203125,0.041666666666666664,48
patching,19,135640,0.623046875,0.546875,0.5105846999155957,0.119140625,0.203125,1692708.8751943952,0.5260416666666666,0.6451822916666666,0.041666666666666664,48
patching,20,11606,0.6891276041666666,0.65625,0.46650882204263405,-0.6246744791666666,-0.59375,1562500.520050008,0.5260416666666666,-0.0986328125,0.125,48
patching,20,71357,0.6653645833333334,0.609375,0.44479846607323104,-0.58984375,-0.578125,1562500.53285086,0.5260416666666666,-0.06380208333333333,0.10416666666666667,48
patching,20,98282,0.6673177083333334,0.65625,0.4273854355001061,-0.576171875,-0.609375,1432292.2032567838,0.5260416666666666,-0.050130208333333336,0.125,48
patching,20,101236,0.6676432291666666,0.609375,0.43499639350240055,-0.5875651041666666,-0.59375,1432292.1769814815,0.5260416666666666,-0.0615234375,0.10416666666666667,48
patching,20,111853,0.6728515625,0.625,0.4374692030621422,-0.5836588541666666,-0.578125,1562500.5292669062,0.5260416666666666,-0.0576171875,0.10416666666666667,48
patching,20,145235,0.6904296875,0.578125,0.4467307953657233,-0.5791015625,-0.5625,1562500.5477126103,0.5260416666666666,-0.053059895833333336,0.125,48
patching,20,149117,0.71484375,0.6875,0.46160894793230584,-0.6315104166666666,-0.65625,1432292.2384188587,0.5260416666666666,-0.10546875,0.125,48
patching,20,158746,0.6770833333333334,0.671875,0.435230308112028,-0.5755208333333334,-0.609375,1562500.5344237306,0.5260416666666666,-0.049479166666666664,0.10416666666666667,48
patching,21,129759,0.5885416666666666,0.484375,0.43379574175800284,-0.2591145833333333,-0.328125,781250.4772272325,0.5260416666666666,0.2669270833333333,0.041666666666666664,48
patching,21,145615,0.58984375,0.53125,0.46389887822177966,-0.2721354166666667,-0.234375,651042.1494546644,0.5260416666666666,0.25390625,0.041666666666666664,48
patching,22,32734,0.875,0.75,0.6140327651698464,-0.5625,-0.546875,781250.6983209332,0.5260416666666666,-0.036458333333333336,0.0625,48
patching,22,41906,1.0234375,0.75,0.767999330777357,-0.7083333333333334,-0.609375,651042.4094607241,0.5260416666666666,-0.18229166666666666,0.14583333333333334,48
patching,22,99330,1.0149739583333333,0.78125,0.7537028931675297,-0.728515625,-0.609375,781250.763557488,0.5260416666666666,-0.20247395833333334,0.14583333333333334,48
patching,22,108295,1.0436197916666667,0.75,0.7712455058484589,-0.736328125,-0.625,1041667.4618594515,0.5260416666666666,-0.21028645833333334,0.14583333333333334,48
patching,22,145377,1.0540364583333333,0.84375,0.7881145119935613,-0.759765625,-0.6875,651042.4607425769,0.5260416666666666,-0.23372395833333334,0.14583333333333334,48
patching,22,160273,1.0703125,0.84375,0.793180185822144,-0.7890625,-0.65625,781250.8215353192,0.5260416666666666,-0.2630208333333333,0.1875,48
patching,23,3316,1.5797526041666667,1.359375,1.0144159107354245,-1.1064453125,-1.1875,2343751.7671803404,0.5260416666666666,-0.5804036458333334,0.25,48
patching,23,5853,1.64453125,1.390625,1.0536607245882774,-1.1705729166666667,-1.203125,2604168.513794144,0.5260416666666666,-0.64453125,0.25,48
patching,23,8645,1.6448567708333333,1.375,1.0577654780285806,-1.1767578125,-1.25,2343751.8228109856,0.5260416666666666,-0.6507161458333334,0.25,48
patching,23,40170,1.5817057291666667,1.4375,1.032076955181127,-1.2112630208333333,-1.328125,2343751.8014031146,0.5260416666666666,-0.6852213541666666,0.2708333333333333,48
patching,23,53700,1.6220703125,1.375,1.038476334673558,-1.1487630208333333,-1.28125,2604168.464134198,0.5260416666666666,-0.6227213541666666,0.25,48
patching,23,56267,1.5869140625,1.40625,0.9371337175089728,-1.1292317708333333,-1.15625,2083335.08461967,0.5260416666666666,-0.6031901041666666,0.20833333333333334,48
patching,23,64429,1.2685546875,1.171875,0.7251439713553339,-0.8512369791666666,-1.0,1692709.7214357408,0.5260416666666666,-0.3251953125,0.1875,48
patching,23,83865,1.6380208333333333,1.390625,1.0629659752082163,-1.0924479166666667,-1.234375,2734376.8543589804,0.5260416666666666,-0.56640625,0.22916666666666666,48
patching,23,111979,1.4990234375,1.3125,0.9621018787204398,-1.0035807291666667,-1.078125,1953126.6464038405,0.5260416666666666,-0.4775390625,0.20833333333333334,48
patching,23,153393,1.6220703125,1.359375,1.0425898536798528,-1.1513671875,-1.21875,2343751.790892127,0.5260416666666666,-0.6253255208333334,0.25,48
patching,24,5768,0.5026041666666666,0.40625,0.425648428474863,-0.0013020833333333333,-0.03125,651042.1616425837,0.5260416666666666,0.5247395833333334,0.020833333333333332,48
patching,24,29680,0.5201822916666666,0.4375,0.4134986291738813,-0.11263020833333333,-0.15625,651042.2348359589,0.5260416666666666,0.4134114583333333,0.020833333333333332,48
patching,24,36045,0.57421875,0.484375,0.42938063268627275,-0.17578125,-0.1875,1041667.2850204209,0.5260416666666666,0.3502604166666667,0.020833333333333332,48
