feature_id,group_id,n_prompts,n_nonzero,mean_effect,mean_abs_effect,max_abs_effect,sfr,n_flip,layer,community,grad_attr_sign,role_label,level,latent_state_target,correct_answer,cue_label
L18_F152260,KW-B2,2,2,0.09375,0.09375,0.125,0.0,0,18,5,-1,β-attr,1,beta,beta,
L18_F152260,KW-B3,2,1,0.125,0.125,0.25,0.0,0,18,5,-1,β-attr,1,beta,beta,
L18_F152260,KW-B4,2,2,0.640625,0.640625,0.8125,0.5,1,18,5,-1,β-attr,1,beta,beta,
L18_F152260,KW-B5,2,2,0.765625,0.765625,0.8125,0.0,0,18,5,-1,β-attr,1,beta,beta,
L18_F152260,KW-B6,2,2,0.25,0.25,0.3125,0.0,0,18,5,-1,β-attr,1,beta,beta,
L18_F152260,L1-A1,12,12,-0.5625,0.5625,0.875,0.08333333333333333,1,18,5,-1,β-attr,1,alpha,alpha,emitted_charge_plus2
L18_F152260,L1-A2,12,12,-0.5260416666666666,0.5260416666666666,0.6875,0.0,0,18,5,-1,β-attr,1,alpha,alpha,emitted_mass4
L18_F152260,L1-A3,12,12,-0.515625,0.515625,0.8125,0.0,0,18,5,-1,β-attr,1,alpha,alpha,daughter_z_minus2
L18_F152260,L1-A4,10,10,-0.56875,0.56875,0.6875,0.0,0,18,5,-1,β-attr,1,alpha,alpha,daughter_a_minus4
L18_F152260,L1-A5,8,8,-0.53125,0.53125,0.6875,0.0,0,18,5,-1,β-attr,1,alpha,alpha,emitted_2protons
L18_F152260,L1-A6,8,8,-0.3671875,0.3671875,0.5625,0.125,1,18,5,-1,β-attr,1,alpha,alpha,emitted_2neutrons
L18_F152260,L1-B1,12,12,0.7395833333333334,0.7395833333333334,1.1875,0.5833333333333334,7,18,5,-1,β-attr,1,beta,beta,emitted_charge_minus1
L18_F152260,L1-B2,12,11,0.25,0.25,0.5625,0.0,0,18,5,-1,β-attr,1,beta,beta,daughter_z_plus1
L18_F152260,L1-B3,12,12,0.4114583333333333,0.4114583333333333,0.9375,0.0,0,18,5,-1,β-attr,1,beta,beta,daughter_a_unchanged
L18_F152260,L1-B4,10,10,0.575,0.575,0.875,0.4,4,18,5,-1,β-attr,1,beta,beta,antineutrino_emitted
L18_F152260,L1-B5,8,8,0.7109375,0.7109375,0.875,0.25,2,18,5,-1,β-attr,1,beta,beta,emitted_mass_negligible
L18_F152260,L1-B6,8,8,0.2890625,0.2890625,0.5625,0.375,3,18,5,-1,β-attr,1,beta,beta,daughter_n_minus1
L18_F152260,CP-L2-01,2,2,0.25,0.5,0.75,0.0,0,18,5,-1,β-attr,2,alpha,alpha,
L18_F152260,CP-L2-02,2,2,-0.03125,0.46875,0.5,0.5,1,18,5,-1,β-attr,2,alpha,alpha,
L18_F152260,CP-L2-03,2,2,0.09375,0.40625,0.5,0.0,0,18,5,-1,β-attr,2,alpha,alpha,
L18_F152260,CP-L2-04,2,2,-0.25,0.3125,0.5625,0.0,0,18,5,-1,β-attr,2,alpha,alpha,
L18_F152260,CP-L2-05,2,2,-0.03125,0.53125,0.5625,0.0,0,18,5,-1,β-attr,2,alpha,alpha,
L18_F152260,CP-L2-06,2,2,0.1875,0.625,0.8125,0.5,1,18,5,-1,β-attr,2,alpha,alpha,
L18_F152260,CP-L2-07,2,2,-0.09375,0.65625,0.75,0.0,0,18,5,-1,β-attr,2,alpha,alpha,
L18_F152260,CP-L2-08,2,2,0.171875,0.796875,0.96875,0.0,0,18,5,-1,β-attr,2,alpha,alpha,
L18_F152260,CP-L2-09,2,2,-0.28125,0.53125,0.8125,0.0,0,18,5,-1,β-attr,2,alpha,alpha,
L18_F152260,CP-L2-10,2,2,-0.28125,0.34375,0.625,0.5,1,18,5,-1,β-attr,2,alpha,alpha,
L18_F152260,CP-L2-11,2,2,0.09375,0.28125,0.375,0.5,1,18,5,-1,β-attr,2,alpha,alpha,
L18_F152260,CP-L2-12,2,2,0.09375,0.59375,0.6875,0.0,0,18,5,-1,β-attr,2,alpha,alpha,
L18_F152260,CP-L2-13,2,2,-0.0625,0.3125,0.375,0.0,0,18,5,-1,β-attr,2,alpha,alpha,
L18_F152260,CP-L2-14,2,2,-0.0625,0.5625,0.625,0.5,1,18,5,-1,β-attr,2,alpha,alpha,
L18_F152260,L2-AR1,10,9,-0.146875,0.278125,0.6875,0.0,0,18,5,-1,β-attr,2,alpha,alpha,composition_2p2n
L18_F152260,L2-AR2,10,10,-0.30625,0.30625,0.4375,0.0,0,18,5,-1,β-attr,2,alpha,alpha,charge_plus_mass
L18_F152260,L2-AR3,10,10,-0.5125,0.5125,0.6875,0.2,2,18,5,-1,β-attr,2,alpha,alpha,daughter_z_and_a_alpha
L18_F152260,L2-AR4,8,8,-0.53125,0.53125,0.875,0.0,0,18,5,-1,β-attr,2,alpha,alpha,composition_plus_daughter
L18_F152260,L2-AR5,8,8,-0.484375,0.484375,0.5625,0.0,0,18,5,-1,β-attr,2,alpha,alpha,charge_plus_daughter_z
L18_F152260,L2-AR6,8,8,-0.4609375,0.4609375,0.625,0.0,0,18,5,-1,β-attr,2,alpha,alpha,mass_plus_daughter_a
L18_F152260,L2-AR7,6,6,-0.4583333333333333,0.5416666666666666,0.9375,0.0,0,18,5,-1,β-attr,2,alpha,alpha,narrative_ejection
L18_F152260,L2-AR8,8,8,-0.1875,0.1875,0.5,0.0,0,18,5,-1,β-attr,2,alpha,alpha,full_emitted_alpha_spec
L18_F152260,L2-BR1,10,10,0.30625,0.30625,0.4375,0.1,1,18,5,-1,β-attr,2,beta,beta,z_plus1_a_unchanged
L18_F152260,L2-BR2,10,10,0.709375,0.709375,1.03125,0.0,0,18,5,-1,β-attr,2,beta,beta,neutron_to_proton
L18_F152260,L2-BR3,8,8,0.4921875,0.4921875,0.9375,0.0,0,18,5,-1,β-attr,2,beta,beta,n_to_p_with_antineutrino
L18_F152260,L2-BR4,8,8,0.4140625,0.4140625,0.5625,0.375,3,18,5,-1,β-attr,2,beta,beta,charge_plus_z_change
L18_F152260,L2-BR5,6,6,0.5,0.5,0.625,0.3333333333333333,2,18,5,-1,β-attr,2,beta,beta,charge_plus_a_unchanged
L18_F152260,L2-BR6,8,8,0.3828125,0.3828125,0.6875,0.25,2,18,5,-1,β-attr,2,beta,beta,z_plus1_with_antineutrino
L18_F152260,L2-BR7,8,8,0.4921875,0.4921875,0.75,0.0,0,18,5,-1,β-attr,2,beta,beta,n_to_p_plus_z_plus1
L18_F152260,L2-BR8,8,8,0.421875,0.421875,0.5625,0.0,0,18,5,-1,β-attr,2,beta,beta,full_beta_process_spec
L18_F152260,L2-GRAD-A,6,6,-0.11458333333333333,0.28125,0.4375,0.0,0,18,5,-1,β-attr,2,alpha,alpha,
L18_F152260,L2-GRAD-B,6,6,0.4322916666666667,0.4322916666666667,0.65625,0.5,3,18,5,-1,β-attr,2,beta,beta,
L18_F152260,CP-L3-01,2,2,0.0,0.3125,0.3125,0.0,0,18,5,-1,β-attr,3,alpha,alpha,
L18_F152260,CP-L3-02,2,2,0.296875,0.328125,0.625,0.0,0,18,5,-1,β-attr,3,alpha,alpha,
L18_F152260,CP-L3-03,2,2,-0.0625,0.5,0.5625,0.0,0,18,5,-1,β-attr,3,alpha,alpha,
L18_F152260,CP-L3-04,2,2,0.125,0.3125,0.4375,0.0,0,18,5,-1,β-attr,3,alpha,alpha,
L18_F152260,L3-A1,8,8,-0.3359375,0.34375,0.71875,0.0,0,18,5,-1,β-attr,3,alpha,alpha,helium4_equivalence
L18_F152260,L3-A2,8,7,-0.30078125,0.30078125,0.53125,0.0,0,18,5,-1,β-attr,3,alpha,alpha,composite_nuclear_object
L18_F152260,L3-A3,6,6,-0.5260416666666666,0.5260416666666666,0.71875,0.0,0,18,5,-1,β-attr,3,alpha,alpha,heavy_nuclear_fragment
L18_F152260,L3-A4,6,6,-0.3229166666666667,0.3229166666666667,0.4375,0.0,0,18,5,-1,β-attr,3,alpha,alpha,baryon_number_4
L18_F152260,L3-B1,8,8,0.3671875,0.3671875,0.625,0.25,2,18,5,-1,β-attr,3,beta,beta,lepton_family
L18_F152260,L3-B2,8,8,0.45703125,0.45703125,0.8125,0.125,1,18,5,-1,β-attr,3,beta,beta,electron_equivalence
L18_F152260,L3-B3,6,6,0.4583333333333333,0.4583333333333333,0.6875,0.16666666666666666,1,18,5,-1,β-attr,3,beta,beta,not_nuclear_fragment
L18_F152260,L3-B4,6,6,0.3958333333333333,0.3958333333333333,0.5,0.0,0,18,5,-1,β-attr,3,beta,beta,muon_family
L18_F152260,L3-FA,8,8,-0.4296875,0.4296875,0.5625,0.0,0,18,5,-1,β-attr,3,alpha,alpha,
L18_F152260,L3-FB,8,8,0.3359375,0.3359375,0.5,0.0,0,18,5,-1,β-attr,3,beta,beta,
L18_F152260,AUX-A1,1,1,-0.3125,0.3125,0.3125,0.0,0,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-A10,1,1,-0.0625,0.0625,0.0625,0.0,0,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-A2,1,1,-0.4375,0.4375,0.4375,0.0,0,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-A3,1,1,-0.125,0.125,0.125,0.0,0,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-A4,1,1,-0.375,0.375,0.375,0.0,0,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-A5,1,1,-0.125,0.125,0.125,0.0,0,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-A6,1,1,-0.625,0.625,0.625,0.0,0,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-A7,1,1,-0.5,0.5,0.5,0.0,0,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-A8,1,1,-0.375,0.375,0.375,0.0,0,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-A9,1,1,-0.25,0.25,0.25,0.0,0,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-B1,1,1,0.09375,0.09375,0.09375,0.0,0,18,5,-1,β-attr,AUX,beta,beta,
L18_F152260,AUX-B10,1,1,0.5,0.5,0.5,0.0,0,18,5,-1,β-attr,AUX,beta,beta,
L18_F152260,AUX-B2,1,1,-0.0625,0.0625,0.0625,0.0,0,18,5,-1,β-attr,AUX,beta,beta,
L18_F152260,AUX-B3,1,1,0.4375,0.4375,0.4375,0.0,0,18,5,-1,β-attr,AUX,beta,beta,
L18_F152260,AUX-B4,1,1,-0.125,0.125,0.125,0.0,0,18,5,-1,β-attr,AUX,beta,beta,
L18_F152260,AUX-B5,1,1,0.3125,0.3125,0.3125,0.0,0,18,5,-1,β-attr,AUX,beta,beta,
L18_F152260,AUX-B6,1,1,0.375,0.375,0.375,0.0,0,18,5,-1,β-attr,AUX,beta,beta,
L18_F152260,AUX-B7,1,1,0.1875,0.1875,0.1875,0.0,0,18,5,-1,β-attr,AUX,beta,beta,
L18_F152260,AUX-B8,1,1,0.53125,0.53125,0.53125,0.0,0,18,5,-1,β-attr,AUX,beta,beta,
L18_F152260,AUX-B9,1,1,0.1875,0.1875,0.1875,0.0,0,18,5,-1,β-attr,AUX,beta,beta,
L18_F152260,AUX-CF1,1,1,-0.5625,0.5625,0.5625,0.0,0,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-CF10,1,1,0.25,0.25,0.25,0.0,0,18,5,-1,β-attr,AUX,beta,beta,
L18_F152260,AUX-CF11,1,1,-0.4375,0.4375,0.4375,0.0,0,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-CF12,1,1,0.5,0.5,0.5,1.0,1,18,5,-1,β-attr,AUX,beta,beta,
L18_F152260,AUX-CF2,1,1,0.625,0.625,0.625,0.0,0,18,5,-1,β-attr,AUX,beta,beta,
L18_F152260,AUX-CF3,1,1,-0.5625,0.5625,0.5625,1.0,1,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-CF4,1,1,0.5,0.5,0.5,0.0,0,18,5,-1,β-attr,AUX,beta,beta,
L18_F152260,AUX-CF5,1,1,-0.4375,0.4375,0.4375,0.0,0,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-CF6,1,1,0.5625,0.5625,0.5625,1.0,1,18,5,-1,β-attr,AUX,beta,beta,
L18_F152260,AUX-CF7,1,1,-0.5,0.5,0.5,0.0,0,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-CF8,1,1,0.5625,0.5625,0.5625,0.0,0,18,5,-1,β-attr,AUX,beta,beta,
L18_F152260,AUX-CF9,1,1,-0.4375,0.4375,0.4375,0.0,0,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-ISO1,1,1,-0.3125,0.3125,0.3125,0.0,0,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-ISO10,1,1,0.3125,0.3125,0.3125,0.0,0,18,5,-1,β-attr,AUX,beta,beta,
L18_F152260,AUX-ISO11,1,1,0.25,0.25,0.25,0.0,0,18,5,-1,β-attr,AUX,beta,beta,
L18_F152260,AUX-ISO12,1,1,0.3125,0.3125,0.3125,0.0,0,18,5,-1,β-attr,AUX,beta,beta,
L18_F152260,AUX-ISO2,1,1,-0.1875,0.1875,0.1875,0.0,0,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-ISO3,1,1,-0.1875,0.1875,0.1875,0.0,0,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-ISO4,1,1,-0.3125,0.3125,0.3125,0.0,0,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-ISO5,1,0,0.0,0.0,0.0,0.0,0,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-ISO6,1,1,-0.25,0.25,0.25,0.0,0,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-ISO7,1,1,0.25,0.25,0.25,0.0,0,18,5,-1,β-attr,AUX,beta,beta,
L18_F152260,AUX-ISO8,1,1,0.125,0.125,0.125,0.0,0,18,5,-1,β-attr,AUX,beta,beta,
L18_F152260,AUX-ISO9,1,1,0.25,0.25,0.25,0.0,0,18,5,-1,β-attr,AUX,beta,beta,
L18_F152260,AUX-P1,1,1,-0.75,0.75,0.75,1.0,1,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-P10,1,1,0.5,0.5,0.5,0.0,0,18,5,-1,β-attr,AUX,beta,beta,
L18_F152260,AUX-P11,1,1,0.3125,0.3125,0.3125,0.0,0,18,5,-1,β-attr,AUX,beta,beta,
L18_F152260,AUX-P12,1,1,1.0625,1.0625,1.0625,1.0,1,18,5,-1,β-attr,AUX,beta,beta,
L18_F152260,AUX-P2,1,1,-0.5,0.5,0.5,0.0,0,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-P3,1,1,-0.1875,0.1875,0.1875,0.0,0,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-P4,1,1,-0.25,0.25,0.25,0.0,0,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-P5,1,1,-0.53125,0.53125,0.53125,0.0,0,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-P6,1,1,-0.5,0.5,0.5,0.0,0,18,5,-1,β-attr,AUX,alpha,alpha,
L18_F152260,AUX-P7,1,1,0.5,0.5,0.5,1.0,1,18,5,-1,β-attr,AUX,beta,beta,
L18_F152260,AUX-P8,1,1,0.6875,0.6875,0.6875,1.0,1,18,5,-1,β-attr,AUX,beta,beta,
L18_F152260,AUX-P9,1,1,-0.0625,0.0625,0.0625,0.0,0,18,5,-1,β-attr,AUX,beta,beta,
L18_F41804,CP-L1-01,2,2,0.0625,0.375,0.4375,0.5,1,18,0,-1,β-attr,1,alpha,alpha,
L18_F41804,CP-L1-02,2,2,-0.21875,0.28125,0.5,0.0,0,18,0,-1,β-attr,1,alpha,alpha,
L18_F41804,CP-L1-03,2,2,-0.15625,0.34375,0.5,0.0,0,18,0,-1,β-attr,1,alpha,alpha,
L18_F41804,CP-L1-04,2,2,0.09375,0.65625,0.75,0.0,0,18,0,-1,β-attr,1,alpha,alpha,
L18_F41804,CP-L1-05,2,2,-0.15625,0.53125,0.6875,0.0,0,18,0,-1,β-attr,1,alpha,alpha,
L18_F41804,CP-L1-06,2,2,-0.09375,0.40625,0.5,0.0,0,18,0,-1,β-attr,1,alpha,alpha,
L18_F41804,KW-A1,2,2,-0.25,0.25,0.25,0.0,0,18,0,-1,β-attr,1,alpha,alpha,
L18_F41804,KW-A2,2,2,-0.3125,0.3125,0.5625,0.0,0,18,0,-1,β-attr,1,alpha,alpha,
L18_F41804,KW-A3,2,2,-0.40625,0.40625,0.5625,0.0,0,18,0,-1,β-attr,1,alpha,alpha,
L18_F41804,KW-A4,2,2,-0.375,0.375,0.6875,0.0,0,18,0,-1,β-attr,1,alpha,alpha,
L18_F41804,KW-A5,2,2,-0.28125,0.28125,0.5,0.0,0,18,0,-1,β-attr,1,alpha,alpha,
L18_F41804,KW-A6,2,2,-0.484375,0.484375,0.5,0.0,0,18,0,-1,β-attr,1,alpha,alpha,
L18_F41804,KW-B1,2,2,0.8125,0.8125,0.875,0.0,0,18,0,-1,β-attr,1,beta,beta,
L18_F41804,KW-B2,2,2,0.09375,0.09375,0.125,0.0,0,18,0,-1,β-attr,1,beta,beta,
L18_F41804,KW-B3,2,2,0.125,0.125,0.1875,0.0,0,18,0,-1,β-attr,1,beta,beta,
L18_F41804,KW-B4,2,2,0.71875,0.71875,0.875,0.5,1,18,0,-1,β-attr,1,beta,beta,
L18_F41804,KW-B5,2,2,0.71875,0.71875,0.75,0.0,0,18,0,-1,β-attr,1,beta,beta,
L18_F41804,KW-B6,2,2,0.28125,0.28125,0.3125,0.0,0,18,0,-1,β-attr,1,beta,beta,
L18_F41804,L1-A1,12,12,-0.5625,0.5625,0.875,0.08333333333333333,1,18,0,-1,β-attr,1,alpha,alpha,emitted_charge_plus2
L18_F41804,L1-A2,12,12,-0.53125,0.53125,0.6875,0.0,0,18,0,-1,β-attr,1,alpha,alpha,emitted_mass4
L18_F41804,L1-A3,12,12,-0.515625,0.515625,0.875,0.0,0,18,0,-1,β-attr,1,alpha,alpha,daughter_z_minus2
L18_F41804,L1-A4,10,10,-0.55625,0.55625,0.6875,0.0,0,18,0,-1,β-attr,1,alpha,alpha,daughter_a_minus4
L18_F41804,L1-A5,8,8,-0.5390625,0.5390625,0.6875,0.0,0,18,0,-1,β-attr,1,alpha,alpha,emitted_2protons
L18_F41804,L1-A6,8,8,-0.3671875,0.3671875,0.5625,0.125,1,18,0,-1,β-attr,1,alpha,alpha,emitted_2neutrons
L18_F41804,L1-B1,12,12,0.8125,0.8125,1.1875,0.5833333333333334,7,18,0,-1,β-attr,1,beta,beta,emitted_charge_minus1
L18_F41804,L1-B2,12,12,0.2760416666666667,0.2760416666666667,0.625,0.0,0,18,0,-1,β-attr,1,beta,beta,daughter_z_plus1
L18_F41804,L1-B3,12,12,0.4166666666666667,0.4166666666666667,0.9375,0.0,0,18,0,-1,β-attr,1,beta,beta,daughter_a_unchanged
L18_F41804,L1-B4,10,10,0.68125,0.68125,1.0,0.4,4,18,0,-1,β-attr,1,beta,beta,antineutrino_emitted
L18_F41804,L1-B5,8,8,0.7578125,0.7578125,1.0625,0.375,3,18,0,-1,β-attr,1,beta,beta,emitted_mass_negligible
L18_F41804,L1-B6,8,8,0.3046875,0.3046875,0.5625,0.375,3,18,0,-1,β-attr,1,beta,beta,daughter_n_minus1
L18_F41804,CP-L2-01,2,2,0.3125,0.625,0.9375,0.0,0,18,0,-1,β-attr,2,alpha,alpha,
L18_F41804,CP-L2-02,2,2,-0.03125,0.46875,0.5,0.5,1,18,0,-1,β-attr,2,alpha,alpha,
L18_F41804,CP-L2-03,2,2,0.125,0.4375,0.5625,0.0,0,18,0,-1,β-attr,2,alpha,alpha,
L18_F41804,CP-L2-04,2,2,-0.21875,0.34375,0.5625,0.0,0,18,0,-1,β-attr,2,alpha,alpha,
L18_F41804,CP-L2-05,2,2,-0.03125,0.59375,0.625,0.0,0,18,0,-1,β-attr,2,alpha,alpha,
L18_F41804,CP-L2-06,2,2,0.1875,0.6875,0.875,0.5,1,18,0,-1,β-attr,2,alpha,alpha,
L18_F41804,CP-L2-07,2,2,-0.09375,0.59375,0.6875,0.0,0,18,0,-1,β-attr,2,alpha,alpha,
L18_F41804,CP-L2-08,2,2,0.28125,0.84375,1.125,0.0,0,18,0,-1,β-attr,2,alpha,alpha,
L18_F41804,CP-L2-09,2,2,-0.21875,0.53125,0.75,0.0,0,18,0,-1,β-attr,2,alpha,alpha,
L18_F41804,CP-L2-10,2,1,-0.3125,0.3125,0.625,0.5,1,18,0,-1,β-attr,2,alpha,alpha,
L18_F41804,CP-L2-11,2,2,0.15625,0.34375,0.5,0.5,1,18,0,-1,β-attr,2,alpha,alpha,
L18_F41804,CP-L2-12,2,2,0.171875,0.671875,0.84375,0.0,0,18,0,-1,β-attr,2,alpha,alpha,
L18_F41804,CP-L2-13,2,2,0.0,0.3125,0.3125,0.0,0,18,0,-1,β-attr,2,alpha,alpha,
L18_F41804,CP-L2-14,2,2,0.0,0.625,0.625,0.5,1,18,0,-1,β-attr,2,alpha,alpha,
L18_F41804,L2-AR1,10,10,-0.090625,0.309375,0.75,0.0,0,18,0,-1,β-attr,2,alpha,alpha,composition_2p2n
L18_F41804,L2-AR2,10,10,-0.29375,0.29375,0.375,0.0,0,18,0,-1,β-attr,2,alpha,alpha,charge_plus_mass
L18_F41804,L2-AR3,10,10,-0.5375,0.5375,0.75,0.2,2,18,0,-1,β-attr,2,alpha,alpha,daughter_z_and_a_alpha
L18_F41804,L2-AR4,8,8,-0.53125,0.53125,0.8125,0.0,0,18,0,-1,β-attr,2,alpha,alpha,composition_plus_daughter
L18_F41804,L2-AR5,8,8,-0.4921875,0.4921875,0.5625,0.0,0,18,0,-1,β-attr,2,alpha,alpha,charge_plus_daughter_z
L18_F41804,L2-AR6,8,8,-0.42578125,0.42578125,0.5625,0.0,0,18,0,-1,β-attr,2,alpha,alpha,mass_plus_daughter_a
L18_F41804,L2-AR7,6,6,-0.421875,0.578125,0.875,0.0,0,18,0,-1,β-attr,2,alpha,alpha,narrative_ejection
L18_F41804,L2-AR8,8,6,-0.1875,0.1875,0.4375,0.0,0,18,0,-1,β-attr,2,alpha,alpha,full_emitted_alpha_spec
L18_F41804,L2-BR1,10,10,0.3125,0.3125,0.4375,0.1,1,18,0,-1,β-attr,2,beta,beta,z_plus1_a_unchanged
L18_F41804,L2-BR2,10,10,0.8,0.8,1.15625,0.0,0,18,0,-1,β-attr,2,beta,beta,neutron_to_proton
L18_F41804,L2-BR3,8,8,0.56640625,0.56640625,1.0625,0.0,0,18,0,-1,β-attr,2,beta,beta,n_to_p_with_antineutrino
L18_F41804,L2-BR4,8,8,0.46875,0.46875,0.625,0.375,3,18,0,-1,β-attr,2,beta,beta,charge_plus_z_change
L18_F41804,L2-BR5,6,6,0.5208333333333334,0.5208333333333334,0.625,0.3333333333333333,2,18,0,-1,β-attr,2,beta,beta,charge_plus_a_unchanged
L18_F41804,L2-BR6,8,8,0.453125,0.453125,0.6875,0.25,2,18,0,-1,β-attr,2,beta,beta,z_plus1_with_antineutrino
L18_F41804,L2-BR7,8,8,0.578125,0.578125,0.78125,0.0,0,18,0,-1,β-attr,2,beta,beta,n_to_p_plus_z_plus1
L18_F41804,L2-BR8,8,8,0.484375,0.484375,0.625,0.0,0,18,0,-1,β-attr,2,beta,beta,full_beta_process_spec
L18_F41804,L2-GRAD-A,6,6,-0.046875,0.2864583333333333,0.375,0.0,0,18,0,-1,β-attr,2,alpha,alpha,
L18_F41804,L2-GRAD-B,6,6,0.4635416666666667,0.4635416666666667,0.59375,0.5,3,18,0,-1,β-attr,2,beta,beta,
L18_F41804,CP-L3-01,2,2,0.03125,0.40625,0.4375,0.0,0,18,0,-1,β-attr,3,alpha,alpha,
L18_F41804,CP-L3-02,2,1,0.375,0.375,0.75,0.5,1,18,0,-1,β-attr,3,alpha,alpha,
L18_F41804,CP-L3-03,2,2,-0.09375,0.59375,0.6875,0.0,0,18,0,-1,β-attr,3,alpha,alpha,
L18_F41804,CP-L3-04,2,2,0.15625,0.34375,0.5,0.0,0,18,0,-1,β-attr,3,alpha,alpha,
L18_F41804,L3-A1,8,8,-0.3046875,0.34375,0.71875,0.0,0,18,0,-1,β-attr,3,alpha,alpha,helium4_equivalence
L18_F41804,L3-A2,8,7,-0.29296875,0.29296875,0.53125,0.0,0,18,0,-1,β-attr,3,alpha,alpha,composite_nuclear_object
L18_F41804,L3-A3,6,6,-0.5260416666666666,0.5260416666666666,0.8125,0.0,0,18,0,-1,β-attr,3,alpha,alpha,heavy_nuclear_fragment
L18_F41804,L3-A4,6,6,-0.3333333333333333,0.3333333333333333,0.5,0.0,0,18,0,-1,β-attr,3,alpha,alpha,baryon_number_4
L18_F41804,L3-B1,8,8,0.421875,0.421875,0.625,0.25,2,18,0,-1,β-attr,3,beta,beta,lepton_family
L18_F41804,L3-B2,8,8,0.52734375,0.52734375,0.9375,0.375,3,18,0,-1,β-attr,3,beta,beta,electron_equivalence
L18_F41804,L3-B3,6,6,0.4895833333333333,0.4895833333333333,0.75,0.16666666666666666,1,18,0,-1,β-attr,3,beta,beta,not_nuclear_fragment
L18_F41804,L3-B4,6,6,0.4322916666666667,0.4322916666666667,0.53125,0.0,0,18,0,-1,β-attr,3,beta,beta,muon_family
L18_F41804,L3-FA,8,8,-0.390625,0.390625,0.5625,0.0,0,18,0,-1,β-attr,3,alpha,alpha,
L18_F41804,L3-FB,8,8,0.38671875,0.38671875,0.5625,0.0,0,18,0,-1,β-attr,3,beta,beta,
L18_F41804,AUX-A1,1,1,-0.3125,0.3125,0.3125,0.0,0,18,0,-1,β-attr,AUX,alpha,alpha,
L18_F41804,AUX-A10,1,0,0.0,0.0,0.0,0.0,0,18,0,-1,β-attr,AUX,alpha,alpha,
L18_F41804,AUX-A2,1,1,-0.375,0.375,0.375,0.0,0,18,0,-1,β-attr,AUX,alpha,alpha,
L18_F41804,AUX-A3,1,1,-0.1875,0.1875,0.1875,0.0,0,18,0,-1,β-attr,AUX,alpha,alpha,
L18_F41804,AUX-A4,1,1,-0.4375,0.4375,0.4375,0.0,0,18,0,-1,β-attr,AUX,alpha,alpha,
L18_F41804,AUX-A5,1,1,-0.125,0.125,0.125,0.0,0,18,0,-1,β-attr,AUX,alpha,alpha,
L18_F41804,AUX-A6,1,1,-0.6875,0.6875,0.6875,0.0,0,18,0,-1,β-attr,AUX,alpha,alpha,
L18_F41804,AUX-A7,1,1,-0.5,0.5,0.5,0.0,0,18,0,-1,β-attr,AUX,alpha,alpha,
L18_F41804,AUX-A8,1,1,-0.375,0.375,0.375,0.0,0,18,0,-1,β-attr,AUX,alpha,alpha,
L18_F41804,AUX-A9,1,1,-0.25,0.25,0.25,0.0,0,18,0,-1,β-attr,AUX,alpha,alpha,
L18_F41804,AUX-B1,1,1,0.1875,0.1875,0.1875,0.0,0,18,0,-1,β-attr,AUX,beta,beta,
L18_F41804,AUX-B10,1,1,0.625,0.625,0.625,0.0,0,18,0,-1,β-attr,AUX,beta,beta,
L18_F41804,AUX-B2,1,0,0.0,0.0,0.0,0.0,0,18,0,-1,β-attr,AUX,beta,beta,
L18_F41804,AUX-B3,1,1,0.5,0.5,0.5,0.0,0,18,0,-1,β-attr,AUX,beta,beta,
L18_F41804,AUX-B4,1,1,-0.125,0.125,0.125,0.0,0,18,0,-1,β-attr,AUX,beta,beta,
L18_F41804,AUX-B5,1,1,0.375,0.375,0.375,0.0,0,18,0,-1,β-attr,AUX,beta,beta,
