experiment_type,prompt_idx,layer,feature_indices,baseline_logit_diff,intervened_logit_diff,effect_size,abs_effect_size,relative_effect,sign_flipped,metadata,feature_source,skipped_reason,layer_has_graph_features,feature_id,concept_index
steering,19,16,"[126692, 136591]",3.96875,4.25,0.28125,0.28125,0.0708661415537231,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,20,16,"[126692, 136591]",6.0,7.5,1.5,1.5,0.24999999958333333,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,21,16,"[126692, 136591]",9.75,9.625,-0.125,0.125,0.012820512807363576,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,22,16,"[126692, 136591]",3.0,3.234375,0.234375,0.234375,0.07812499973958334,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,23,16,"[126692, 136591]",-1.890625,-0.375,1.515625,1.515625,0.801652888321836,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,24,16,"[126692, 136591]",6.1875,4.96875,-1.21875,1.21875,0.1969696966513621,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,25,16,"[126692, 136591]",5.03125,6.09375,1.0625,1.0625,0.21118012380386558,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,26,16,"[126692, 136591]",6.0,5.6875,-0.3125,0.3125,0.05208333324652778,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,27,16,"[126692, 136591]",4.8125,4.9375,0.125,0.125,0.025974025920053972,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,28,16,"[126692, 136591]",6.875,6.84375,-0.03125,0.03125,0.0045454545388429754,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,29,16,"[126692, 136591]",4.0625,4.0,-0.0625,0.0625,0.015384615346745562,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,30,16,"[126692, 136591]",7.03125,6.1875,-0.84375,0.84375,0.11999999982933333,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,31,16,"[126692, 136591]",7.5,6.9375,-0.5625,0.5625,0.0749999999,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,32,16,"[126692, 136591]",4.25,3.765625,-0.484375,0.484375,0.11397058796712803,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,33,16,"[126692, 136591]",7.4375,5.125,-2.3125,2.3125,0.31092436932984957,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,34,16,"[126692, 136591]",7.0625,6.0,-1.0625,1.0625,0.1504424776630903,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,35,16,"[126692, 136591]",8.3125,8.0,-0.3125,0.3125,0.03759398491718016,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,36,16,"[126692, 136591]",5.53125,4.71875,-0.8125,0.8125,0.146892655101663,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,37,16,"[126692, 136591]",7.875,7.25,-0.625,0.625,0.07936507926429831,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,38,16,"[126692, 136591]",-0.9375,-1.625,-0.6875,0.6875,0.7333333255111112,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,39,16,"[126692, 136591]",6.125,5.40625,-0.71875,0.71875,0.11734693858392337,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,40,16,"[126692, 136591]",3.921875,3.765625,-0.15625,0.15625,0.03984063734861352,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,41,16,"[126692, 136591]",6.5625,5.75,-0.8125,0.8125,0.12380952362086169,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,42,16,"[126692, 136591]",9.5,9.375,-0.125,0.125,0.013157894722991689,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,43,16,"[126692, 136591]",-0.9375,-1.0625,-0.125,0.125,0.13333333191111113,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,44,16,"[126692, 136591]",8.75,8.875,0.125,0.125,0.014285714269387753,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,45,16,"[126692, 136591]",4.25,4.28125,0.03125,0.03125,0.00735294115916955,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,46,16,"[126692, 136591]",10.625,10.75,0.125,0.125,0.011764705871280276,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,47,16,"[126692, 136591]",5.6875,6.59375,0.90625,0.90625,0.15934065906049993,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,48,16,"[126692, 136591]",8.5,8.5625,0.0625,0.0625,0.007352941167820069,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,49,16,"[126692, 136591]",6.625,6.4375,-0.1875,0.1875,0.028301886749733,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,50,16,"[126692, 136591]",9.875,7.9375,-1.9375,1.9375,0.1962025314468835,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,51,16,"[126692, 136591]",8.0625,5.8125,-2.25,2.25,0.2790697670957274,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,52,16,"[126692, 136591]",7.5,6.9375,-0.5625,0.5625,0.0749999999,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,53,16,"[126692, 136591]",6.6875,6.375,-0.3125,0.3125,0.04672897189274172,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,54,16,"[126692, 136591]",7.5,7.15625,-0.34375,0.34375,0.04583333327222222,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,55,16,"[126692, 136591]",5.90625,5.25,-0.65625,0.65625,0.11111111092298648,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,56,16,"[126692, 136591]",10.625,9.125,-1.5,1.5,0.1411764704553633,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,57,16,"[126692, 136591]",9.125,8.25,-0.875,0.875,0.09589041085381872,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,58,16,"[126692, 136591]",4.6875,4.3125,-0.375,0.375,0.07999999982933334,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,59,16,"[126692, 136591]",4.25,5.875,1.625,1.625,0.3823529402768166,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,60,16,"[126692, 136591]",6.21875,6.1875,-0.03125,0.03125,0.0050251256200601,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,61,16,"[126692, 136591]",4.03125,2.625,-1.40625,1.40625,0.34883720843699295,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,62,16,"[126692, 136591]",2.90625,2.625,-0.28125,0.28125,0.09677419321540062,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,63,16,"[126692, 136591]",4.96875,4.9375,-0.03125,0.03125,0.006289308163442902,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,64,16,"[126692, 136591]",3.3125,2.609375,-0.703125,0.703125,0.2122641503025988,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,65,16,"[126692, 136591]",4.59375,4.34375,-0.25,0.25,0.05442176858901384,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,66,16,"[126692, 136591]",5.15625,4.6875,-0.46875,0.46875,0.09090909073278237,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,67,16,"[126692, 136591]",6.59375,8.875,2.28125,2.28125,0.34597156345634644,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,68,16,"[126692, 136591]",12.0625,11.125,-0.9375,0.9375,0.07772020718945474,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,69,16,"[126692, 136591]",3.0,4.1875,1.1875,1.1875,0.3958333320138889,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,70,16,"[126692, 136591]",2.359375,3.0,0.640625,0.640625,0.2715231776571203,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,71,16,"[126692, 136591]",6.71875,6.0625,-0.65625,0.65625,0.09767441845927528,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,72,16,"[126692, 136591]",5.96875,5.6875,-0.28125,0.28125,0.047120418769222336,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,73,16,"[126692, 136591]",6.84375,7.03125,0.1875,0.1875,0.027397260233940075,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,74,16,"[126692, 136591]",7.25,6.125,-1.125,1.125,0.15517241357907252,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,75,16,"[126692, 136591]",5.84375,6.875,1.03125,1.03125,0.17647058793331236,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,76,16,"[126692, 136591]",9.125,9.0,-0.125,0.125,0.013698630121974103,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,77,16,"[126692, 136591]",1.78125,1.5625,-0.21875,0.21875,0.12280701685441675,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,78,16,"[126692, 136591]",1.625,1.09375,-0.53125,0.53125,0.3269230749112426,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,79,16,"[126692, 136591]",8.875,12.3125,3.4375,3.4375,0.38732394322555047,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,80,16,"[126692, 136591]",10.875,9.25,-1.625,1.625,0.14942528721891926,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,81,16,"[126692, 136591]",10.875,10.8125,-0.0625,0.0625,0.005747126431496895,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,82,16,"[126692, 136591]",6.6875,7.125,0.4375,0.4375,0.06542056064983841,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,83,16,"[126692, 136591]",10.75,10.1875,-0.5625,0.5625,0.05232558134667387,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,84,16,"[126692, 136591]",0.9375,2.3125,1.375,1.375,1.4666666510222224,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,85,16,"[126692, 136591]",6.5,5.5,-1.0,1.0,0.15384615360946746,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,86,16,"[126692, 136591]",10.5625,10.75,0.1875,0.1875,0.017751479273134693,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,87,16,"[126692, 136591]",5.5625,5.40625,-0.15625,0.15625,0.028089887589950763,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,88,16,"[126692, 136591]",8.8125,8.875,0.0625,0.0625,0.007092198573512398,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,89,16,"[126692, 136591]",5.09375,4.8125,-0.28125,0.28125,0.05521472381798336,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,90,16,"[126692, 136591]",6.8125,7.25,0.4375,0.4375,0.06422018339197037,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,91,16,"[126692, 136591]",9.125,7.375,-1.75,1.75,0.19178082170763744,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,92,16,"[126692, 136591]",4.71875,4.15625,-0.5625,0.5625,0.11920529776062454,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,93,16,"[126692, 136591]",7.4375,4.9375,-2.5,2.5,0.33613445332956715,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,94,16,"[126692, 136591]",7.375,6.90625,-0.46875,0.46875,0.06355932194771617,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,95,16,"[126692, 136591]",5.75,5.8125,0.0625,0.0625,0.010869565198487714,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,96,16,"[126692, 136591]",5.09375,4.5625,-0.53125,0.53125,0.10429447832285747,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,97,16,"[126692, 136591]",5.4375,6.0,0.5625,0.5625,0.10344827567181926,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,98,16,"[126692, 136591]",6.25,6.0,-0.25,0.25,0.039999999936,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,99,16,"[126692, 136591]",9.3125,9.0,-0.3125,0.3125,0.03355704694383135,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 2}",graph,,True,,-1
steering,0,17,"[111317, 39571, 39948, 149790, 90031]",8.375,9.4375,1.0625,1.0625,0.12686567149030964,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,1,17,"[111317, 39571, 39948, 149790, 90031]",4.78125,5.0625,0.28125,0.28125,0.058823529288735105,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,2,17,"[111317, 39571, 39948, 149790, 90031]",12.0625,11.125,-0.9375,0.9375,0.07772020718945474,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,3,17,"[111317, 39571, 39948, 149790, 90031]",10.0,10.875,0.875,0.875,0.08749999991249999,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,4,17,"[111317, 39571, 39948, 149790, 90031]",7.65625,7.125,-0.53125,0.53125,0.06938775501141191,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,5,17,"[111317, 39571, 39948, 149790, 90031]",3.65625,2.0625,-1.59375,1.59375,0.4358974347052378,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,6,17,"[111317, 39571, 39948, 149790, 90031]",11.0,11.0625,0.0625,0.0625,0.005681818176652892,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,7,17,"[111317, 39571, 39948, 149790, 90031]",5.90625,5.5625,-0.34375,0.34375,0.058201058102516724,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,8,17,"[111317, 39571, 39948, 149790, 90031]",5.96875,5.21875,-0.75,0.75,0.12565445005125955,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,9,17,"[111317, 39571, 39948, 149790, 90031]",3.375,3.9375,0.5625,0.5625,0.1666666661728395,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,10,17,"[111317, 39571, 39948, 149790, 90031]",6.09375,5.75,-0.34375,0.34375,0.05641025631768573,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,11,17,"[111317, 39571, 39948, 149790, 90031]",6.75,5.09375,-1.65625,1.65625,0.2453703700068587,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,12,17,"[111317, 39571, 39948, 149790, 90031]",7.40625,7.53125,0.125,0.125,0.016877637108013318,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,13,17,"[111317, 39571, 39948, 149790, 90031]",9.25,9.375,0.125,0.125,0.013513513498904308,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,14,17,"[111317, 39571, 39948, 149790, 90031]",10.375,10.25,-0.125,0.125,0.01204819275947162,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,15,17,"[111317, 39571, 39948, 149790, 90031]",4.75,3.484375,-1.265625,1.265625,0.2664473678601108,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,16,17,"[111317, 39571, 39948, 149790, 90031]",3.75,0.9375,-2.8125,2.8125,0.7499999980000001,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,17,17,"[111317, 39571, 39948, 149790, 90031]",2.0,3.0,1.0,1.0,0.4999999975,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,18,17,"[111317, 39571, 39948, 149790, 90031]",8.5625,8.25,-0.3125,0.3125,0.036496350322340027,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,19,17,"[111317, 39571, 39948, 149790, 90031]",3.96875,3.8125,-0.15625,0.15625,0.03937007864095728,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,20,17,"[111317, 39571, 39948, 149790, 90031]",6.0,6.96875,0.96875,0.96875,0.16145833306423613,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,21,17,"[111317, 39571, 39948, 149790, 90031]",9.75,9.4375,-0.3125,0.3125,0.03205128201840894,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,22,17,"[111317, 39571, 39948, 149790, 90031]",3.0,2.875,-0.125,0.125,0.04166666652777778,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,23,17,"[111317, 39571, 39948, 149790, 90031]",-1.890625,-1.375,0.515625,0.515625,0.27272727128474833,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,24,17,"[111317, 39571, 39948, 149790, 90031]",6.1875,6.15625,-0.03125,0.03125,0.005050505042342618,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,25,17,"[111317, 39571, 39948, 149790, 90031]",5.03125,5.15625,0.125,0.125,0.0248447204475136,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,26,17,"[111317, 39571, 39948, 149790, 90031]",6.0,5.96875,-0.03125,0.03125,0.005208333324652778,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,27,17,"[111317, 39571, 39948, 149790, 90031]",4.8125,4.25,-0.5625,0.5625,0.11688311664024288,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,28,17,"[111317, 39571, 39948, 149790, 90031]",6.875,6.125,-0.75,0.75,0.1090909089322314,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,29,17,"[111317, 39571, 39948, 149790, 90031]",4.0625,4.1875,0.125,0.125,0.030769230693491124,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,30,17,"[111317, 39571, 39948, 149790, 90031]",7.03125,7.625,0.59375,0.59375,0.08444444432434568,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,31,17,"[111317, 39571, 39948, 149790, 90031]",7.5,7.3125,-0.1875,0.1875,0.024999999966666665,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,32,17,"[111317, 39571, 39948, 149790, 90031]",4.25,4.1875,-0.0625,0.0625,0.0147058823183391,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,33,17,"[111317, 39571, 39948, 149790, 90031]",7.4375,7.09375,-0.34375,0.34375,0.04621848733281548,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,34,17,"[111317, 39571, 39948, 149790, 90031]",7.0625,4.59375,-2.46875,2.46875,0.3495575216289451,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,35,17,"[111317, 39571, 39948, 149790, 90031]",8.3125,8.6875,0.375,0.375,0.0451127819006162,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,36,17,"[111317, 39571, 39948, 149790, 90031]",5.53125,3.9375,-1.59375,1.59375,0.28813559269941585,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,37,17,"[111317, 39571, 39948, 149790, 90031]",7.875,7.1875,-0.6875,0.6875,0.08730158719072814,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,38,17,"[111317, 39571, 39948, 149790, 90031]",-0.9375,-2.21875,-1.28125,1.28125,1.366666652088889,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,39,17,"[111317, 39571, 39948, 149790, 90031]",6.125,4.53125,-1.59375,1.59375,0.26020408120783006,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,40,17,"[111317, 39571, 39948, 149790, 90031]",3.921875,2.46875,-1.453125,1.453125,0.3705179273421057,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,41,17,"[111317, 39571, 39948, 149790, 90031]",6.5625,6.65625,0.09375,0.09375,0.014285714263945579,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,42,17,"[111317, 39571, 39948, 149790, 90031]",9.5,9.375,-0.125,0.125,0.013157894722991689,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,43,17,"[111317, 39571, 39948, 149790, 90031]",-0.9375,-0.875,0.0625,0.0625,0.06666666595555557,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,44,17,"[111317, 39571, 39948, 149790, 90031]",8.75,8.125,-0.625,0.625,0.07142857134693877,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
