prompt_idx,feature_id,layer,zone,contribution_to_correct,effect_size,data_source
6,L23_F40170,23,late,-0.5625,0.5625,ablation_zero
6,L23_F6889,23,late,-0.4375,0.4375,ablation_zero
6,L24_F35447,24,late,-1.1875,1.1875,ablation_zero
6,L25_F43384,25,late,-0.0,0.0,ablation_zero
6,L25_F54011,25,late,0.1056833267211914,-0.1056833267211914,ablation_zero
6,L25_F90133,25,late,0.0625,-0.0625,ablation_zero
7,L13_F63127,13,early,,,none
7,L14_F129011,14,early,,,none
7,L15_F127839,15,early,0.5,-0.5,ablation_zero
7,L16_F45664,16,early,0.2410564422607422,-0.2410564422607422,ablation_zero
7,L16_F76227,16,early,,,none
7,L17_F111317,17,mid,0.5025882720947266,-0.5025882720947266,ablation_zero
7,L17_F51924,17,mid,,,none
7,L18_F149556,18,mid,-0.3125,0.3125,ablation_zero
7,L18_F27853,18,mid,,,none
7,L19_F29102,19,mid,,,none
7,L20_F36426,20,mid,,,none
7,L21_F54492,21,mid,,,none
7,L22_F32734,22,mid,,,none
7,L22_F78043,22,mid,0.125,-0.125,ablation_zero
7,L23_F40170,23,late,1.25,-1.25,ablation_zero
7,L23_F6889,23,late,0.9375,-0.9375,ablation_zero
7,L24_F35447,24,late,-1.0,1.0,ablation_zero
7,L25_F43384,25,late,0.5,-0.5,ablation_zero
7,L25_F54011,25,late,0.5093986988067627,-0.5093986988067627,ablation_zero
7,L25_F90133,25,late,0.5,-0.5,ablation_zero
8,L13_F63127,13,early,,,none
8,L14_F129011,14,early,,,none
8,L15_F127839,15,early,0.875,-0.875,ablation_zero
8,L16_F45664,16,early,0.4693143367767334,-0.4693143367767334,ablation_zero
8,L16_F76227,16,early,,,none
8,L17_F111317,17,mid,-0.1687068939208984,0.1687068939208984,ablation_zero
8,L17_F51924,17,mid,,,none
8,L18_F149556,18,mid,1.0625,-1.0625,ablation_zero
8,L18_F27853,18,mid,,,none
8,L19_F29102,19,mid,,,none
8,L20_F36426,20,mid,,,none
8,L21_F54492,21,mid,,,none
8,L22_F32734,22,mid,,,none
8,L22_F78043,22,mid,3.640625,-3.640625,ablation_zero
8,L23_F40170,23,late,1.5625,-1.5625,ablation_zero
8,L23_F6889,23,late,1.375,-1.375,ablation_zero
8,L24_F35447,24,late,-0.75,0.75,ablation_zero
8,L25_F43384,25,late,1.375,-1.375,ablation_zero
8,L25_F54011,25,late,1.2509794235229492,-1.2509794235229492,ablation_zero
8,L25_F90133,25,late,1.25,-1.25,ablation_zero
9,L13_F63127,13,early,,,none
9,L14_F129011,14,early,,,none
9,L15_F127839,15,early,-0.0,0.0,ablation_zero
9,L16_F45664,16,early,0.2331676483154297,-0.2331676483154297,ablation_zero
9,L16_F76227,16,early,,,none
9,L17_F111317,17,mid,0.7802448272705078,-0.7802448272705078,ablation_zero
9,L17_F51924,17,mid,,,none
9,L18_F149556,18,mid,0.3125,-0.3125,ablation_zero
9,L18_F27853,18,mid,,,none
9,L19_F29102,19,mid,,,none
9,L20_F36426,20,mid,,,none
9,L21_F54492,21,mid,,,none
9,L22_F32734,22,mid,,,none
9,L22_F78043,22,mid,-0.5,0.5,ablation_zero
9,L23_F40170,23,late,-0.625,0.625,ablation_zero
9,L23_F6889,23,late,-0.0625,0.0625,ablation_zero
9,L24_F35447,24,late,-0.9375,0.9375,ablation_zero
9,L25_F43384,25,late,0.125,-0.125,ablation_zero
9,L25_F54011,25,late,0.0621414184570312,-0.0621414184570312,ablation_zero
9,L25_F90133,25,late,0.125,-0.125,ablation_zero
10,L13_F63127,13,early,,,none
10,L14_F129011,14,early,,,none
10,L15_F127839,15,early,0.375,-0.375,ablation_zero
10,L16_F45664,16,early,0.2228059768676757,-0.2228059768676757,ablation_zero
10,L16_F76227,16,early,,,none
10,L17_F111317,17,mid,-0.439249038696289,0.439249038696289,ablation_zero
10,L17_F51924,17,mid,,,none
10,L18_F149556,18,mid,-0.3125,0.3125,ablation_zero
10,L18_F27853,18,mid,,,none
10,L19_F29102,19,mid,,,none
10,L20_F36426,20,mid,,,none
10,L21_F54492,21,mid,,,none
10,L22_F32734,22,mid,,,none
10,L22_F78043,22,mid,2.109375,-2.109375,ablation_zero
10,L23_F40170,23,late,-0.4375,0.4375,ablation_zero
10,L23_F6889,23,late,-0.4375,0.4375,ablation_zero
10,L24_F35447,24,late,0.5,-0.5,ablation_zero
10,L25_F43384,25,late,1.25,-1.25,ablation_zero
10,L25_F54011,25,late,1.2154054641723633,-1.2154054641723633,ablation_zero
10,L25_F90133,25,late,1.25,-1.25,ablation_zero
11,L13_F63127,13,early,,,none
11,L14_F129011,14,early,,,none
11,L15_F127839,15,early,0.328125,-0.328125,ablation_zero
11,L16_F45664,16,early,0.2581939697265625,-0.2581939697265625,ablation_zero
11,L16_F76227,16,early,,,none
11,L17_F111317,17,mid,-0.3744199275970459,0.3744199275970459,ablation_zero
11,L17_F51924,17,mid,,,none
11,L18_F149556,18,mid,-0.109375,0.109375,ablation_zero
11,L18_F27853,18,mid,,,none
11,L19_F29102,19,mid,,,none
11,L20_F36426,20,mid,,,none
11,L21_F54492,21,mid,,,none
11,L22_F32734,22,mid,,,none
