prompt_idx,layer,zone,layer_delta,cumulative_delta,projected_logit_diff,baseline_logit_diff,flip_layer
4,13,early,0.125,0.3783817291259766,5.565881729125977,5.1875,
4,14,early,0.40625,0.7846317291259766,5.972131729125977,5.1875,
4,15,early,0.0625,0.8471317291259766,6.034631729125977,5.1875,
4,16,early,0.5,1.3471317291259766,6.534631729125977,5.1875,
4,18,mid,0.0625,1.4096317291259766,6.597131729125977,5.1875,
4,19,mid,-0.21875,1.1908817291259766,6.378381729125977,5.1875,
4,21,mid,0.40625,1.5971317291259766,6.784631729125977,5.1875,
4,22,mid,1.1653642654418945,2.762495994567871,7.949995994567871,5.1875,
4,23,late,1.055654525756836,3.818150520324707,9.005650520324707,5.1875,
4,24,late,11.757624626159668,15.575775146484375,20.763275146484375,5.1875,
4,25,late,0.01087188720703118,15.586647033691406,20.774147033691406,5.1875,
5,10,early,-0.6385965347290039,-0.6385965347290039,4.767653465270996,5.40625,
5,11,early,-0.1109042167663574,-0.7495007514953613,4.656749248504639,5.40625,
5,12,early,-0.3125,-1.0620007514953613,4.344249248504639,5.40625,
5,13,early,0.1875,-0.8745007514953613,4.531749248504639,5.40625,
5,14,early,-1.03125,-1.9057507514953613,3.5004992485046387,5.40625,
5,15,early,-0.34375,-2.2495007514953613,3.1567492485046387,5.40625,
5,16,early,-0.34375,-2.5932507514953613,2.8129992485046387,5.40625,
5,18,mid,-0.21875,-2.8120007514953613,2.5942492485046387,5.40625,
5,19,mid,0.0625,-2.7495007514953613,2.6567492485046387,5.40625,
5,21,mid,-0.21875,-2.9682507514953613,2.4379992485046387,5.40625,
5,22,mid,0.3869171142578124,-2.581333637237549,2.824916362762451,5.40625,
5,23,late,1.994704246520996,-0.5866293907165527,4.819620609283447,5.40625,
5,24,late,-0.2702765464782712,-0.856905937194824,4.549344062805176,5.40625,
5,25,late,-1.1482048034667967,-2.0051107406616206,3.4011392593383794,5.40625,
6,10,early,-0.7510309219360352,-0.7510309219360352,1.8114690780639648,2.5625,24.0
6,11,early,0.6939525604248047,-0.05707836151123047,2.5054216384887695,2.5625,24.0
6,12,early,1.125,1.0679216384887695,3.6304216384887695,2.5625,24.0
6,13,early,0.6875,1.7554216384887695,4.3179216384887695,2.5625,24.0
6,14,early,0.6875,2.4429216384887695,5.0054216384887695,2.5625,24.0
6,15,early,-0.59375,1.8491716384887695,4.4116716384887695,2.5625,24.0
6,16,early,-0.8125,1.0366716384887695,3.5991716384887695,2.5625,24.0
6,18,mid,0.125,1.1616716384887695,3.7241716384887695,2.5625,24.0
6,19,mid,-0.125,1.0366716384887695,3.5991716384887695,2.5625,24.0
6,21,mid,0.375,1.4116716384887695,3.9741716384887695,2.5625,24.0
6,22,mid,1.0035133361816406,2.41518497467041,4.97768497467041,2.5625,24.0
6,23,late,1.7420501708984375,4.157235145568848,6.719735145568848,2.5625,24.0
6,24,late,-8.716857433319092,-4.559622287750244,-1.9971222877502441,2.5625,24.0
6,25,late,1.6375741958618164,-2.9220480918884277,-0.35954809188842773,2.5625,24.0
7,10,early,0.0278139114379882,0.0278139114379882,0.5903139114379882,0.5625,16.0
7,11,early,0.3309249877929687,0.3587388992309569,0.9212388992309569,0.5625,16.0
7,12,early,0.0625,0.4212388992309569,0.9837388992309569,0.5625,16.0
