experiment_type,layer,feature_id,n,count_abs_effect_size,mean_abs_effect_size,median_abs_effect_size,std_abs_effect_size,mean_effect_size,median_effect_size,mean_relative_effect,mean_baseline_logit_diff,mean_intervened_logit_diff,sign_flip_rate,n_sign_flips,has_control_rows,all_graph,feature_source_mode,layer_has_graph_features
ablation_zero,10,68612,80,80.0,0.780859375,0.5625,0.722728972350139,0.540234375,0.3125,78125.46556821991,0.816796875,1.35703125,0.0125,1,False,True,graph,True
ablation_zero,10,79308,80,80.0,0.780859375,0.5625,0.722728972350139,0.540234375,0.3125,78125.46556821991,0.816796875,1.35703125,0.0125,1,False,True,graph,True
ablation_zero,10,79430,80,80.0,0.780859375,0.5625,0.722728972350139,0.540234375,0.3125,78125.46556821991,0.816796875,1.35703125,0.0125,1,False,True,graph,True
ablation_zero,10,101190,80,80.0,0.780859375,0.5625,0.722728972350139,0.540234375,0.3125,78125.46556821991,0.816796875,1.35703125,0.0125,1,False,True,graph,True
ablation_zero,11,22932,80,80.0,0.4314453125,0.3125,0.36340266533035354,0.0505859375,-0.015625,390625.18163157237,0.816796875,0.8673828125,0.0,0,False,True,graph,True
ablation_zero,11,33438,80,80.0,0.4314453125,0.3125,0.36340266533035354,0.0505859375,-0.015625,390625.18163157237,0.816796875,0.8673828125,0.0,0,False,True,graph,True
ablation_zero,11,59878,80,80.0,0.4314453125,0.3125,0.36340266533035354,0.0505859375,-0.015625,390625.18163157237,0.816796875,0.8673828125,0.0,0,False,True,graph,True
ablation_zero,11,77813,80,80.0,0.4314453125,0.3125,0.36340266533035354,0.0505859375,-0.015625,390625.18163157237,0.816796875,0.8673828125,0.0,0,False,True,graph,True
ablation_zero,11,148703,80,80.0,0.4314453125,0.3125,0.36340266533035354,0.0505859375,-0.015625,390625.18163157237,0.816796875,0.8673828125,0.0,0,False,True,graph,True
ablation_zero,12,4447,80,80.0,0.755078125,0.453125,1.0105682138596723,-0.380859375,-0.21875,156250.27921227537,0.816796875,0.4359375,0.0375,3,False,True,graph,True
ablation_zero,12,83869,80,80.0,0.755078125,0.453125,1.0105682138596723,-0.380859375,-0.21875,156250.27921227537,0.816796875,0.4359375,0.0375,3,False,True,graph,True
ablation_zero,12,97987,80,80.0,0.755078125,0.453125,1.0105682138596723,-0.380859375,-0.21875,156250.27921227537,0.816796875,0.4359375,0.0375,3,False,True,graph,True
ablation_zero,13,46123,80,80.0,0.575390625,0.4375,0.44966951620429185,-0.206640625,-0.25,625000.2317252512,0.816796875,0.61015625,0.0,0,False,True,graph,True
ablation_zero,13,70603,80,80.0,0.575390625,0.4375,0.44966951620429185,-0.206640625,-0.25,625000.2317252512,0.816796875,0.61015625,0.0,0,False,True,graph,True
ablation_zero,13,84047,80,80.0,0.575390625,0.4375,0.44966951620429185,-0.206640625,-0.25,625000.2317252512,0.816796875,0.61015625,0.0,0,False,True,graph,True
