cluster_id,top_k,metadata_field,metadata_value,observed_count,expected_count,observed_fraction,expected_fraction,lift,log_odds,cluster_abs_mass_covered,fisher_pval,rank_within_field
2,30,cue_type,emitted_charge_minus1,2,0.766,0.0667,0.0255,2.6111,0.9598,0.1821,0.17463,2
2,30,cue_type,daughter_a_unchanged,2,0.766,0.0667,0.0255,2.6111,0.9598,0.1821,0.17463,2
2,30,cue_type,emitted_mass_negligible,1,0.511,0.0333,0.017,1.9583,0.6721,0.1821,0.41244,6
2,30,cue_type,emitted_2protons,1,0.511,0.0333,0.017,1.9583,0.6721,0.1821,0.41244,6
2,50,cue_type,emitted_mass_negligible,3,0.851,0.06,0.017,3.525,1.2599,0.2723,0.04326,1
2,50,cue_type,daughter_a_unchanged,3,1.277,0.06,0.0255,2.35,0.8544,0.2723,0.12525,2
2,50,cue_type,daughter_z_plus1,2,1.277,0.04,0.0255,1.5667,0.449,0.2723,0.37108,4
2,50,cue_type,daughter_n_minus1,2,0.851,0.04,0.017,2.35,0.8544,0.2723,0.20524,2
2,50,cue_type,emitted_mass4,2,1.277,0.04,0.0255,1.5667,0.449,0.2723,0.37108,4
2,50,cue_type,emitted_charge_minus1,2,1.277,0.04,0.0255,1.5667,0.449,0.2723,0.37108,4
2,50,cue_type,emitted_charge_plus2,2,1.277,0.04,0.0255,1.5667,0.449,0.2723,0.37108,4
2,50,cue_type,emitted_2protons,1,0.851,0.02,0.017,1.175,0.1613,0.2723,0.59627,8
2,50,cue_type,daughter_z_minus2,1,1.277,0.02,0.0255,0.7833,-0.2442,0.2723,0.74507,10
2,50,cue_type,daughter_a_minus4,1,1.064,0.02,0.0213,0.94,-0.0619,0.2723,0.67901,9
2,75,cue_type,daughter_z_minus2,4,1.915,0.0533,0.0255,2.0889,0.7366,0.3727,0.10782,2
2,75,cue_type,emitted_charge_minus1,4,1.915,0.0533,0.0255,2.0889,0.7366,0.3727,0.10782,2
2,75,cue_type,daughter_a_unchanged,3,1.915,0.04,0.0255,1.5667,0.449,0.3727,0.29656,4
2,75,cue_type,emitted_mass_negligible,3,1.277,0.04,0.017,2.35,0.8544,0.3727,0.12013,1
2,75,cue_type,daughter_z_plus1,2,1.915,0.0267,0.0255,1.0444,0.0435,0.3727,0.59595,7
2,75,cue_type,emitted_mass4,2,1.915,0.0267,0.0255,1.0444,0.0435,0.3727,0.59595,7
2,75,cue_type,daughter_n_minus1,2,1.277,0.0267,0.017,1.5667,0.449,0.3727,0.37346,4
2,75,cue_type,daughter_a_minus4,2,1.596,0.0267,0.0213,1.2533,0.2258,0.3727,0.49211,6
2,75,cue_type,emitted_charge_plus2,2,1.915,0.0267,0.0255,1.0444,0.0435,0.3727,0.59595,7
2,75,cue_type,emitted_2protons,1,1.277,0.0133,0.017,0.7833,-0.2442,0.3727,0.75395,10
2,100,cue_type,daughter_a_unchanged,7,2.553,0.07,0.0255,2.7417,1.0086,0.461,0.00504,1
2,100,cue_type,emitted_charge_minus1,5,2.553,0.05,0.0255,1.9583,0.6721,0.461,0.08802,2
2,100,cue_type,daughter_a_minus4,4,2.128,0.04,0.0213,1.88,0.6313,0.461,0.14216,3
2,100,cue_type,daughter_z_minus2,4,2.553,0.04,0.0255,1.5667,0.449,0.461,0.23836,5
2,100,cue_type,emitted_mass_negligible,3,1.702,0.03,0.017,1.7625,0.5667,0.461,0.23056,4
2,100,cue_type,daughter_n_minus1,2,1.702,0.02,0.017,1.175,0.1613,0.461,0.53503,6
2,100,cue_type,daughter_z_plus1,2,2.553,0.02,0.0255,0.7833,-0.2442,0.461,0.7633,8
2,100,cue_type,emitted_charge_plus2,2,2.553,0.02,0.0255,0.7833,-0.2442,0.461,0.7633,8
2,100,cue_type,emitted_mass4,2,2.553,0.02,0.0255,0.7833,-0.2442,0.461,0.7633,8
2,100,cue_type,antineutrino_emitted,2,2.128,0.02,0.0213,0.94,-0.0619,0.461,0.66428,7
2,100,cue_type,emitted_2protons,1,1.702,0.01,0.017,0.5875,-0.5319,0.461,0.85487,11
2,10,physics_concept,beta_decay,8,4.979,0.8,0.4979,1.6068,0.4743,0.075,0.05136,1
2,10,physics_concept,alpha_decay,2,5.021,0.2,0.5021,0.3983,-0.9205,0.075,0.99026,2
2,20,physics_concept,beta_decay,15,9.957,0.75,0.4979,1.5064,0.4097,0.1311,0.01773,1
2,20,physics_concept,alpha_decay,5,10.043,0.25,0.5021,0.4979,-0.6974,0.1311,0.9952,2
2,30,physics_concept,beta_decay,20,14.936,0.6667,0.4979,1.339,0.2919,0.1821,0.04179,1
2,30,physics_concept,alpha_decay,10,15.064,0.3333,0.5021,0.6638,-0.4097,0.1821,0.98287,2
2,50,physics_concept,beta_decay,35,24.894,0.7,0.4979,1.406,0.3407,0.2723,0.00185,1
2,50,physics_concept,alpha_decay,15,25.106,0.3,0.5021,0.5975,-0.5151,0.2723,0.99934,2
2,75,physics_concept,beta_decay,45,37.34,0.6,0.4979,1.2051,0.1866,0.3727,0.03542,1
2,75,physics_concept,alpha_decay,30,37.66,0.4,0.5021,0.7966,-0.2274,0.3727,0.98032,2
2,100,physics_concept,beta_decay,63,49.787,0.63,0.4979,1.2654,0.2354,0.461,0.00201,1
2,100,physics_concept,alpha_decay,37,50.213,0.37,0.5021,0.7369,-0.3054,0.461,0.99905,2
2,10,keyword_free,True,9,9.149,0.9,0.9149,0.9837,-0.0164,0.075,0.79404,2
2,10,keyword_free,False,1,0.851,0.1,0.0851,1.175,0.1613,0.075,0.59282,1
2,20,keyword_free,True,19,18.298,0.95,0.9149,1.0384,0.0377,0.1311,0.47851,1
2,20,keyword_free,False,1,1.702,0.05,0.0851,0.5875,-0.5319,0.1311,0.8376,2
2,30,keyword_free,True,29,27.447,0.9667,0.9149,1.0566,0.055,0.1821,0.25308,1
2,30,keyword_free,False,1,2.553,0.0333,0.0851,0.3917,-0.9373,0.1821,0.93661,2
2,50,keyword_free,True,47,45.745,0.94,0.9149,1.0274,0.0271,0.2723,0.36247,1
2,50,keyword_free,False,3,4.255,0.06,0.0851,0.705,-0.3496,0.2723,0.82536,2
2,75,keyword_free,True,71,68.617,0.9467,0.9149,1.0347,0.0341,0.3727,0.20112,1
2,75,keyword_free,False,4,6.383,0.0533,0.0851,0.6267,-0.4673,0.3727,0.91028,2
2,100,keyword_free,True,96,91.489,0.96,0.9149,1.0493,0.0481,0.461,0.04537,1
2,100,keyword_free,False,4,8.511,0.04,0.0851,0.47,-0.755,0.461,0.98507,2
2,10,evidence_completeness,single,10,8.128,1.0,0.8128,1.2304,0.2073,0.075,0.12301,1
2,20,evidence_completeness,single,19,16.255,0.95,0.8128,1.1688,0.156,0.1311,0.08407,1
2,20,evidence_completeness,combination,1,3.064,0.05,0.1532,0.3264,-1.1197,0.1311,0.96666,2
2,30,evidence_completeness,single,29,24.383,0.9667,0.8128,1.1894,0.1734,0.1821,0.01349,1
2,30,evidence_completeness,combination,1,4.596,0.0333,0.1532,0.2176,-1.5251,0.1821,0.99428,2
2,50,evidence_completeness,single,42,40.638,0.84,0.8128,1.0335,0.033,0.2723,0.38169,2
2,50,evidence_completeness,combination,8,7.66,0.16,0.1532,1.0444,0.0435,0.2723,0.51104,1
2,75,evidence_completeness,single,66,60.957,0.88,0.8128,1.0827,0.0795,0.3727,0.06687,1
2,75,evidence_completeness,combination,9,11.489,0.12,0.1532,0.7833,-0.2442,0.3727,0.85298,2
2,100,evidence_completeness,single,88,81.277,0.88,0.8128,1.0827,0.0795,0.461,0.03244,1
2,100,evidence_completeness,combination,12,15.319,0.12,0.1532,0.7833,-0.2442,0.461,0.88609,2
3,10,correct_answer,beta,7,4.979,0.7,0.4979,1.406,0.3407,0.0409,0.16576,1
3,10,correct_answer,alpha,3,5.021,0.3,0.5021,0.5975,-0.5151,0.0409,0.94864,2
3,20,correct_answer,beta,13,9.957,0.65,0.4979,1.3056,0.2666,0.0775,0.12237,1
3,20,correct_answer,alpha,7,10.043,0.35,0.5021,0.697,-0.3609,0.0775,0.94831,2
3,30,correct_answer,beta,17,14.936,0.5667,0.4979,1.1382,0.1294,0.1123,0.27782,1
3,30,correct_answer,alpha,13,15.064,0.4333,0.5021,0.863,-0.1473,0.1123,0.83331,2
3,50,correct_answer,beta,30,24.894,0.6,0.4979,1.2051,0.1866,0.1787,0.08383,1
3,50,correct_answer,alpha,20,25.106,0.4,0.5021,0.7966,-0.2274,0.1787,0.95364,2
3,75,correct_answer,beta,42,37.34,0.56,0.4979,1.1248,0.1176,0.2567,0.14734,1
3,75,correct_answer,alpha,33,37.66,0.44,0.5021,0.8763,-0.1321,0.2567,0.90326,2
3,100,correct_answer,beta,56,49.787,0.56,0.4979,1.1248,0.1176,0.3317,0.09885,1
3,100,correct_answer,alpha,44,50.213,0.44,0.5021,0.8763,-0.1321,0.3317,0.93499,2
3,10,level,AUX,4,1.191,0.4,0.1191,3.3571,1.2111,0.0409,0.02201,1
3,10,level,1,4,3.404,0.4,0.3404,1.175,0.1613,0.0409,0.46029,2
3,10,level,2,1,3.702,0.1,0.3702,0.2701,-1.3089,0.0409,0.99073,4
3,10,level,3,1,1.702,0.1,0.1702,0.5875,-0.5319,0.0409,0.84829,3
3,20,level,1,8,6.809,0.4,0.3404,1.175,0.1613,0.0775,0.36184,2
3,20,level,AUX,6,2.383,0.3,0.1191,2.5179,0.9234,0.0775,0.02245,1
3,20,level,2,3,7.404,0.15,0.3702,0.4052,-0.9034,0.0775,0.99339,4
3,20,level,3,3,3.404,0.15,0.1702,0.8812,-0.1264,0.0775,0.69188,3
3,30,level,1,13,10.213,0.4333,0.3404,1.2729,0.2413,0.1123,0.18036,2
3,30,level,AUX,6,3.574,0.2,0.1191,1.6786,0.5179,0.1123,0.13259,1
3,30,level,2,6,11.106,0.2,0.3702,0.5402,-0.6158,0.1123,0.98873,4
3,30,level,3,5,5.106,0.1667,0.1702,0.9792,-0.0211,0.1123,0.60171,3
3,50,level,1,21,17.021,0.42,0.3404,1.2337,0.2101,0.1787,0.13649,2
3,50,level,2,11,18.511,0.22,0.3702,0.5943,-0.5205,0.1787,0.99482,4
3,50,level,AUX,10,5.957,0.2,0.1191,1.6786,0.5179,0.1787,0.05722,1
3,50,level,3,8,8.511,0.16,0.1702,0.94,-0.0619,0.1787,0.64496,3
3,75,level,1,33,25.532,0.44,0.3404,1.2925,0.2566,0.2567,0.03337,2
3,75,level,2,17,27.766,0.2267,0.3702,0.6123,-0.4906,0.2567,0.99876,4
3,75,level,AUX,13,8.936,0.1733,0.1191,1.4548,0.3748,0.2567,0.08666,1
3,75,level,3,12,12.766,0.16,0.1702,0.94,-0.0619,0.2567,0.65642,3
3,100,level,1,43,34.043,0.43,0.3404,1.2631,0.2336,0.3317,0.02309,1
3,100,level,2,28,37.021,0.28,0.3702,0.7563,-0.2793,0.3317,0.98783,4
3,100,level,AUX,15,11.915,0.15,0.1191,1.2589,0.2303,0.3317,0.18282,2
3,100,level,3,14,17.021,0.14,0.1702,0.8225,-0.1954,0.3317,0.85518,3
3,10,cue_label,neutron_to_proton,1,0.213,0.1,0.0213,4.7,1.5476,0.0409,0.19521,3
3,10,cue_label,emitted_2neutrons,1,0.17,0.1,0.017,5.875,1.7707,0.0409,0.15916,1
3,10,cue_label,composite_nuclear_object,1,0.17,0.1,0.017,5.875,1.7707,0.0409,0.15916,1
3,10,cue_label,emitted_charge_minus1,1,0.255,0.1,0.0255,3.9167,1.3652,0.0409,0.22986,4
3,10,cue_label,daughter_z_minus2,1,0.255,0.1,0.0255,3.9167,1.3652,0.0409,0.22986,4
3,20,cue_label,emitted_charge_minus1,2,0.511,0.1,0.0255,3.9167,1.3652,0.0775,0.08794,1
3,20,cue_label,emitted_2neutrons,1,0.34,0.05,0.017,2.9375,1.0776,0.0775,0.2957,4
3,20,cue_label,neutron_to_proton,1,0.426,0.05,0.0213,2.35,0.8544,0.0775,0.35543,8
3,20,cue_label,composite_nuclear_object,1,0.34,0.05,0.017,2.9375,1.0776,0.0775,0.2957,4
3,20,cue_label,daughter_z_minus2,1,0.511,0.05,0.0255,1.9583,0.6721,0.0775,0.41032,10
3,20,cue_label,not_nuclear_fragment,1,0.255,0.05,0.0128,3.9167,1.3652,0.0775,0.23075,1
3,20,cue_label,daughter_n_minus1,1,0.34,0.05,0.017,2.9375,1.0776,0.0775,0.2957,4
3,20,cue_label,charge_plus_z_change,1,0.34,0.05,0.017,2.9375,1.0776,0.0775,0.2957,4
3,20,cue_label,daughter_a_unchanged,1,0.511,0.05,0.0255,1.9583,0.6721,0.0775,0.41032,10
3,20,cue_label,narrative_ejection,1,0.255,0.05,0.0128,3.9167,1.3652,0.0775,0.23075,1
3,20,cue_label,daughter_a_minus4,1,0.426,0.05,0.0213,2.35,0.8544,0.0775,0.35543,8
3,30,cue_label,daughter_a_minus4,3,0.638,0.1,0.0213,4.7,1.5476,0.1123,0.0208,1
3,30,cue_label,emitted_charge_minus1,2,0.766,0.0667,0.0255,2.6111,0.9598,0.1123,0.17463,3
3,30,cue_label,daughter_z_plus1,2,0.766,0.0667,0.0255,2.6111,0.9598,0.1123,0.17463,3
3,30,cue_label,daughter_z_minus2,2,0.766,0.0667,0.0255,2.6111,0.9598,0.1123,0.17463,3
3,30,cue_label,daughter_z_and_a_alpha,2,0.638,0.0667,0.0213,3.1333,1.1421,0.1123,0.12881,2
3,30,cue_label,composite_nuclear_object,1,0.511,0.0333,0.017,1.9583,0.6721,0.1123,0.41244,9
3,30,cue_label,emitted_2neutrons,1,0.511,0.0333,0.017,1.9583,0.6721,0.1123,0.41244,9
3,30,cue_label,neutron_to_proton,1,0.638,0.0333,0.0213,1.5667,0.449,0.1123,0.48634,15
3,30,cue_label,charge_plus_z_change,1,0.511,0.0333,0.017,1.9583,0.6721,0.1123,0.41244,9
3,30,cue_label,daughter_n_minus1,1,0.511,0.0333,0.017,1.9583,0.6721,0.1123,0.41244,9
3,30,cue_label,not_nuclear_fragment,1,0.383,0.0333,0.0128,2.6111,0.9598,0.1123,0.3283,3
3,30,cue_label,daughter_a_unchanged,1,0.766,0.0333,0.0255,1.3056,0.2666,0.1123,0.55123,16
3,30,cue_label,n_to_p_plus_z_plus1,1,0.511,0.0333,0.017,1.9583,0.6721,0.1123,0.41244,9
3,30,cue_label,narrative_ejection,1,0.383,0.0333,0.0128,2.6111,0.9598,0.1123,0.3283,3
3,30,cue_label,heavy_nuclear_fragment,1,0.383,0.0333,0.0128,2.6111,0.9598,0.1123,0.3283,3
3,30,cue_label,electron_equivalence,1,0.511,0.0333,0.017,1.9583,0.6721,0.1123,0.41244,9
3,50,cue_label,daughter_z_minus2,3,1.277,0.06,0.0255,2.35,0.8544,0.1787,0.12525,3
3,50,cue_label,emitted_charge_minus1,3,1.277,0.06,0.0255,2.35,0.8544,0.1787,0.12525,3
3,50,cue_label,daughter_z_plus1,3,1.277,0.06,0.0255,2.35,0.8544,0.1787,0.12525,3
3,50,cue_label,daughter_a_minus4,3,1.064,0.06,0.0213,2.82,1.0367,0.1787,0.07952,2
3,50,cue_label,emitted_mass4,2,1.277,0.04,0.0255,1.5667,0.449,0.1787,0.37108,10
3,50,cue_label,neutron_to_proton,2,1.064,0.04,0.0213,1.88,0.6313,0.1787,0.28851,8
3,50,cue_label,daughter_a_unchanged,2,1.277,0.04,0.0255,1.5667,0.449,0.1787,0.37108,10
3,50,cue_label,electron_equivalence,2,0.851,0.04,0.017,2.35,0.8544,0.1787,0.20524,3
3,50,cue_label,not_nuclear_fragment,2,0.638,0.04,0.0128,3.1333,1.1421,0.1787,0.12602,1
3,50,cue_label,daughter_n_minus1,2,0.851,0.04,0.017,2.35,0.8544,0.1787,0.20524,3
3,50,cue_label,daughter_z_and_a_alpha,2,1.064,0.04,0.0213,1.88,0.6313,0.1787,0.28851,8
3,50,cue_label,emitted_2neutrons,1,0.851,0.02,0.017,1.175,0.1613,0.1787,0.59627,14
3,50,cue_label,composite_nuclear_object,1,0.851,0.02,0.017,1.175,0.1613,0.1787,0.59627,14
3,50,cue_label,charge_plus_z_change,1,0.851,0.02,0.017,1.175,0.1613,0.1787,0.59627,14
3,50,cue_label,narrative_ejection,1,0.638,0.02,0.0128,1.5667,0.449,0.1787,0.49272,10
3,50,cue_label,n_to_p_plus_z_plus1,1,0.851,0.02,0.017,1.175,0.1613,0.1787,0.59627,14
3,50,cue_label,heavy_nuclear_fragment,1,0.638,0.02,0.0128,1.5667,0.449,0.1787,0.49272,10
3,50,cue_label,mass_plus_daughter_a,1,0.851,0.02,0.017,1.175,0.1613,0.1787,0.59627,14
3,75,cue_label,daughter_z_minus2,4,1.915,0.0533,0.0255,2.0889,0.7366,0.2567,0.10782,4
3,75,cue_label,daughter_a_minus4,4,1.596,0.0533,0.0213,2.5067,0.919,0.2567,0.05882,2
3,75,cue_label,electron_equivalence,4,1.277,0.0533,0.017,3.1333,1.1421,0.2567,0.02529,1
3,75,cue_label,daughter_z_plus1,4,1.915,0.0533,0.0255,2.0889,0.7366,0.2567,0.10782,4
3,75,cue_label,emitted_charge_minus1,3,1.915,0.04,0.0255,1.5667,0.449,0.2567,0.29656,10
3,75,cue_label,daughter_z_and_a_alpha,3,1.596,0.04,0.0213,1.88,0.6313,0.2567,0.20358,9
3,75,cue_label,daughter_a_unchanged,3,1.915,0.04,0.0255,1.5667,0.449,0.2567,0.29656,10
3,75,cue_label,daughter_n_minus1,3,1.277,0.04,0.017,2.35,0.8544,0.2567,0.12013,3
3,75,cue_label,neutron_to_proton,2,1.596,0.0267,0.0213,1.2533,0.2258,0.2567,0.49211,12
3,75,cue_label,z_plus1_a_unchanged,2,1.596,0.0267,0.0213,1.2533,0.2258,0.2567,0.49211,12
3,75,cue_label,emitted_mass4,2,1.915,0.0267,0.0255,1.0444,0.0435,0.2567,0.59595,14
3,75,cue_label,narrative_ejection,2,0.957,0.0267,0.0128,2.0889,0.7366,0.2567,0.24568,4
3,75,cue_label,not_nuclear_fragment,2,0.957,0.0267,0.0128,2.0889,0.7366,0.2567,0.24568,4
3,75,cue_label,heavy_nuclear_fragment,2,0.957,0.0267,0.0128,2.0889,0.7366,0.2567,0.24568,4
3,75,cue_label,composite_nuclear_object,1,1.277,0.0133,0.017,0.7833,-0.2442,0.2567,0.75395,16
3,75,cue_label,emitted_2neutrons,1,1.277,0.0133,0.017,0.7833,-0.2442,0.2567,0.75395,16
3,75,cue_label,charge_plus_z_change,1,1.277,0.0133,0.017,0.7833,-0.2442,0.2567,0.75395,16
3,75,cue_label,n_to_p_plus_z_plus1,1,1.277,0.0133,0.017,0.7833,-0.2442,0.2567,0.75395,16
3,75,cue_label,mass_plus_daughter_a,1,1.277,0.0133,0.017,0.7833,-0.2442,0.2567,0.75395,16
3,75,cue_label,emitted_2protons,1,1.277,0.0133,0.017,0.7833,-0.2442,0.2567,0.75395,16
3,75,cue_label,muon_family,1,0.957,0.0133,0.0128,1.0444,0.0435,0.2567,0.64978,14
3,100,cue_label,daughter_z_minus2,5,2.553,0.05,0.0255,1.9583,0.6721,0.3317,0.08802,3
3,100,cue_label,emitted_charge_minus1,5,2.553,0.05,0.0255,1.9583,0.6721,0.3317,0.08802,3
3,100,cue_label,daughter_z_plus1,5,2.553,0.05,0.0255,1.9583,0.6721,0.3317,0.08802,3
3,100,cue_label,daughter_a_minus4,4,2.128,0.04,0.0213,1.88,0.6313,0.3317,0.14216,6
3,100,cue_label,daughter_a_unchanged,4,2.553,0.04,0.0255,1.5667,0.449,0.3317,0.23836,11
3,100,cue_label,daughter_z_and_a_alpha,4,2.128,0.04,0.0213,1.88,0.6313,0.3317,0.14216,6
3,100,cue_label,electron_equivalence,4,1.702,0.04,0.017,2.35,0.8544,0.3317,0.06707,1
3,100,cue_label,daughter_n_minus1,3,1.702,0.03,0.017,1.7625,0.5667,0.3317,0.23056,8
3,100,cue_label,emitted_2neutrons,3,1.702,0.03,0.017,1.7625,0.5667,0.3317,0.23056,8
3,100,cue_label,emitted_mass4,3,2.553,0.03,0.0255,1.175,0.1613,0.3317,0.48773,15
3,100,cue_label,narrative_ejection,3,1.277,0.03,0.0128,2.35,0.8544,0.3317,0.11385,1
3,100,cue_label,mass_plus_daughter_a,3,1.702,0.03,0.017,1.7625,0.5667,0.3317,0.23056,8
3,100,cue_label,neutron_to_proton,2,2.128,0.02,0.0213,0.94,-0.0619,0.3317,0.66428,17
3,100,cue_label,muon_family,2,1.277,0.02,0.0128,1.5667,0.449,0.3317,0.37615,11
3,100,cue_label,charge_plus_z_change,2,1.702,0.02,0.017,1.175,0.1613,0.3317,0.53503,15
3,100,cue_label,not_nuclear_fragment,2,1.277,0.02,0.0128,1.5667,0.449,0.3317,0.37615,11
3,100,cue_label,heavy_nuclear_fragment,2,1.277,0.02,0.0128,1.5667,0.449,0.3317,0.37615,11
3,100,cue_label,z_plus1_a_unchanged,2,2.128,0.02,0.0213,0.94,-0.0619,0.3317,0.66428,17
3,100,cue_label,composite_nuclear_object,1,1.702,0.01,0.017,0.5875,-0.5319,0.3317,0.85487,19
3,100,cue_label,n_to_p_plus_z_plus1,1,1.702,0.01,0.017,0.5875,-0.5319,0.3317,0.85487,19
3,100,cue_label,emitted_2protons,1,1.702,0.01,0.017,0.5875,-0.5319,0.3317,0.85487,19
3,100,cue_label,charge_plus_daughter_z,1,1.702,0.01,0.017,0.5875,-0.5319,0.3317,0.85487,19
3,100,cue_label,emitted_mass_negligible,1,1.702,0.01,0.017,0.5875,-0.5319,0.3317,0.85487,19
3,100,cue_label,lepton_family,1,1.702,0.01,0.017,0.5875,-0.5319,0.3317,0.85487,19
3,100,cue_label,full_beta_process_spec,1,1.702,0.01,0.017,0.5875,-0.5319,0.3317,0.85487,19
3,10,difficulty,easy,5,6.511,0.5,0.6511,0.768,-0.264,0.0409,0.90865,3
3,10,difficulty,medium,3,2.553,0.3,0.2553,1.175,0.1613,0.0409,0.49128,2
3,10,difficulty,hard,2,0.936,0.2,0.0936,2.1364,0.7591,0.0409,0.23861,1
3,20,difficulty,easy,9,13.021,0.45,0.6511,0.6912,-0.3694,0.0775,0.983,3
3,20,difficulty,medium,9,5.106,0.45,0.2553,1.7625,0.5667,0.0775,0.04276,1
3,20,difficulty,hard,2,1.872,0.1,0.0936,1.0682,0.066,0.0775,0.57583,2
3,30,difficulty,easy,17,19.532,0.5667,0.6511,0.8704,-0.1388,0.1123,0.88389,2
3,30,difficulty,medium,11,7.66,0.3667,0.2553,1.4361,0.3619,0.1123,0.11167,1
3,30,difficulty,hard,2,2.809,0.0667,0.0936,0.7121,-0.3395,0.1123,0.79493,3
3,50,difficulty,easy,29,32.553,0.58,0.6511,0.8908,-0.1156,0.1787,0.89725,3
3,50,difficulty,medium,16,12.766,0.32,0.2553,1.2533,0.2258,0.1787,0.17332,1
3,50,difficulty,hard,5,4.681,0.1,0.0936,1.0682,0.066,0.1787,0.51452,2
3,75,difficulty,easy,45,48.83,0.6,0.6511,0.9216,-0.0817,0.2567,0.87325,3
3,75,difficulty,medium,22,19.149,0.2933,0.2553,1.1489,0.1388,0.2567,0.24587,1
3,75,difficulty,hard,8,7.021,0.1067,0.0936,1.1394,0.1305,0.2567,0.40315,2
3,100,difficulty,easy,64,65.106,0.64,0.6511,0.983,-0.0171,0.3317,0.65008,3
3,100,difficulty,medium,26,25.532,0.26,0.2553,1.0183,0.0182,0.3317,0.49842,2
3,100,difficulty,hard,10,9.362,0.1,0.0936,1.0682,0.066,0.3317,0.46658,1
3,10,inference_steps,2,4,4.426,0.4,0.4426,0.9038,-0.1011,0.0409,0.72025,3
3,10,inference_steps,1,3,2.979,0.3,0.2979,1.0071,0.0071,0.0409,0.61349,2
3,10,inference_steps,5,2,0.362,0.2,0.0362,5.5294,1.7101,0.0409,0.04675,1
3,10,inference_steps,3,1,1.915,0.1,0.1915,0.5222,-0.6497,0.0409,0.88336,4
3,20,inference_steps,2,8,8.851,0.4,0.4426,0.9038,-0.1011,0.0775,0.73066,3
3,20,inference_steps,1,5,5.957,0.25,0.2979,0.8393,-0.1752,0.0775,0.76157,4
3,20,inference_steps,3,5,3.83,0.25,0.1915,1.3056,0.2666,0.0775,0.33174,2
3,20,inference_steps,5,2,0.723,0.1,0.0362,2.7647,1.0169,0.0775,0.15962,1
3,30,inference_steps,2,16,13.277,0.5333,0.4426,1.2051,0.1866,0.1123,0.1988,3
3,30,inference_steps,3,7,5.745,0.2333,0.1915,1.2185,0.1976,0.1123,0.34488,2
3,30,inference_steps,1,5,8.936,0.1667,0.2979,0.5595,-0.5807,0.1123,0.97212,4
3,30,inference_steps,5,2,1.085,0.0667,0.0362,1.8431,0.6115,0.1123,0.29655,1
3,50,inference_steps,2,25,22.128,0.5,0.4426,1.1298,0.122,0.1787,0.2369,3
3,50,inference_steps,3,11,9.574,0.22,0.1915,1.1489,0.1388,0.1787,0.35252,2
3,50,inference_steps,1,10,14.894,0.2,0.2979,0.6714,-0.3983,0.1787,0.96502,4
3,50,inference_steps,5,4,1.809,0.08,0.0362,2.2118,0.7938,0.1787,0.09508,1
3,75,inference_steps,2,35,33.191,0.4667,0.4426,1.0545,0.0531,0.2567,0.36898,3
3,75,inference_steps,1,18,22.34,0.24,0.2979,0.8057,-0.216,0.2567,0.91065,4
3,75,inference_steps,3,16,14.362,0.2133,0.1915,1.1141,0.108,0.2567,0.35066,2
3,75,inference_steps,5,5,2.713,0.0667,0.0362,1.8431,0.6115,0.2567,0.11738,1
3,75,inference_steps,4,1,2.394,0.0133,0.0319,0.4178,-0.8728,0.2567,0.92943,5
3,100,inference_steps,2,46,44.255,0.46,0.4426,1.0394,0.0387,0.3317,0.38797,2
3,100,inference_steps,1,27,29.787,0.27,0.2979,0.9064,-0.0982,0.3317,0.79006,4
3,100,inference_steps,3,19,19.149,0.19,0.1915,0.9922,-0.0078,0.3317,0.56716,3
3,100,inference_steps,5,6,3.617,0.06,0.0362,1.6588,0.5061,0.3317,0.12957,1
3,100,inference_steps,4,2,3.191,0.02,0.0319,0.6267,-0.4673,0.3317,0.86453,5
3,10,cue_type,emitted_2neutrons,1,0.17,0.1,0.017,5.875,1.7707,0.0409,0.15916,1
3,10,cue_type,emitted_charge_minus1,1,0.255,0.1,0.0255,3.9167,1.3652,0.0409,0.22986,2
3,10,cue_type,daughter_z_minus2,1,0.255,0.1,0.0255,3.9167,1.3652,0.0409,0.22986,2
3,20,cue_type,emitted_charge_minus1,2,0.511,0.1,0.0255,3.9167,1.3652,0.0775,0.08794,1
3,20,cue_type,emitted_2neutrons,1,0.34,0.05,0.017,2.9375,1.0776,0.0775,0.2957,2
3,20,cue_type,daughter_z_minus2,1,0.511,0.05,0.0255,1.9583,0.6721,0.0775,0.41032,5
3,20,cue_type,daughter_n_minus1,1,0.34,0.05,0.017,2.9375,1.0776,0.0775,0.2957,2
3,20,cue_type,daughter_a_unchanged,1,0.511,0.05,0.0255,1.9583,0.6721,0.0775,0.41032,5
3,20,cue_type,daughter_a_minus4,1,0.426,0.05,0.0213,2.35,0.8544,0.0775,0.35543,4
3,30,cue_type,daughter_a_minus4,3,0.638,0.1,0.0213,4.7,1.5476,0.1123,0.0208,1
3,30,cue_type,daughter_z_minus2,2,0.766,0.0667,0.0255,2.6111,0.9598,0.1123,0.17463,2
3,30,cue_type,emitted_charge_minus1,2,0.766,0.0667,0.0255,2.6111,0.9598,0.1123,0.17463,2
3,30,cue_type,daughter_z_plus1,2,0.766,0.0667,0.0255,2.6111,0.9598,0.1123,0.17463,2
3,30,cue_type,emitted_2neutrons,1,0.511,0.0333,0.017,1.9583,0.6721,0.1123,0.41244,5
3,30,cue_type,daughter_a_unchanged,1,0.766,0.0333,0.0255,1.3056,0.2666,0.1123,0.55123,7
3,30,cue_type,daughter_n_minus1,1,0.511,0.0333,0.017,1.9583,0.6721,0.1123,0.41244,5
