cluster_id,metadata_field,metadata_value,best_topk,best_lift,lift_top10,lift_top20,lift_top30,lift_top50,lift_top75,lift_top100,weighted_lift,enrichment_type,confidence,note
10,cue_label,z_plus1_a_unchanged,50,3.76,,,3.1333,3.76,2.5067,2.82,1.5024,stable,high,lift>1.5 at 4/4 cutoffs; weighted lift=1.50
10,cue_label,z_plus1_with_antineutrino,30,9.7917,5.875,8.8125,9.7917,7.05,4.7,3.525,2.4468,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=2.45
10,cue_type,daughter_a_unchanged,20,5.875,3.9167,5.875,3.9167,3.9167,3.1333,2.7417,1.8178,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.82
10,cue_type,daughter_n_minus1,100,2.9375,,,,,1.5667,2.9375,1.3904,unstable,medium,max lift=2.94 but drops below 1.0 at top-50
10,cue_type,daughter_z_plus1,50,3.9167,,1.9583,2.6111,3.9167,3.1333,2.7417,1.6914,stable,high,lift>1.5 at 5/5 cutoffs; weighted lift=1.69
10,cue_type,emitted_charge_minus1,30,1.3056,,,1.3056,0.7833,1.0444,1.175,0.9992,absent,medium,"max lift=1.31, weighted=1.00"
10,difficulty,medium,10,1.5667,1.5667,1.3708,1.4361,1.0183,1.3056,1.2533,1.0618,narrow_decisive,low,moderate lift at limited cutoffs; weighted=1.06
10,evidence_completeness,combination,10,1.3056,1.3056,0.6528,0.4352,0.7833,1.1315,0.9792,0.9977,absent,medium,"max lift=1.31, weighted=1.00"
10,inference_steps,2,50,1.3106,1.1298,1.0168,1.1298,1.3106,1.1449,1.0846,,absent,medium,"max lift=1.31, weighted=N/A"
10,inference_steps,5,10,2.7647,2.7647,2.7647,1.8431,2.2118,1.4745,1.1059,,narrow_decisive,medium,"peak lift=2.76 at early cutoffs, decays to 1.66; weighted=N/A"
10,level,AUX,10,1.6786,1.6786,1.2589,1.119,1.175,1.0071,0.7554,0.948,narrow_decisive,low,moderate lift at limited cutoffs; weighted=0.95
10,physics_concept,beta_decay,10,2.0085,2.0085,2.0085,1.9416,1.888,1.8211,1.6068,1.304,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.30
11,correct_answer,alpha,10,1.9915,1.9915,1.6928,1.5932,1.2347,1.1949,1.175,1.0674,narrow_decisive,low,lift>1.5 at 3/6 cutoffs but weighted lift weak (1.07)
11,cue_label,baryon_number_4,30,5.2222,,,5.2222,3.1333,3.1333,2.35,1.4262,stable,high,lift>1.5 at 4/4 cutoffs; weighted lift=1.43
11,cue_label,composite_nuclear_object,10,17.625,17.625,11.75,9.7917,7.05,4.7,4.1125,1.7899,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.79
11,cue_label,composition_2p2n,30,3.1333,,,3.1333,2.82,1.88,1.88,1.162,stable,medium,lift>1.2 at 4/4 cutoffs; weighted lift=1.16
11,cue_label,daughter_a_unchanged,50,3.1333,,1.9583,1.3056,3.1333,2.0889,2.35,1.2794,stable,medium,lift>1.2 at 5/5 cutoffs; weighted lift=1.28
11,cue_label,daughter_z_plus1,100,1.5667,,,,,1.0444,1.5667,1.1119,unstable,medium,max lift=1.57 but drops below 1.0 at top-50
11,cue_label,emitted_2neutrons,10,5.875,5.875,2.9375,1.9583,1.175,1.5667,1.175,1.1355,stable,medium,lift>1.2 at 4/6 cutoffs; weighted lift=1.14
11,cue_label,emitted_2protons,20,2.9375,,2.9375,1.9583,2.35,1.5667,1.7625,1.2634,stable,medium,lift>1.2 at 5/5 cutoffs; weighted lift=1.26
11,cue_label,emitted_charge_minus1,75,1.5667,,,,0.7833,1.5667,1.175,1.1278,unstable,medium,max lift=1.57 but drops below 1.0 at top-50
11,cue_label,emitted_charge_plus2,100,1.9583,,,,,1.0444,1.9583,1.1645,unstable,medium,max lift=1.96 but drops below 1.0 at top-50
11,cue_label,emitted_mass4,20,3.9167,,3.9167,2.6111,1.5667,1.0444,0.7833,1.2028,stable,medium,lift>1.2 at 3/5 cutoffs; weighted lift=1.20
11,cue_label,heavy_nuclear_fragment,10,15.6667,15.6667,7.8333,7.8333,6.2667,5.2222,3.9167,1.6527,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.65
11,cue_label,helium4_equivalence,100,1.7625,,,,,,1.7625,1.1522,unstable,medium,max lift=1.76 but drops below 1.0 at top-50
11,cue_label,lepton_family,50,4.7,,2.9375,3.9167,4.7,4.7,3.525,1.4787,stable,high,lift>1.5 at 5/5 cutoffs; weighted lift=1.48
11,cue_label,mass_plus_daughter_a,10,5.875,5.875,2.9375,1.9583,1.175,2.35,1.7625,1.1162,stable,medium,lift>1.2 at 5/6 cutoffs; weighted lift=1.12
11,cue_label,muon_family,75,2.0889,,,,1.5667,2.0889,1.5667,1.0703,narrow_decisive,low,lift>1.5 at 3/3 cutoffs but weighted lift weak (1.07)
11,cue_label,not_nuclear_fragment,50,4.7,,,2.6111,4.7,3.1333,2.35,1.407,stable,high,lift>1.5 at 4/4 cutoffs; weighted lift=1.41
11,cue_type,daughter_a_unchanged,50,3.1333,,1.9583,1.3056,3.1333,2.0889,2.35,1.2794,stable,medium,lift>1.2 at 5/5 cutoffs; weighted lift=1.28
11,cue_type,daughter_z_plus1,100,1.5667,,,,,1.0444,1.5667,1.1119,unstable,medium,max lift=1.57 but drops below 1.0 at top-50
11,cue_type,emitted_2neutrons,10,5.875,5.875,2.9375,1.9583,1.175,1.5667,1.175,1.1355,stable,medium,lift>1.2 at 4/6 cutoffs; weighted lift=1.14
11,cue_type,emitted_2protons,20,2.9375,,2.9375,1.9583,2.35,1.5667,1.7625,1.2634,stable,medium,lift>1.2 at 5/5 cutoffs; weighted lift=1.26
11,cue_type,emitted_charge_minus1,75,1.5667,,,,0.7833,1.5667,1.175,1.1278,unstable,medium,max lift=1.57 but drops below 1.0 at top-50
11,cue_type,emitted_charge_plus2,100,1.9583,,,,,1.0444,1.9583,1.1645,unstable,medium,max lift=1.96 but drops below 1.0 at top-50
11,cue_type,emitted_mass4,20,3.9167,,3.9167,2.6111,1.5667,1.0444,0.7833,1.2028,stable,medium,lift>1.2 at 3/5 cutoffs; weighted lift=1.20
11,difficulty,hard,75,1.5667,,,1.0682,1.2818,1.5667,1.3886,1.0576,narrow_decisive,low,moderate lift at limited cutoffs; weighted=1.06
11,difficulty,medium,10,3.1333,3.1333,2.1542,1.9583,1.7233,1.41,1.2925,1.084,narrow_decisive,low,lift>1.5 at 4/6 cutoffs but weighted lift weak (1.08)
11,evidence_completeness,single,10,1.2304,1.2304,1.1073,1.1073,1.0827,1.0991,1.095,1.0526,absent,medium,"max lift=1.23, weighted=1.05"
11,inference_steps,3,10,3.6556,3.6556,2.6111,2.437,2.0889,1.7407,1.6189,,narrow_decisive,low,lift>1.5 at 6/6 cutoffs but weighted lift weak (N/A)
11,inference_steps,4,30,3.1333,,,3.1333,2.5067,2.5067,1.88,,narrow_decisive,low,lift>1.5 at 4/4 cutoffs but weighted lift weak (N/A)
11,inference_steps,5,100,1.6588,,,,1.1059,1.4745,1.6588,,narrow_decisive,low,moderate lift at limited cutoffs; weighted=N/A
11,level,3,10,4.1125,4.1125,2.6438,2.9375,2.7025,2.35,1.9975,1.2068,stable,medium,lift>1.2 at 6/6 cutoffs; weighted lift=1.21
11,physics_concept,alpha_decay,10,1.9915,1.9915,1.6928,1.5932,1.2347,1.1949,1.175,1.0674,narrow_decisive,low,lift>1.5 at 3/6 cutoffs but weighted lift weak (1.07)
