cluster_id,metadata_field,metadata_value,best_topk,best_lift,lift_top10,lift_top20,lift_top30,lift_top50,lift_top75,lift_top100,weighted_lift,enrichment_type,confidence,note
4,keyword_free,False,10,2.35,2.35,1.175,1.175,1.175,1.7233,1.41,,narrow_decisive,low,lift>1.5 at 2/6 cutoffs but weighted lift weak (N/A)
4,level,1,10,1.7625,1.7625,1.4688,1.0771,0.94,0.9792,0.9106,1.0028,unstable,medium,max lift=1.76 but drops below 1.0 at top-50
4,level,2,30,1.5307,1.0805,1.2155,1.5307,1.3506,1.1885,1.2695,1.0373,narrow_decisive,low,moderate lift at limited cutoffs; weighted=1.04
4,physics_concept,alpha_decay,75,1.6463,1.5932,1.4936,1.4605,1.5534,1.6463,1.5932,1.1783,stable,medium,lift>1.2 at 6/6 cutoffs; weighted lift=1.18
5,cue_label,baryon_number_4,20,7.8333,,7.8333,5.2222,4.7,4.1778,3.1333,1.7887,stable,high,lift>1.5 at 5/5 cutoffs; weighted lift=1.79
5,cue_label,charge_plus_mass,100,1.41,,,,,0.6267,1.41,0.9756,absent,medium,"max lift=1.41, weighted=0.98"
5,cue_label,composite_nuclear_object,10,11.75,11.75,5.875,3.9167,2.35,1.5667,2.35,2.1344,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=2.13
5,cue_label,composition_plus_daughter,30,1.9583,,,1.9583,1.175,0.7833,0.5875,1.0104,absent,medium,"max lift=1.96, weighted=1.01"
5,cue_label,daughter_a_unchanged,20,1.9583,,1.9583,1.3056,0.7833,1.0444,0.7833,0.9524,unstable,medium,max lift=1.96 but drops below 1.0 at top-50
5,cue_label,daughter_z_and_a_alpha,100,1.41,,,,0.94,0.6267,1.41,1.2684,narrow_decisive,low,moderate lift at limited cutoffs; weighted=1.27
5,cue_label,daughter_z_minus2,30,1.3056,,,1.3056,0.7833,0.5222,0.3917,0.5343,absent,medium,"max lift=1.31, weighted=0.53"
5,cue_label,electron_equivalence,100,1.7625,,,,1.175,1.5667,1.7625,1.0715,narrow_decisive,low,lift>1.5 at 2/3 cutoffs but weighted lift weak (1.07)
5,cue_label,emitted_2neutrons,10,5.875,5.875,2.9375,1.9583,1.175,0.7833,0.5875,1.2892,stable,medium,lift>1.2 at 3/6 cutoffs; weighted lift=1.29
5,cue_label,emitted_2protons,20,2.9375,,2.9375,1.9583,1.175,0.7833,0.5875,0.9931,narrow_decisive,medium,"peak lift=2.94 at early cutoffs, decays to 1.13; weighted=0.99"
5,cue_label,emitted_charge_minus1,30,5.2222,3.9167,1.9583,5.2222,3.1333,2.0889,2.35,1.6145,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.61
5,cue_label,emitted_charge_plus2,30,1.3056,,,1.3056,0.7833,0.5222,0.3917,0.9292,absent,medium,"max lift=1.31, weighted=0.93"
5,cue_label,emitted_mass4,100,1.9583,,,,1.5667,1.0444,1.9583,1.2545,narrow_decisive,low,lift>1.5 at 2/3 cutoffs but weighted lift weak (1.25)
5,cue_label,heavy_nuclear_fragment,10,7.8333,7.8333,3.9167,2.6111,1.5667,1.0444,1.5667,1.1383,stable,medium,lift>1.2 at 5/6 cutoffs; weighted lift=1.14
5,cue_label,lepton_family,50,2.35,,,,2.35,1.5667,1.175,0.9582,narrow_decisive,low,lift>1.5 at 2/3 cutoffs but weighted lift weak (0.96)
5,cue_label,mass_plus_daughter_a,10,5.875,5.875,2.9375,1.9583,3.525,3.1333,2.35,1.5506,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.55
5,cue_label,muon_family,20,3.9167,,3.9167,2.6111,1.5667,1.0444,0.7833,1.1384,stable,medium,lift>1.2 at 3/5 cutoffs; weighted lift=1.14
5,cue_label,narrative_ejection,20,3.9167,,3.9167,2.6111,1.5667,3.1333,2.35,1.1848,stable,medium,lift>1.2 at 5/5 cutoffs; weighted lift=1.18
5,cue_label,neutron_to_proton,10,4.7,4.7,4.7,4.7,3.76,3.76,2.82,1.4496,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.45
5,cue_label,not_nuclear_fragment,10,7.8333,7.8333,3.9167,2.6111,1.5667,1.0444,0.7833,1.0687,narrow_decisive,medium,"peak lift=7.83 at early cutoffs, decays to 1.50; weighted=1.07"
5,cue_type,daughter_a_unchanged,20,1.9583,,1.9583,1.3056,0.7833,1.0444,0.7833,0.9524,unstable,medium,max lift=1.96 but drops below 1.0 at top-50
5,cue_type,daughter_z_minus2,30,1.3056,,,1.3056,0.7833,0.5222,0.3917,0.5343,absent,medium,"max lift=1.31, weighted=0.53"
5,cue_type,emitted_2neutrons,10,5.875,5.875,2.9375,1.9583,1.175,0.7833,0.5875,1.2892,stable,medium,lift>1.2 at 3/6 cutoffs; weighted lift=1.29
5,cue_type,emitted_2protons,20,2.9375,,2.9375,1.9583,1.175,0.7833,0.5875,0.9931,narrow_decisive,medium,"peak lift=2.94 at early cutoffs, decays to 1.13; weighted=0.99"
5,cue_type,emitted_charge_minus1,30,5.2222,3.9167,1.9583,5.2222,3.1333,2.0889,2.35,1.6145,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.61
5,cue_type,emitted_charge_plus2,30,1.3056,,,1.3056,0.7833,0.5222,0.3917,0.9292,absent,medium,"max lift=1.31, weighted=0.93"
5,cue_type,emitted_mass4,100,1.9583,,,,1.5667,1.0444,1.9583,1.2545,narrow_decisive,low,lift>1.5 at 2/3 cutoffs but weighted lift weak (1.25)
5,difficulty,hard,20,1.6023,,1.6023,1.4242,1.4955,1.4242,1.2818,1.0533,narrow_decisive,low,moderate lift at limited cutoffs; weighted=1.05
5,difficulty,medium,10,1.9583,1.9583,1.5667,1.3056,1.175,1.3578,1.3317,1.0872,narrow_decisive,low,lift>1.5 at 2/6 cutoffs but weighted lift weak (1.09)
5,evidence_completeness,full,20,1.4688,,1.4688,0.9792,1.175,1.175,1.175,1.0366,absent,medium,"max lift=1.47, weighted=1.04"
5,inference_steps,3,10,2.0889,2.0889,1.5667,1.2185,1.1489,1.4622,1.4622,,narrow_decisive,low,lift>1.5 at 2/6 cutoffs but weighted lift weak (N/A)
5,inference_steps,4,20,4.7,,4.7,3.1333,2.5067,2.0889,1.5667,,narrow_decisive,medium,"peak lift=4.70 at early cutoffs, decays to 2.32; weighted=N/A"
5,inference_steps,5,100,1.9353,,,0.9216,1.6588,1.8431,1.9353,,narrow_decisive,low,lift>1.5 at 3/4 cutoffs but weighted lift weak (N/A)
5,level,3,20,2.6438,2.35,2.6438,1.9583,1.88,1.4883,1.4688,1.2309,stable,medium,lift>1.2 at 6/6 cutoffs; weighted lift=1.23
5,level,AUX,75,1.7905,0.8393,0.8393,1.119,1.175,1.7905,1.5946,1.1288,narrow_decisive,low,lift>1.5 at 2/6 cutoffs but weighted lift weak (1.13)
6,cue_label,baryon_number_4,100,1.5667,,,,,1.0444,1.5667,0.9782,unstable,medium,max lift=1.57 but drops below 1.0 at top-50
6,cue_label,charge_plus_mass,75,1.88,,,,0.94,1.88,1.41,1.2735,unstable,medium,max lift=1.88 but drops below 1.0 at top-50
6,cue_label,composition_2p2n,10,14.1,14.1,9.4,6.2667,4.7,3.76,2.82,2.0376,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=2.04
6,cue_label,composition_plus_daughter,30,3.9167,,2.9375,3.9167,2.35,1.5667,2.9375,1.578,stable,high,lift>1.5 at 5/5 cutoffs; weighted lift=1.58
6,cue_label,electron_equivalence,75,1.5667,,,,1.175,1.5667,1.175,1.1386,absent,medium,"max lift=1.57, weighted=1.14"
6,cue_label,emitted_2neutrons,100,2.35,,,,1.175,1.5667,2.35,1.2458,narrow_decisive,low,lift>1.5 at 2/3 cutoffs but weighted lift weak (1.25)
6,cue_label,emitted_2protons,50,2.35,,,,2.35,2.35,1.7625,1.2735,stable,medium,lift>1.2 at 3/3 cutoffs; weighted lift=1.27
6,cue_label,emitted_charge_plus2,75,1.5667,,,,0.7833,1.5667,1.175,1.2273,unstable,medium,max lift=1.57 but drops below 1.0 at top-50
6,cue_label,full_emitted_alpha_spec,30,7.8333,5.875,2.9375,7.8333,4.7,3.1333,2.35,1.803,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.80
6,cue_label,heavy_nuclear_fragment,50,1.5667,,,,1.5667,1.0444,0.7833,0.7614,absent,medium,"max lift=1.57, weighted=0.76"
6,cue_label,lepton_family,50,2.35,,,,2.35,1.5667,1.7625,1.4534,stable,high,lift>1.5 at 3/3 cutoffs; weighted lift=1.45
6,cue_label,mass_plus_daughter_a,30,3.9167,,2.9375,3.9167,2.35,1.5667,1.175,1.1039,stable,medium,lift>1.2 at 4/5 cutoffs; weighted lift=1.10
6,cue_label,muon_family,50,1.5667,,,,1.5667,1.0444,0.7833,0.729,absent,medium,"max lift=1.57, weighted=0.73"
6,cue_label,n_to_p_plus_z_plus1,20,2.9375,,2.9375,1.9583,2.35,2.35,2.35,1.7199,stable,high,lift>1.5 at 5/5 cutoffs; weighted lift=1.72
6,cue_label,n_to_p_with_antineutrino,30,3.9167,,2.9375,3.9167,2.35,1.5667,1.175,1.2977,stable,medium,lift>1.2 at 4/5 cutoffs; weighted lift=1.30
6,cue_label,neutron_to_proton,10,9.4,9.4,7.05,6.2667,3.76,3.1333,2.82,1.5918,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.59
6,cue_label,not_nuclear_fragment,50,3.1333,,,2.6111,3.1333,2.0889,1.5667,1.0336,narrow_decisive,low,lift>1.5 at 4/4 cutoffs but weighted lift weak (1.03)
6,cue_type,emitted_2neutrons,100,2.35,,,,1.175,1.5667,2.35,1.2458,narrow_decisive,low,lift>1.5 at 2/3 cutoffs but weighted lift weak (1.25)
6,cue_type,emitted_2protons,50,2.35,,,,2.35,2.35,1.7625,1.2735,stable,medium,lift>1.2 at 3/3 cutoffs; weighted lift=1.27
6,cue_type,emitted_charge_plus2,75,1.5667,,,,0.7833,1.5667,1.175,1.2273,unstable,medium,max lift=1.57 but drops below 1.0 at top-50
6,difficulty,easy,20,1.3056,1.2288,1.3056,1.28,1.1673,1.1264,1.0598,1.0213,narrow_decisive,low,moderate lift at limited cutoffs; weighted=1.02
6,evidence_completeness,combination,30,3.0463,1.9583,2.6111,3.0463,2.2194,2.0019,1.8931,1.3988,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.40
6,evidence_completeness,full,10,2.9375,2.9375,2.9375,1.9583,2.9375,2.35,2.35,1.4673,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.47
6,inference_steps,2,20,1.5817,1.3558,1.5817,1.4311,1.1298,1.0244,0.9942,,narrow_decisive,low,moderate lift at limited cutoffs; weighted=N/A
6,inference_steps,4,100,1.5667,,,,0.6267,1.2533,1.5667,,unstable,medium,max lift=1.57 but drops below 1.0 at top-50
6,inference_steps,5,10,2.7647,2.7647,1.3824,1.8431,1.1059,1.1059,1.3824,,narrow_decisive,low,lift>1.5 at 2/6 cutoffs but weighted lift weak (N/A)
6,keyword_free,False,75,1.5667,1.175,1.175,0.7833,0.705,1.5667,1.41,,unstable,medium,max lift=1.57 but drops below 1.0 at top-50
6,level,2,20,2.296,2.1609,2.296,2.251,1.6747,1.5126,1.4046,1.1896,stable,medium,lift>1.2 at 6/6 cutoffs; weighted lift=1.19
6,level,3,50,1.5275,0.5875,0.5875,0.5875,1.5275,1.2533,1.2925,1.0704,narrow_decisive,low,moderate lift at limited cutoffs; weighted=1.07
7,correct_answer,beta,30,1.8746,1.8077,1.8077,1.8746,1.8077,1.5533,1.4462,1.1802,stable,medium,lift>1.2 at 6/6 cutoffs; weighted lift=1.18
7,cue_label,charge_plus_a_unchanged,50,1.5667,,,,1.5667,1.0444,0.7833,1.0585,absent,medium,"max lift=1.57, weighted=1.06"
7,cue_label,charge_plus_z_change,50,2.35,,,1.9583,2.35,1.5667,1.175,1.0095,narrow_decisive,low,lift>1.5 at 3/4 cutoffs but weighted lift weak (1.01)
7,cue_label,daughter_n_minus1,10,5.875,5.875,2.9375,1.9583,2.35,3.1333,2.9375,1.4286,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.43
7,cue_label,daughter_z_minus2,75,1.5667,,,,0.7833,1.5667,1.5667,1.0714,narrow_decisive,low,lift>1.5 at 2/3 cutoffs but weighted lift weak (1.07)
7,cue_label,daughter_z_plus1,30,2.6111,,1.9583,2.6111,1.5667,1.0444,1.5667,1.1716,stable,medium,lift>1.2 at 4/5 cutoffs; weighted lift=1.17
7,cue_label,electron_equivalence,10,5.875,5.875,2.9375,1.9583,1.175,1.5667,1.175,1.0475,narrow_decisive,medium,"peak lift=5.88 at early cutoffs, decays to 1.47; weighted=1.05"
7,cue_label,emitted_2neutrons,100,1.7625,,,,1.175,1.5667,1.7625,1.2005,narrow_decisive,low,lift>1.5 at 2/3 cutoffs but weighted lift weak (1.20)
7,cue_label,full_beta_process_spec,10,5.875,5.875,5.875,3.9167,3.525,3.1333,2.35,1.4771,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.48
7,cue_label,n_to_p_plus_z_plus1,30,5.875,,,5.875,3.525,3.1333,2.9375,1.4798,stable,high,lift>1.5 at 4/4 cutoffs; weighted lift=1.48
7,cue_label,n_to_p_with_antineutrino,30,1.9583,,,1.9583,1.175,1.5667,1.175,1.2076,narrow_decisive,low,lift>1.5 at 2/4 cutoffs but weighted lift weak (1.21)
7,cue_label,neutron_to_proton,50,2.82,,2.35,1.5667,2.82,1.88,1.88,1.3076,stable,high,lift>1.5 at 5/5 cutoffs; weighted lift=1.31
7,cue_label,not_nuclear_fragment,100,2.35,,,,1.5667,2.0889,2.35,1.1904,stable,medium,lift>1.2 at 3/3 cutoffs; weighted lift=1.19
7,cue_label,z_plus1_a_unchanged,30,6.2667,4.7,4.7,6.2667,5.64,3.76,2.82,1.4568,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.46
7,cue_label,z_plus1_with_antineutrino,10,5.875,5.875,2.9375,3.9167,5.875,4.7,3.525,1.517,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.52
7,cue_type,daughter_n_minus1,10,5.875,5.875,2.9375,1.9583,2.35,3.1333,2.9375,1.4286,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.43
7,cue_type,daughter_z_minus2,75,1.5667,,,,0.7833,1.5667,1.5667,1.0714,narrow_decisive,low,lift>1.5 at 2/3 cutoffs but weighted lift weak (1.07)
7,cue_type,daughter_z_plus1,30,2.6111,,1.9583,2.6111,1.5667,1.0444,1.5667,1.1716,stable,medium,lift>1.2 at 4/5 cutoffs; weighted lift=1.17
7,cue_type,emitted_2neutrons,100,1.7625,,,,1.175,1.5667,1.7625,1.2005,narrow_decisive,low,lift>1.5 at 2/3 cutoffs but weighted lift weak (1.20)
7,difficulty,hard,10,2.1364,2.1364,1.0682,0.7121,0.4273,0.2848,0.2136,0.9273,narrow_decisive,medium,"peak lift=2.14 at early cutoffs, decays to 0.41; weighted=0.93"
7,difficulty,medium,10,1.5667,1.5667,0.9792,0.7833,1.0967,1.0444,1.0967,1.0037,absent,medium,"max lift=1.57, weighted=1.00"
7,evidence_completeness,combination,10,1.3056,1.3056,1.3056,1.3056,1.0444,1.2185,0.9792,1.021,narrow_decisive,low,moderate lift at limited cutoffs; weighted=1.02
7,inference_steps,2,30,1.5064,1.1298,1.1298,1.5064,1.4913,1.3558,1.2428,,narrow_decisive,low,moderate lift at limited cutoffs; weighted=N/A
7,inference_steps,5,10,2.7647,2.7647,1.3824,0.9216,0.5529,0.3686,0.2765,,narrow_decisive,medium,"peak lift=2.76 at early cutoffs, decays to 0.53; weighted=N/A"
7,keyword_free,False,10,2.35,2.35,2.35,1.5667,0.94,1.0967,0.94,,narrow_decisive,medium,"peak lift=2.35 at early cutoffs, decays to 1.14; weighted=N/A"
7,level,2,30,1.5307,1.0805,1.0805,1.5307,1.5126,1.3686,1.1345,1.0228,narrow_decisive,low,lift>1.5 at 2/6 cutoffs but weighted lift weak (1.02)
7,level,AUX,10,2.5179,2.5179,1.6786,1.119,1.0071,0.7833,1.0071,1.0929,narrow_decisive,medium,"peak lift=2.52 at early cutoffs, decays to 0.98; weighted=1.09"
7,physics_concept,beta_decay,30,1.8746,1.8077,1.8077,1.8746,1.8077,1.5533,1.4462,1.1802,stable,medium,lift>1.2 at 6/6 cutoffs; weighted lift=1.18
8,correct_answer,beta,10,2.0085,2.0085,1.8077,1.7407,1.5265,1.4194,1.3056,1.0657,narrow_decisive,low,lift>1.5 at 4/6 cutoffs but weighted lift weak (1.07)
8,cue_label,antineutrino_emitted,10,4.7,4.7,2.35,3.1333,2.82,3.1333,2.35,1.4066,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.41
8,cue_label,charge_plus_a_unchanged,100,2.35,,,,,,2.35,1.155,unstable,medium,max lift=2.35 but drops below 1.0 at top-50
8,cue_label,daughter_a_minus4,100,1.41,,,,,1.2533,1.41,1.2351,narrow_decisive,low,moderate lift at limited cutoffs; weighted=1.24
8,cue_label,daughter_a_unchanged,20,1.9583,,1.9583,1.3056,0.7833,1.0444,0.7833,0.9206,unstable,medium,max lift=1.96 but drops below 1.0 at top-50
8,cue_label,daughter_z_minus2,30,1.3056,,,1.3056,0.7833,1.0444,0.7833,1.1293,absent,medium,"max lift=1.31, weighted=1.13"
8,cue_label,electron_equivalence,10,5.875,5.875,2.9375,1.9583,1.175,1.5667,1.175,1.1493,stable,medium,lift>1.2 at 4/6 cutoffs; weighted lift=1.15
8,cue_label,emitted_2protons,100,2.35,,,,,1.5667,2.35,1.1965,narrow_decisive,low,lift>1.5 at 2/2 cutoffs but weighted lift weak (1.20)
8,cue_label,emitted_charge_minus1,20,9.7917,7.8333,9.7917,9.1389,6.2667,5.2222,3.9167,1.7697,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.77
8,cue_label,emitted_charge_plus2,20,1.9583,,1.9583,1.3056,1.5667,1.0444,1.5667,1.2408,stable,medium,lift>1.2 at 4/5 cutoffs; weighted lift=1.24
8,cue_label,emitted_mass4,100,1.9583,,,,0.7833,1.0444,1.9583,1.1693,unstable,medium,max lift=1.96 but drops below 1.0 at top-50
8,cue_label,emitted_mass_negligible,10,5.875,5.875,2.9375,3.9167,5.875,4.7,3.525,1.6296,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.63
8,cue_label,heavy_nuclear_fragment,50,3.1333,,,,3.1333,3.1333,2.35,1.1807,stable,medium,lift>1.2 at 3/3 cutoffs; weighted lift=1.18
8,cue_label,n_to_p_plus_z_plus1,75,2.35,,,,1.175,2.35,2.35,1.2114,narrow_decisive,low,lift>1.5 at 2/3 cutoffs but weighted lift weak (1.21)
8,cue_label,n_to_p_with_antineutrino,10,5.875,5.875,2.9375,1.9583,2.35,1.5667,1.7625,1.2351,stable,medium,lift>1.2 at 6/6 cutoffs; weighted lift=1.24
8,cue_label,narrative_ejection,20,3.9167,,3.9167,2.6111,1.5667,1.0444,0.7833,1.2122,stable,medium,lift>1.2 at 3/5 cutoffs; weighted lift=1.21
8,cue_label,neutron_to_proton,10,9.4,9.4,7.05,7.8333,5.64,5.0133,4.23,1.7411,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.74
8,cue_label,not_nuclear_fragment,50,1.5667,,,,1.5667,1.0444,0.7833,1.0693,absent,medium,"max lift=1.57, weighted=1.07"
8,cue_type,antineutrino_emitted,10,4.7,4.7,2.35,3.1333,2.82,3.1333,2.35,1.4066,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.41
8,cue_type,daughter_a_minus4,100,1.41,,,,,1.2533,1.41,1.2351,narrow_decisive,low,moderate lift at limited cutoffs; weighted=1.24
8,cue_type,daughter_a_unchanged,20,1.9583,,1.9583,1.3056,0.7833,1.0444,0.7833,0.9206,unstable,medium,max lift=1.96 but drops below 1.0 at top-50
8,cue_type,daughter_z_minus2,30,1.3056,,,1.3056,0.7833,1.0444,0.7833,1.1293,absent,medium,"max lift=1.31, weighted=1.13"
8,cue_type,emitted_2protons,100,2.35,,,,,1.5667,2.35,1.1965,narrow_decisive,low,lift>1.5 at 2/2 cutoffs but weighted lift weak (1.20)
8,cue_type,emitted_charge_minus1,20,9.7917,7.8333,9.7917,9.1389,6.2667,5.2222,3.9167,1.7697,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.77
8,cue_type,emitted_charge_plus2,20,1.9583,,1.9583,1.3056,1.5667,1.0444,1.5667,1.2408,stable,medium,lift>1.2 at 4/5 cutoffs; weighted lift=1.24
8,cue_type,emitted_mass4,100,1.9583,,,,0.7833,1.0444,1.9583,1.1693,unstable,medium,max lift=1.96 but drops below 1.0 at top-50
8,cue_type,emitted_mass_negligible,10,5.875,5.875,2.9375,3.9167,5.875,4.7,3.525,1.6296,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.63
8,difficulty,easy,20,1.2288,1.0752,1.2288,1.2288,1.2288,1.1878,1.1366,1.0495,narrow_decisive,low,moderate lift at limited cutoffs; weighted=1.05
8,evidence_completeness,combination,10,1.3056,1.3056,1.3056,1.088,1.0444,0.7833,0.7833,0.9911,narrow_decisive,low,moderate lift at limited cutoffs; weighted=0.99
8,inference_steps,1,20,1.5107,1.0071,1.5107,1.4548,1.4771,1.4324,1.3093,,narrow_decisive,low,moderate lift at limited cutoffs; weighted=N/A
8,inference_steps,2,10,1.3558,1.3558,1.0168,1.1298,1.0394,1.0545,1.0846,,absent,medium,"max lift=1.36, weighted=N/A"
8,level,1,75,1.6058,1.175,1.4688,1.5667,1.5275,1.6058,1.4394,1.0946,narrow_decisive,low,lift>1.5 at 3/6 cutoffs but weighted lift weak (1.09)
8,physics_concept,beta_decay,10,2.0085,2.0085,1.8077,1.7407,1.5265,1.4194,1.3056,1.0657,narrow_decisive,low,lift>1.5 at 4/6 cutoffs but weighted lift weak (1.07)
9,correct_answer,beta,10,2.0085,2.0085,2.0085,1.7407,1.7274,1.6068,1.5466,1.2465,stable,medium,lift>1.2 at 6/6 cutoffs; weighted lift=1.25
9,cue_label,antineutrino_emitted,100,1.41,,,,,0.6267,1.41,1.1789,absent,medium,"max lift=1.41, weighted=1.18"
9,cue_label,charge_plus_a_unchanged,10,7.8333,7.8333,3.9167,2.6111,1.5667,3.1333,2.35,1.412,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.41
9,cue_label,charge_plus_z_change,50,2.35,,,1.9583,2.35,2.35,1.7625,1.2327,stable,medium,lift>1.2 at 4/4 cutoffs; weighted lift=1.23
9,cue_label,composite_nuclear_object,30,1.9583,,,1.9583,1.175,0.7833,0.5875,1.0954,absent,medium,"max lift=1.96, weighted=1.10"
9,cue_label,daughter_n_minus1,50,2.35,,,1.9583,2.35,2.35,2.35,1.5353,stable,high,lift>1.5 at 4/4 cutoffs; weighted lift=1.54
9,cue_label,daughter_z_plus1,30,2.6111,,1.9583,2.6111,2.35,1.5667,1.5667,1.3111,stable,high,lift>1.5 at 5/5 cutoffs; weighted lift=1.31
9,cue_label,helium4_equivalence,75,3.1333,,,,2.35,3.1333,2.35,1.2383,stable,medium,lift>1.2 at 3/3 cutoffs; weighted lift=1.24
9,cue_label,n_to_p_plus_z_plus1,50,4.7,,2.9375,3.9167,4.7,3.9167,2.9375,1.7875,stable,high,lift>1.5 at 5/5 cutoffs; weighted lift=1.79
9,cue_label,n_to_p_with_antineutrino,10,5.875,5.875,5.875,5.875,3.525,2.35,2.9375,1.6809,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.68
9,cue_label,narrative_ejection,100,1.5667,,,,,,1.5667,1.1131,unstable,medium,max lift=1.57 but drops below 1.0 at top-50
9,cue_label,neutron_to_proton,10,18.8,18.8,14.1,9.4,7.52,5.64,4.23,2.7254,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=2.73
9,cue_label,z_plus1_a_unchanged,20,2.35,,2.35,1.5667,1.88,1.2533,1.41,1.2776,stable,medium,lift>1.2 at 5/5 cutoffs; weighted lift=1.28
9,cue_label,z_plus1_with_antineutrino,75,2.35,,,1.9583,1.175,2.35,1.7625,1.1375,stable,medium,lift>1.2 at 3/4 cutoffs; weighted lift=1.14
9,cue_type,antineutrino_emitted,100,1.41,,,,,0.6267,1.41,1.1789,absent,medium,"max lift=1.41, weighted=1.18"
9,cue_type,daughter_n_minus1,50,2.35,,,1.9583,2.35,2.35,2.35,1.5353,stable,high,lift>1.5 at 4/4 cutoffs; weighted lift=1.54
9,cue_type,daughter_z_plus1,30,2.6111,,1.9583,2.6111,2.35,1.5667,1.5667,1.3111,stable,high,lift>1.5 at 5/5 cutoffs; weighted lift=1.31
9,difficulty,easy,10,1.5359,1.5359,1.5359,1.2288,1.1059,1.0649,0.9676,1.018,narrow_decisive,low,lift>1.5 at 2/6 cutoffs but weighted lift weak (1.02)
9,evidence_completeness,combination,10,1.9583,1.9583,1.9583,1.7407,1.3056,1.5667,1.3708,1.0584,narrow_decisive,low,lift>1.5 at 4/6 cutoffs but weighted lift weak (1.06)
9,inference_steps,2,10,1.8077,1.8077,1.8077,1.5817,1.4913,1.3558,1.1976,,narrow_decisive,low,lift>1.5 at 3/6 cutoffs but weighted lift weak (N/A)
9,inference_steps,4,100,1.2533,,,1.0444,0.6267,0.4178,1.2533,,absent,medium,"max lift=1.25, weighted=N/A"
9,keyword_free,False,10,2.35,2.35,1.175,1.175,1.41,1.7233,1.645,,narrow_decisive,low,lift>1.5 at 3/6 cutoffs but weighted lift weak (N/A)
9,level,2,10,2.1609,2.1609,2.0259,1.8008,1.5126,1.5487,1.3236,1.1217,stable,medium,lift>1.2 at 6/6 cutoffs; weighted lift=1.12
9,physics_concept,beta_decay,10,2.0085,2.0085,2.0085,1.7407,1.7274,1.6068,1.5466,1.2465,stable,medium,lift>1.2 at 6/6 cutoffs; weighted lift=1.25
10,correct_answer,beta,10,2.0085,2.0085,2.0085,1.9416,1.888,1.8211,1.6068,1.304,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.30
10,cue_label,charge_plus_a_unchanged,20,3.9167,,3.9167,2.6111,1.5667,1.0444,0.7833,0.927,narrow_decisive,medium,"peak lift=3.92 at early cutoffs, decays to 1.50; weighted=0.93"
10,cue_label,daughter_a_unchanged,20,5.875,3.9167,5.875,3.9167,3.9167,3.1333,2.7417,1.8178,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.82
10,cue_label,daughter_n_minus1,100,2.9375,,,,,1.5667,2.9375,1.3904,unstable,medium,max lift=2.94 but drops below 1.0 at top-50
10,cue_label,daughter_z_plus1,50,3.9167,,1.9583,2.6111,3.9167,3.1333,2.7417,1.6914,stable,high,lift>1.5 at 5/5 cutoffs; weighted lift=1.69
10,cue_label,electron_equivalence,10,5.875,5.875,2.9375,1.9583,1.175,0.7833,0.5875,1.1331,stable,medium,lift>1.2 at 3/6 cutoffs; weighted lift=1.13
10,cue_label,emitted_charge_minus1,30,1.3056,,,1.3056,0.7833,1.0444,1.175,0.9992,absent,medium,"max lift=1.31, weighted=1.00"
10,cue_label,lepton_family,100,1.7625,,,,,1.5667,1.7625,1.0925,narrow_decisive,low,lift>1.5 at 2/2 cutoffs but weighted lift weak (1.09)
10,cue_label,n_to_p_with_antineutrino,75,1.5667,,,,1.175,1.5667,1.175,1.2054,narrow_decisive,low,moderate lift at limited cutoffs; weighted=1.21
10,cue_label,neutron_to_proton,10,4.7,4.7,2.35,1.5667,3.76,2.5067,2.35,1.6794,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=1.68
10,cue_label,not_nuclear_fragment,10,7.8333,7.8333,7.8333,5.2222,3.1333,4.1778,3.9167,2.2993,stable,high,lift>1.5 at 6/6 cutoffs; weighted lift=2.30
