cluster_id,top_n,metadata_field,metadata_value,observed_count,expected_count,lift,log_odds,pval_fisher
0,10,level,2,7,3.702,1.891,1.4095,0.0342
0,10,level,AUX,2,1.191,1.679,0.6311,0.3387
0,10,level,1,1,3.404,0.294,-1.559,0.9852
0,10,cue_label,z_plus1_a_unchanged,2,0.213,9.4,2.6479,0.0168
0,10,cue_label,charge_plus_z_change,2,0.17,11.75,2.94,0.0107
0,10,cue_label,daughter_z_plus1,1,0.255,3.917,1.5119,0.2299
0,10,cue_label,charge_plus_a_unchanged,1,0.128,7.833,2.3136,0.1217
0,10,relation_type,z_plus1_a_unchanged,2,0.213,9.4,2.6479,0.0168
0,10,relation_type,charge_plus_z_change,2,0.17,11.75,2.94,0.0107
0,10,relation_type,charge_plus_a_unchanged,1,0.128,7.833,2.3136,0.1217
0,10,latent_state_target,beta,8,4.979,1.607,1.4211,0.0514
0,10,latent_state_target,alpha,2,5.021,0.398,-1.4211,0.9903
0,10,correct_answer,beta,8,4.979,1.607,1.4211,0.0514
0,10,correct_answer,alpha,2,5.021,0.398,-1.4211,0.9903
0,10,difficulty,easy,7,6.511,1.075,0.2283,0.5163
0,10,difficulty,medium,2,2.553,0.783,-0.3222,0.7708
0,10,difficulty,hard,1,0.936,1.068,0.0747,0.6295
0,10,inference_steps,2,8,4.426,1.808,1.6487,0.0233
0,10,inference_steps,5,1,0.362,2.765,1.126,0.3107
0,10,inference_steps,3,1,1.915,0.522,-0.7697,0.8834
0,20,level,2,13,7.404,1.756,1.2041,0.0089
0,20,level,AUX,4,2.383,1.679,0.6489,0.2055
0,20,level,1,2,6.809,0.294,-1.5831,0.9977
0,20,level,3,1,3.404,0.294,-1.3977,0.978
0,20,cue_label,charge_plus_a_unchanged,3,0.255,11.75,3.2693,0.0012
0,20,cue_label,z_plus1_a_unchanged,2,0.426,4.7,1.8146,0.0631
0,20,cue_label,charge_plus_z_change,2,0.34,5.875,2.1068,0.0413
0,20,cue_label,daughter_z_plus1,1,0.511,1.958,0.7422,0.4103
0,20,cue_label,helium4_equivalence,1,0.34,2.938,1.2032,0.2957
0,20,cue_label,antineutrino_emitted,1,0.426,2.35,0.9474,0.3554
0,20,cue_label,narrative_ejection,1,0.255,3.917,1.5442,0.2308
0,20,cue_label,n_to_p_plus_z_plus1,1,0.34,2.938,1.2032,0.2957
0,20,cue_label,full_beta_process_spec,1,0.34,2.938,1.2032,0.2957
0,20,relation_type,charge_plus_a_unchanged,3,0.255,11.75,3.2693,0.0012
0,20,relation_type,z_plus1_a_unchanged,2,0.426,4.7,1.8146,0.0631
0,20,relation_type,charge_plus_z_change,2,0.34,5.875,2.1068,0.0413
0,20,relation_type,narrative_ejection,1,0.255,3.917,1.5442,0.2308
0,20,relation_type,n_to_p_plus_z_plus1,1,0.34,2.938,1.2032,0.2957
0,20,relation_type,full_beta_process_spec,1,0.34,2.938,1.2032,0.2957
0,20,latent_state_target,beta,14,9.957,1.406,0.8917,0.0517
0,20,latent_state_target,alpha,6,10.043,0.597,-0.8917,0.9823
0,20,correct_answer,beta,14,9.957,1.406,0.8917,0.0517
0,20,correct_answer,alpha,6,10.043,0.597,-0.8917,0.9823
0,20,difficulty,easy,12,13.021,0.922,-0.2283,0.77
0,20,difficulty,medium,5,5.106,0.979,-0.0294,0.6101
0,20,difficulty,hard,3,1.872,1.602,0.5655,0.2854
0,20,inference_steps,2,13,8.851,1.469,0.8873,0.0469
0,20,inference_steps,5,3,0.723,4.147,1.704,0.0306
0,20,inference_steps,3,3,3.83,0.783,-0.3061,0.7724
0,20,inference_steps,1,1,5.957,0.168,-2.1391,0.9993
0,30,level,2,15,11.106,1.351,0.5695,0.0937
0,30,level,1,6,10.213,0.588,-0.7673,0.9741
0,30,level,AUX,5,3.574,1.399,0.4223,0.2794
0,30,level,3,4,5.106,0.783,-0.3054,0.7847
0,30,cue_label,daughter_z_plus1,3,0.766,3.917,1.6717,0.0349
0,30,cue_label,charge_plus_a_unchanged,3,0.383,7.833,2.7841,0.0041
0,30,cue_label,composite_nuclear_object,3,0.511,5.875,2.2687,0.0106
0,30,cue_label,z_plus1_a_unchanged,2,0.638,3.133,1.3499,0.1288
0,30,cue_label,narrative_ejection,2,0.383,5.222,2.0523,0.0504
0,30,cue_label,charge_plus_z_change,2,0.511,3.917,1.6422,0.0868
0,30,cue_label,full_beta_process_spec,2,0.511,3.917,1.6422,0.0868
0,30,cue_label,helium4_equivalence,1,0.511,1.958,0.7575,0.4124
0,30,cue_label,antineutrino_emitted,1,0.638,1.567,0.5016,0.4863
0,30,cue_label,n_to_p_plus_z_plus1,1,0.511,1.958,0.7575,0.4124
0,30,relation_type,charge_plus_a_unchanged,3,0.383,7.833,2.7841,0.0041
0,30,relation_type,z_plus1_a_unchanged,2,0.638,3.133,1.3499,0.1288
0,30,relation_type,charge_plus_z_change,2,0.511,3.917,1.6422,0.0868
0,30,relation_type,narrative_ejection,2,0.383,5.222,2.0523,0.0504
0,30,relation_type,full_beta_process_spec,2,0.511,3.917,1.6422,0.0868
0,30,relation_type,n_to_p_plus_z_plus1,1,0.511,1.958,0.7575,0.4124
0,30,latent_state_target,beta,18,14.936,1.205,0.4418,0.1667
0,30,latent_state_target,alpha,12,15.064,0.797,-0.4418,0.9111
0,30,correct_answer,beta,18,14.936,1.205,0.4418,0.1667
0,30,correct_answer,alpha,12,15.064,0.797,-0.4418,0.9111
0,30,difficulty,easy,17,19.532,0.87,-0.3809,0.8839
0,30,difficulty,medium,10,7.66,1.306,0.4055,0.2096
0,30,difficulty,hard,3,2.809,1.068,0.0782,0.548
0,30,inference_steps,2,16,13.277,1.205,0.3895,0.1988
0,30,inference_steps,3,7,5.745,1.219,0.2693,0.3449
0,30,inference_steps,1,4,8.936,0.448,-1.0674,0.9918
0,30,inference_steps,5,3,1.085,2.765,1.2182,0.0869
1,10,level,3,4,1.702,2.35,1.2144,0.0723
1,10,level,2,3,3.702,0.81,-0.3225,0.7826
1,10,level,1,2,3.404,0.588,-0.7385,0.9064
1,10,level,AUX,1,1.191,0.839,-0.2007,0.7225
1,10,cue_label,lepton_family,2,0.17,11.75,2.94,0.0107
1,10,cue_label,heavy_nuclear_fragment,1,0.128,7.833,2.3136,0.1217
1,10,cue_label,emitted_charge_minus1,1,0.255,3.917,1.5119,0.2299
1,10,latent_state_target,beta,7,4.979,1.406,0.8734,0.1658
1,10,latent_state_target,alpha,3,5.021,0.597,-0.8734,0.9486
1,10,correct_answer,beta,7,4.979,1.406,0.8734,0.1658
