cluster_id,metadata_field,metadata_value,weighted_mass,weighted_fraction,global_fraction,weighted_lift,weighted_log_odds,weighted_rank_within_field
1,cue_label,not_nuclear_fragment,0.5157,0.00788,0.01277,0.6171,-0.4827,29
1,cue_label,baryon_number_4,0.4217,0.00644,0.01277,0.5046,-0.6839,34
1,cue_label,daughter_z_plus1,1.6408,0.02507,0.02553,0.9817,-0.0184,18
1,cue_label,daughter_z_minus2,0.6872,0.0105,0.02553,0.4112,-0.8887,35
1,cue_label,emitted_mass_negligible,1.7345,0.0265,0.01702,1.5567,0.4426,6
1,cue_label,daughter_z_and_a_alpha,1.3436,0.02053,0.02128,0.9647,-0.0359,20
1,cue_label,electron_equivalence,2.289,0.03497,0.01702,2.0544,0.72,2
1,cue_label,lepton_family,3.0468,0.04654,0.01702,2.7345,1.006,1
1,cue_label,charge_plus_daughter_z,1.0001,0.01528,0.01702,0.8976,-0.108,22
1,cue_label,emitted_charge_plus2,1.8751,0.02865,0.02553,1.1219,0.1151,12
1,difficulty,hard,5.3514,0.08175,0.09362,0.8733,-0.1355,3
1,difficulty,easy,38.5386,0.58874,0.65106,0.9043,-0.1006,2
1,difficulty,medium,21.5695,0.32951,0.25532,1.2906,0.2551,1
1,inference_steps,1,18.8357,0.28775,0.29787,0.966,-0.0346,3
1,inference_steps,2,26.0465,0.3979,0.44255,0.8991,-0.1064,5
1,inference_steps,3,16.0384,0.24501,0.19149,1.2795,0.2465,1
1,inference_steps,4,1.9843,0.03031,0.03191,0.9498,-0.0515,4
1,inference_steps,5,2.5546,0.03903,0.03617,1.0789,0.076,2
1,inference_steps,2,0.0,0.0,0.0,,0.0,
1,inference_steps,3,0.0,0.0,0.0,,0.0,
1,inference_steps,4,0.0,0.0,0.0,,0.0,
1,inference_steps,5,0.0,0.0,0.0,,0.0,
1,inference_steps,1,0.0,0.0,0.0,,0.0,
1,cue_type,emitted_2neutrons,1.0625,0.01623,0.01702,0.9536,-0.0475,6
1,cue_type,emitted_charge_minus1,2.422,0.037,0.02553,1.4492,0.371,2
1,cue_type,emitted_mass4,1.1563,0.01766,0.02553,0.6919,-0.3684,9
1,cue_type,daughter_n_minus1,0.6875,0.0105,0.01702,0.617,-0.4828,10
1,cue_type,emitted_2protons,0.7968,0.01217,0.01702,0.7151,-0.3353,7
1,cue_type,antineutrino_emitted,1.9373,0.0296,0.02128,1.391,0.33,3
1,cue_type,daughter_a_unchanged,1.1875,0.01814,0.02553,0.7105,-0.3418,8
1,cue_type,daughter_z_plus1,1.6408,0.02507,0.02553,0.9817,-0.0184,5
1,cue_type,daughter_z_minus2,0.6872,0.0105,0.02553,0.4112,-0.8887,12
1,cue_type,emitted_mass_negligible,1.7345,0.0265,0.01702,1.5567,0.4426,1
1,cue_type,daughter_a_minus4,0.7813,0.01194,0.02128,0.561,-0.5781,11
1,cue_type,emitted_charge_plus2,1.8751,0.02865,0.02553,1.1219,0.1151,4
1,physics_concept,beta_decay,37.9532,0.5798,0.49787,1.1645,0.1523,1
1,physics_concept,alpha_decay,27.5063,0.4202,0.50213,0.8368,-0.1781,2
1,keyword_free,False,7.7421,0.11827,0.08511,1.3897,0.3291,1
1,keyword_free,True,57.7174,0.88173,0.91489,0.9637,-0.0369,2
1,keyword_free,False,0.0,0.0,0.0,,0.0,
1,keyword_free,True,0.0,0.0,0.0,,0.0,
1,evidence_completeness,single,53.78,0.82158,0.81277,1.0108,0.0108,2
1,evidence_completeness,combination,10.2343,0.15635,0.15319,1.0206,0.0204,1
1,evidence_completeness,full,1.4452,0.02208,0.03404,0.6485,-0.433,3
2,correct_answer,beta,29.4157,0.54192,0.49787,1.0885,0.0848,1
2,correct_answer,alpha,24.8649,0.45808,0.50213,0.9123,-0.0918,2
2,level,2,18.3746,0.33851,0.37021,0.9144,-0.0895,3
2,level,3,7.9896,0.14719,0.17021,0.8647,-0.1453,4
2,level,AUX,6.3958,0.11783,0.11915,0.9889,-0.0111,2
2,level,1,21.5206,0.39647,0.34043,1.1646,0.1524,1
2,cue_label,z_plus1_a_unchanged,0.5832,0.01074,0.02128,0.505,-0.6832,34
2,cue_label,emitted_2neutrons,0.6042,0.01113,0.01702,0.6539,-0.4247,30
2,cue_label,emitted_charge_minus1,1.5417,0.0284,0.02553,1.1124,0.1065,12
2,cue_label,n_to_p_with_antineutrino,1.3854,0.02552,0.01702,1.4995,0.4051,5
2,cue_label,muon_family,0.2708,0.00499,0.01277,0.3908,-0.9396,36
2,cue_label,emitted_mass4,1.4793,0.02725,0.02553,1.0674,0.0652,16
2,cue_label,composition_plus_daughter,0.4895,0.00902,0.01702,0.5298,-0.6352,33
2,cue_label,emitted_2protons,0.7291,0.01343,0.01702,0.7891,-0.2368,25
2,cue_label,full_beta_process_spec,0.8854,0.01631,0.01702,0.9583,-0.0426,18
2,cue_label,charge_plus_mass,1.0208,0.01881,0.02128,0.8839,-0.1234,21
2,cue_label,heavy_nuclear_fragment,1.1979,0.02207,0.01277,1.7287,0.5474,3
2,cue_label,daughter_a_minus4,1.3332,0.02456,0.02128,1.1544,0.1436,9
2,cue_label,helium4_equivalence,0.5313,0.00979,0.01702,0.575,-0.5533,32
2,cue_label,composition_2p2n,0.8959,0.0165,0.02128,0.7757,-0.2539,26
2,cue_label,n_to_p_plus_z_plus1,0.802,0.01478,0.01702,0.868,-0.1415,22
2,cue_label,composite_nuclear_object,0.8334,0.01535,0.01702,0.902,-0.1031,20
2,cue_label,full_emitted_alpha_spec,0.4376,0.00806,0.01702,0.4736,-0.7473,35
2,cue_label,charge_plus_a_unchanged,0.4582,0.00844,0.01277,0.6612,-0.4136,29
2,cue_label,daughter_n_minus1,1.3541,0.02495,0.01702,1.4656,0.3823,7
2,cue_label,z_plus1_with_antineutrino,1.6666,0.0307,0.01702,1.8038,0.5899,1
2,cue_label,antineutrino_emitted,0.8332,0.01535,0.02128,0.7214,-0.3265,27
2,cue_label,neutron_to_proton,1.3124,0.02418,0.02128,1.1364,0.1278,10
2,cue_label,mass_plus_daughter_a,0.7916,0.01458,0.01702,0.8568,-0.1546,23
2,cue_label,narrative_ejection,0.7501,0.01382,0.01277,1.0825,0.0793,14
2,cue_label,charge_plus_z_change,1.3542,0.02495,0.01702,1.4657,0.3823,6
2,cue_label,daughter_a_unchanged,2.1041,0.03876,0.02553,1.5182,0.4175,4
2,cue_label,not_nuclear_fragment,0.7708,0.0142,0.01277,1.1124,0.1065,12
2,cue_label,baryon_number_4,0.4791,0.00883,0.01277,0.6914,-0.369,28
2,cue_label,daughter_z_plus1,1.3124,0.02418,0.02553,0.947,-0.0545,19
2,cue_label,daughter_z_minus2,1.5002,0.02764,0.02553,1.0825,0.0793,14
2,cue_label,emitted_mass_negligible,1.6458,0.03032,0.01702,1.7813,0.5774,2
2,cue_label,daughter_z_and_a_alpha,1.2917,0.0238,0.02128,1.1184,0.1119,11
2,cue_label,electron_equivalence,0.9166,0.01689,0.01702,0.9921,-0.008,17
2,cue_label,lepton_family,0.7709,0.0142,0.01702,0.8344,-0.1811,24
2,cue_label,charge_plus_daughter_z,0.6041,0.01113,0.01702,0.6538,-0.4249,31
2,cue_label,emitted_charge_plus2,1.7918,0.03301,0.02553,1.2929,0.2569,8
2,difficulty,hard,4.6456,0.08558,0.09362,0.9142,-0.0897,3
2,difficulty,easy,35.739,0.65841,0.65106,1.0113,0.0112,1
2,difficulty,medium,13.896,0.256,0.25532,1.0027,0.0027,2
2,inference_steps,1,17.8021,0.32796,0.29787,1.101,0.0962,2
2,inference_steps,2,23.1241,0.42601,0.44255,0.9626,-0.0381,4
2,inference_steps,3,10.1045,0.18615,0.19149,0.9721,-0.0283,3
2,inference_steps,4,1.0832,0.01996,0.03191,0.6253,-0.4696,5
2,inference_steps,5,2.1667,0.03992,0.03617,1.1036,0.0986,1
2,inference_steps,2,0.0,0.0,0.0,,0.0,
2,inference_steps,3,0.0,0.0,0.0,,0.0,
2,inference_steps,4,0.0,0.0,0.0,,0.0,
2,inference_steps,5,0.0,0.0,0.0,,0.0,
2,inference_steps,1,0.0,0.0,0.0,,0.0,
2,cue_type,emitted_2neutrons,0.6042,0.01113,0.01702,0.6539,-0.4247,12
2,cue_type,emitted_charge_minus1,1.5417,0.0284,0.02553,1.1124,0.1065,6
2,cue_type,emitted_mass4,1.4793,0.02725,0.02553,1.0674,0.0652,8
2,cue_type,daughter_n_minus1,1.3541,0.02495,0.01702,1.4656,0.3823,3
2,cue_type,emitted_2protons,0.7291,0.01343,0.01702,0.7891,-0.2368,10
2,cue_type,antineutrino_emitted,0.8332,0.01535,0.02128,0.7214,-0.3265,11
2,cue_type,daughter_a_unchanged,2.1041,0.03876,0.02553,1.5182,0.4175,2
2,cue_type,daughter_z_plus1,1.3124,0.02418,0.02553,0.947,-0.0545,9
2,cue_type,daughter_z_minus2,1.5002,0.02764,0.02553,1.0825,0.0793,7
2,cue_type,emitted_mass_negligible,1.6458,0.03032,0.01702,1.7813,0.5774,1
2,cue_type,daughter_a_minus4,1.3332,0.02456,0.02128,1.1544,0.1436,5
2,cue_type,emitted_charge_plus2,1.7918,0.03301,0.02553,1.2929,0.2569,4
2,physics_concept,beta_decay,29.4157,0.54192,0.49787,1.0885,0.0848,1
2,physics_concept,alpha_decay,24.8649,0.45808,0.50213,0.9123,-0.0918,2
2,keyword_free,False,3.6874,0.06793,0.08511,0.7982,-0.2254,2
2,keyword_free,True,50.5932,0.93207,0.91489,1.0188,0.0186,1
2,keyword_free,False,0.0,0.0,0.0,,0.0,
2,keyword_free,True,0.0,0.0,0.0,,0.0,
2,evidence_completeness,single,46.1452,0.85012,0.81277,1.046,0.0449,1
2,evidence_completeness,combination,6.8438,0.12608,0.15319,0.823,-0.1948,2
2,evidence_completeness,full,1.2916,0.02379,0.03404,0.699,-0.3581,3
3,correct_answer,beta,72.5835,0.50358,0.49787,1.0115,0.0114,1
3,correct_answer,alpha,71.552,0.49642,0.50213,0.9886,-0.0114,2
3,level,2,49.6972,0.3448,0.37021,0.9313,-0.0711,4
3,level,3,24.8542,0.17244,0.17021,1.0131,0.013,2
3,level,AUX,16.8958,0.11722,0.11915,0.9838,-0.0163,3
3,level,1,52.6883,0.36555,0.34043,1.0738,0.0712,1
3,cue_label,z_plus1_a_unchanged,2.8124,0.01951,0.02128,0.9171,-0.0866,25
3,cue_label,emitted_2neutrons,2.7501,0.01908,0.01702,1.1209,0.1142,14
3,cue_label,emitted_charge_minus1,4.2084,0.0292,0.02553,1.1436,0.1342,11
3,cue_label,n_to_p_with_antineutrino,2.2499,0.01561,0.01702,0.9171,-0.0866,25
3,cue_label,muon_family,2.0416,0.01416,0.01277,1.1095,0.104,16
3,cue_label,emitted_mass4,3.1459,0.02183,0.02553,0.8549,-0.1568,27
3,cue_label,composition_plus_daughter,1.5417,0.0107,0.01702,0.6284,-0.4646,33
3,cue_label,emitted_2protons,2.4167,0.01677,0.01702,0.9851,-0.0151,23
3,cue_label,full_beta_process_spec,1.4792,0.01026,0.01702,0.6029,-0.506,36
3,cue_label,charge_plus_mass,1.9166,0.0133,0.02128,0.625,-0.4701,34
3,cue_label,heavy_nuclear_fragment,2.3542,0.01633,0.01277,1.2794,0.2464,7
3,cue_label,daughter_a_minus4,4.1043,0.02848,0.02128,1.3383,0.2914,3
3,cue_label,helium4_equivalence,1.552,0.01077,0.01702,0.6326,-0.4579,32
3,cue_label,composition_2p2n,3.0624,0.02125,0.02128,0.9986,-0.0014,22
3,cue_label,n_to_p_plus_z_plus1,2.4166,0.01677,0.01702,0.985,-0.0151,24
3,cue_label,composite_nuclear_object,2.4687,0.01713,0.01702,1.0062,0.0062,21
3,cue_label,full_emitted_alpha_spec,1.7084,0.01185,0.01702,0.6963,-0.3619,31
3,cue_label,charge_plus_a_unchanged,1.3958,0.00968,0.01277,0.7586,-0.2763,28
3,cue_label,daughter_n_minus1,3.1876,0.02212,0.01702,1.2993,0.2618,6
3,cue_label,z_plus1_with_antineutrino,1.8126,0.01258,0.01702,0.7388,-0.3027,30
3,cue_label,antineutrino_emitted,1.9167,0.0133,0.02128,0.625,-0.47,34
3,cue_label,neutron_to_proton,3.2396,0.02248,0.02128,1.0564,0.0548,18
3,cue_label,mass_plus_daughter_a,3.0416,0.0211,0.01702,1.2398,0.2149,8
3,cue_label,narrative_ejection,2.4999,0.01734,0.01277,1.3586,0.3065,2
3,cue_label,charge_plus_z_change,2.7916,0.01937,0.01702,1.1379,0.1292,13
3,cue_label,daughter_a_unchanged,4.0834,0.02833,0.02553,1.1096,0.104,15
3,cue_label,not_nuclear_fragment,2.5834,0.01792,0.01277,1.404,0.3393,1
3,cue_label,baryon_number_4,1.8959,0.01315,0.01277,1.0304,0.0299,20
3,cue_label,daughter_z_plus1,4.8333,0.03353,0.02553,1.3134,0.2726,4
3,cue_label,daughter_z_minus2,4.8126,0.03339,0.02553,1.3078,0.2683,5
3,cue_label,emitted_mass_negligible,2.5835,0.01792,0.01702,1.053,0.0517,19
3,cue_label,daughter_z_and_a_alpha,3.4999,0.02428,0.02128,1.1413,0.1321,12
3,cue_label,electron_equivalence,2.9896,0.02074,0.01702,1.2186,0.1977,9
3,cue_label,lepton_family,2.875,0.01995,0.01702,1.1719,0.1586,10
3,cue_label,charge_plus_daughter_z,2.625,0.01821,0.01702,1.07,0.0676,17
3,cue_label,emitted_charge_plus2,2.7917,0.01937,0.02553,0.7586,-0.2763,28
3,difficulty,hard,13.9166,0.09655,0.09362,1.0314,0.0309,1
3,difficulty,easy,93.427,0.64819,0.65106,0.9956,-0.0044,3
3,difficulty,medium,36.7919,0.25526,0.25532,0.9998,-0.0002,2
3,inference_steps,1,40.261,0.27933,0.29787,0.9377,-0.0643,5
3,inference_steps,2,65.7911,0.45645,0.44255,1.0314,0.0309,2
3,inference_steps,3,28.0626,0.1947,0.19149,1.0167,0.0166,3
3,inference_steps,4,4.5625,0.03165,0.03191,0.9918,-0.0082,4
3,inference_steps,5,5.4583,0.03787,0.03617,1.047,0.0459,1
3,inference_steps,2,0.0,0.0,0.0,,0.0,
3,inference_steps,3,0.0,0.0,0.0,,0.0,
3,inference_steps,4,0.0,0.0,0.0,,0.0,
3,inference_steps,5,0.0,0.0,0.0,,0.0,
3,inference_steps,1,0.0,0.0,0.0,,0.0,
3,cue_type,emitted_2neutrons,2.7501,0.01908,0.01702,1.1209,0.1142,6
3,cue_type,emitted_charge_minus1,4.2084,0.0292,0.02553,1.1436,0.1342,5
3,cue_type,emitted_mass4,3.1459,0.02183,0.02553,0.8549,-0.1568,10
3,cue_type,daughter_n_minus1,3.1876,0.02212,0.01702,1.2993,0.2618,4
3,cue_type,emitted_2protons,2.4167,0.01677,0.01702,0.9851,-0.0151,9
3,cue_type,antineutrino_emitted,1.9167,0.0133,0.02128,0.625,-0.47,12
3,cue_type,daughter_a_unchanged,4.0834,0.02833,0.02553,1.1096,0.104,7
3,cue_type,daughter_z_plus1,4.8333,0.03353,0.02553,1.3134,0.2726,2
3,cue_type,daughter_z_minus2,4.8126,0.03339,0.02553,1.3078,0.2683,3
3,cue_type,emitted_mass_negligible,2.5835,0.01792,0.01702,1.053,0.0517,8
3,cue_type,daughter_a_minus4,4.1043,0.02848,0.02128,1.3383,0.2914,1
3,cue_type,emitted_charge_plus2,2.7917,0.01937,0.02553,0.7586,-0.2763,11
3,physics_concept,beta_decay,72.5835,0.50358,0.49787,1.0115,0.0114,1
3,physics_concept,alpha_decay,71.552,0.49642,0.50213,0.9886,-0.0114,2
3,keyword_free,False,10.7186,0.07436,0.08511,0.8738,-0.1349,2
3,keyword_free,True,133.4169,0.92564,0.91489,1.0117,0.0117,1
3,keyword_free,False,0.0,0.0,0.0,,0.0,
3,keyword_free,True,0.0,0.0,0.0,,0.0,
3,evidence_completeness,single,122.3127,0.8486,0.81277,1.0441,0.0431,1
3,evidence_completeness,combination,18.5832,0.12893,0.15319,0.8416,-0.1724,2
3,evidence_completeness,full,3.2396,0.02248,0.03404,0.6602,-0.4152,3
4,correct_answer,beta,84.6218,0.40836,0.49787,0.8202,-0.1982,2
4,correct_answer,alpha,122.6025,0.59164,0.50213,1.1783,0.164,1
4,level,2,79.5804,0.38403,0.37021,1.0373,0.0366,1
4,level,3,32.4474,0.15658,0.17021,0.9199,-0.0835,4
4,level,AUX,24.4558,0.11802,0.11915,0.9905,-0.0096,3
4,level,1,70.7407,0.34137,0.34043,1.0028,0.0028,2
4,cue_label,z_plus1_a_unchanged,3.1499,0.0152,0.02128,0.7144,-0.3363,26
4,cue_label,emitted_2neutrons,4.8155,0.02324,0.01702,1.3652,0.3113,5
4,cue_label,emitted_charge_minus1,4.3812,0.02114,0.02553,0.8281,-0.1887,23
4,cue_label,n_to_p_with_antineutrino,3.6125,0.01743,0.01702,1.0242,0.0239,14
4,cue_label,muon_family,2.6312,0.0127,0.01277,0.9946,-0.0054,15
4,cue_label,emitted_mass4,7.4782,0.03609,0.02553,1.4134,0.346,4
4,cue_label,composition_plus_daughter,4.6376,0.02238,0.01702,1.3148,0.2737,8
4,cue_label,emitted_2protons,4.5189,0.02181,0.01702,1.2811,0.2478,10
4,cue_label,full_beta_process_spec,2.0282,0.00979,0.01702,0.575,-0.5534,31
4,cue_label,charge_plus_mass,7.0249,0.0339,0.02128,1.5933,0.4658,2
4,cue_label,heavy_nuclear_fragment,2.3094,0.01114,0.01277,0.873,-0.1358,21
4,cue_label,daughter_a_minus4,3.681,0.01776,0.02128,0.8349,-0.1805,22
4,cue_label,helium4_equivalence,4.425,0.02135,0.01702,1.2545,0.2268,11
4,cue_label,composition_2p2n,6.4248,0.031,0.02128,1.4572,0.3765,3
4,cue_label,n_to_p_plus_z_plus1,3.2687,0.01577,0.01702,0.9267,-0.0761,20
4,cue_label,composite_nuclear_object,4.7688,0.02301,0.01702,1.352,0.3016,6
4,cue_label,full_emitted_alpha_spec,5.9811,0.02886,0.01702,1.6957,0.5281,1
4,cue_label,charge_plus_a_unchanged,1.2751,0.00615,0.01277,0.482,-0.7298,33
4,cue_label,daughter_n_minus1,2.0624,0.00995,0.01702,0.5847,-0.5366,30
4,cue_label,z_plus1_with_antineutrino,2.0937,0.0101,0.01702,0.5936,-0.5216,29
4,cue_label,antineutrino_emitted,4.2158,0.02034,0.02128,0.9562,-0.0448,17
4,cue_label,neutron_to_proton,5.9219,0.02858,0.02128,1.3431,0.295,7
4,cue_label,mass_plus_daughter_a,3.8126,0.0184,0.01702,1.0809,0.0778,12
4,cue_label,narrative_ejection,2.8405,0.01371,0.01277,1.0737,0.0712,13
4,cue_label,charge_plus_z_change,1.4562,0.00703,0.01702,0.4128,-0.8847,36
4,cue_label,daughter_a_unchanged,5.1626,0.02491,0.02553,0.9758,-0.0245,16
4,cue_label,not_nuclear_fragment,2.4688,0.01191,0.01277,0.9332,-0.0691,19
4,cue_label,baryon_number_4,1.1782,0.00569,0.01277,0.4454,-0.8088,35
4,cue_label,daughter_z_plus1,2.4376,0.01176,0.02553,0.4607,-0.775,34
4,cue_label,daughter_z_minus2,3.0061,0.01451,0.02553,0.5682,-0.5653,32
4,cue_label,emitted_mass_negligible,3.2937,0.01589,0.01702,0.9338,-0.0685,18
4,cue_label,daughter_z_and_a_alpha,3.0813,0.01487,0.02128,0.6989,-0.3583,27
4,cue_label,electron_equivalence,2.5282,0.0122,0.01702,0.7168,-0.333,25
4,cue_label,lepton_family,2.2343,0.01078,0.01702,0.6334,-0.4566,28
4,cue_label,charge_plus_daughter_z,2.7124,0.01309,0.01702,0.769,-0.2627,24
4,cue_label,emitted_charge_plus2,6.9533,0.03355,0.02553,1.3142,0.2732,9
4,difficulty,hard,15.5029,0.07481,0.09362,0.7991,-0.2242,3
4,difficulty,easy,139.2467,0.67196,0.65106,1.0321,0.0316,1
4,difficulty,medium,52.4747,0.25323,0.25532,0.9918,-0.0082,2
4,inference_steps,1,69.6257,0.33599,0.29787,1.128,0.1204,1
4,inference_steps,2,84.4708,0.40763,0.44255,0.9211,-0.0822,3
4,inference_steps,3,40.9404,0.19757,0.19149,1.0317,0.0312,2
4,inference_steps,4,5.7219,0.02761,0.03191,0.8652,-0.1448,4
4,inference_steps,5,6.4655,0.0312,0.03617,0.8626,-0.1478,5
4,inference_steps,2,0.0,0.0,0.0,,0.0,
4,inference_steps,3,0.0,0.0,0.0,,0.0,
4,inference_steps,4,0.0,0.0,0.0,,0.0,
4,inference_steps,5,0.0,0.0,0.0,,0.0,
4,inference_steps,1,0.0,0.0,0.0,,0.0,
4,cue_type,emitted_2neutrons,4.8155,0.02324,0.01702,1.3652,0.3113,2
4,cue_type,emitted_charge_minus1,4.3812,0.02114,0.02553,0.8281,-0.1887,9
4,cue_type,emitted_mass4,7.4782,0.03609,0.02553,1.4134,0.346,1
4,cue_type,daughter_n_minus1,2.0624,0.00995,0.01702,0.5847,-0.5366,10
4,cue_type,emitted_2protons,4.5189,0.02181,0.01702,1.2811,0.2478,4
4,cue_type,antineutrino_emitted,4.2158,0.02034,0.02128,0.9562,-0.0448,6
4,cue_type,daughter_a_unchanged,5.1626,0.02491,0.02553,0.9758,-0.0245,5
4,cue_type,daughter_z_plus1,2.4376,0.01176,0.02553,0.4607,-0.775,12
4,cue_type,daughter_z_minus2,3.0061,0.01451,0.02553,0.5682,-0.5653,11
4,cue_type,emitted_mass_negligible,3.2937,0.01589,0.01702,0.9338,-0.0685,7
4,cue_type,daughter_a_minus4,3.681,0.01776,0.02128,0.8349,-0.1805,8
4,cue_type,emitted_charge_plus2,6.9533,0.03355,0.02553,1.3142,0.2732,3
4,physics_concept,beta_decay,84.6218,0.40836,0.49787,0.8202,-0.1982,2
4,physics_concept,alpha_decay,122.6025,0.59164,0.50213,1.1783,0.164,1
4,keyword_free,False,19.6971,0.09505,0.08511,1.1169,0.1105,1
4,keyword_free,True,187.5272,0.90495,0.91489,0.9891,-0.0109,2
4,keyword_free,False,0.0,0.0,0.0,,0.0,
4,keyword_free,True,0.0,0.0,0.0,,0.0,
4,evidence_completeness,single,164.4273,0.79347,0.81277,0.9763,-0.024,2
4,evidence_completeness,combination,36.5184,0.17623,0.15319,1.1504,0.1401,1
4,evidence_completeness,full,6.2786,0.0303,0.03404,0.89,-0.1165,3
5,correct_answer,beta,32.8961,0.46827,0.49787,0.9405,-0.0613,2
5,correct_answer,alpha,37.3537,0.53173,0.50213,1.0589,0.0573,1
5,level,2,24.2809,0.34564,0.37021,0.9336,-0.0687,3
5,level,3,14.7188,0.20952,0.17021,1.2309,0.2078,1
5,level,AUX,9.4482,0.13449,0.11915,1.1288,0.1211,2
5,level,1,21.8019,0.31035,0.34043,0.9116,-0.0925,4
5,cue_label,z_plus1_a_unchanged,0.9583,0.01364,0.02128,0.6411,-0.4445,29
5,cue_label,emitted_2neutrons,1.5416,0.02194,0.01702,1.2892,0.2541,6
5,cue_label,emitted_charge_minus1,2.8957,0.04122,0.02553,1.6145,0.479,3
5,cue_label,n_to_p_with_antineutrino,1.177,0.01675,0.01702,0.9843,-0.0158,18
5,cue_label,muon_family,1.0209,0.01453,0.01277,1.1384,0.1296,11
5,cue_label,emitted_mass4,2.25,0.03203,0.02553,1.2545,0.2267,8
5,cue_label,composition_plus_daughter,1.2082,0.0172,0.01702,1.0104,0.0104,16
5,cue_label,emitted_2protons,1.1875,0.0169,0.01702,0.9931,-0.0069,17
5,cue_label,full_beta_process_spec,1.1667,0.01661,0.01702,0.9757,-0.0246,19
5,cue_label,charge_plus_mass,1.4582,0.02076,0.02128,0.9756,-0.0247,20
5,cue_label,heavy_nuclear_fragment,1.0208,0.01453,0.01277,1.1383,0.1295,12
5,cue_label,daughter_a_minus4,1.7916,0.0255,0.02128,1.1987,0.1812,9
5,cue_label,helium4_equivalence,1.0834,0.01542,0.01702,0.906,-0.0987,24
5,cue_label,composition_2p2n,0.9375,0.01335,0.02128,0.6272,-0.4664,30
5,cue_label,n_to_p_plus_z_plus1,0.6042,0.0086,0.01702,0.5053,-0.6826,35
5,cue_label,composite_nuclear_object,2.5522,0.03633,0.01702,2.1344,0.7582,1
5,cue_label,full_emitted_alpha_spec,1.2293,0.0175,0.01702,1.0281,0.0277,15
5,cue_label,charge_plus_a_unchanged,0.7917,0.01127,0.01277,0.8828,-0.1247,25
5,cue_label,daughter_n_minus1,0.6251,0.0089,0.01702,0.5228,-0.6486,34
5,cue_label,z_plus1_with_antineutrino,0.8542,0.01216,0.01702,0.7144,-0.3364,27
5,cue_label,antineutrino_emitted,0.8127,0.01157,0.02128,0.5437,-0.6093,32
5,cue_label,neutron_to_proton,2.1667,0.03084,0.02128,1.4496,0.3713,5
5,cue_label,mass_plus_daughter_a,1.8541,0.02639,0.01702,1.5506,0.4386,4
5,cue_label,narrative_ejection,1.0625,0.01512,0.01277,1.1848,0.1695,10
5,cue_label,charge_plus_z_change,0.6667,0.00949,0.01702,0.5576,-0.5842,31
5,cue_label,daughter_a_unchanged,1.7083,0.02432,0.02553,0.9524,-0.0487,22
5,cue_label,not_nuclear_fragment,0.9584,0.01364,0.01277,1.0687,0.0664,14
5,cue_label,baryon_number_4,1.6041,0.02283,0.01277,1.7887,0.5815,2
5,cue_label,daughter_z_plus1,0.7084,0.01008,0.02553,0.395,-0.929,36
5,cue_label,daughter_z_minus2,0.9583,0.01364,0.02553,0.5343,-0.6268,33
5,cue_label,emitted_mass_negligible,0.9374,0.01334,0.01702,0.7839,-0.2434,26
5,cue_label,daughter_z_and_a_alpha,1.8959,0.02699,0.02128,1.2684,0.2378,7
5,cue_label,electron_equivalence,1.2812,0.01824,0.01702,1.0715,0.069,13
5,cue_label,lepton_family,1.1457,0.01631,0.01702,0.9582,-0.0428,21
5,cue_label,charge_plus_daughter_z,0.8125,0.01157,0.01702,0.6795,-0.3864,28
5,cue_label,emitted_charge_plus2,1.6666,0.02372,0.02553,0.9292,-0.0734,23
5,difficulty,hard,6.9272,0.09861,0.09362,1.0533,0.0519,2
5,difficulty,easy,43.8221,0.6238,0.65106,0.9581,-0.0428,3
5,difficulty,medium,19.5005,0.27759,0.25532,1.0872,0.0836,1
5,inference_steps,1,21.7809,0.31005,0.29787,1.0409,0.0401,4
5,inference_steps,2,27.2707,0.3882,0.44255,0.8772,-0.131,5
5,inference_steps,3,15.3127,0.21797,0.19149,1.1383,0.1295,3
5,inference_steps,4,2.9167,0.04152,0.03191,1.3009,0.2631,1
5,inference_steps,5,2.9688,0.04226,0.03617,1.1684,0.1556,2
5,inference_steps,2,0.0,0.0,0.0,,0.0,
5,inference_steps,3,0.0,0.0,0.0,,0.0,
5,inference_steps,4,0.0,0.0,0.0,,0.0,
5,inference_steps,5,0.0,0.0,0.0,,0.0,
5,inference_steps,1,0.0,0.0,0.0,,0.0,
5,cue_type,emitted_2neutrons,1.5416,0.02194,0.01702,1.2892,0.2541,2
5,cue_type,emitted_charge_minus1,2.8957,0.04122,0.02553,1.6145,0.479,1
5,cue_type,emitted_mass4,2.25,0.03203,0.02553,1.2545,0.2267,3
5,cue_type,daughter_n_minus1,0.6251,0.0089,0.01702,0.5228,-0.6486,11
5,cue_type,emitted_2protons,1.1875,0.0169,0.01702,0.9931,-0.0069,5
5,cue_type,antineutrino_emitted,0.8127,0.01157,0.02128,0.5437,-0.6093,9
5,cue_type,daughter_a_unchanged,1.7083,0.02432,0.02553,0.9524,-0.0487,6
5,cue_type,daughter_z_plus1,0.7084,0.01008,0.02553,0.395,-0.929,12
5,cue_type,daughter_z_minus2,0.9583,0.01364,0.02553,0.5343,-0.6268,10
5,cue_type,emitted_mass_negligible,0.9374,0.01334,0.01702,0.7839,-0.2434,8
5,cue_type,daughter_a_minus4,1.7916,0.0255,0.02128,1.1987,0.1812,4
5,cue_type,emitted_charge_plus2,1.6666,0.02372,0.02553,0.9292,-0.0734,7
