cluster_id,n_features,representative,method,missingness_rate
0,19,L17_F110833,agglomerative,0.9519230769230769
1,16,L25_F43384,agglomerative,0.9519230769230769
2,12,L24_F119196,agglomerative,0.9519230769230769
7,10,L23_F53700,agglomerative,0.9519230769230769
5,8,L10_F59805,agglomerative,0.9519230769230769
4,8,L20_F145235,agglomerative,0.9519230769230769
8,6,L11_F59878,agglomerative,0.9519230769230769
3,6,L12_F146578,agglomerative,0.9519230769230769
6,6,L22_F41906,agglomerative,0.9519230769230769
