experiment_type,prompt_idx,n,count_abs_effect_size,mean_abs_effect_size,median_abs_effect_size,std_abs_effect_size,mean_effect_size,median_effect_size,mean_relative_effect,mean_baseline_logit_diff,mean_intervened_logit_diff,sign_flip_rate,n_sign_flips,has_control_rows,all_graph,feature_source_mode,layer_has_graph_features
ablation_zero,0,49,49.0,0.5408163265306123,0.46875,0.46684526560687944,-0.41581632653061223,-0.40625,0.10552513667811916,5.125,4.709183673469388,0.0,0,False,True,graph,True
ablation_zero,1,49,49.0,0.9610969387755102,1.03125,0.6907926188300053,-0.8054846938775511,-0.53125,0.1443901502094435,6.65625,5.850765306122449,0.0,0,False,True,graph,True
ablation_zero,2,49,49.0,0.32653061224489793,0.25,0.27682508900520986,0.03571428571428571,0.03125,0.0701273796603756,4.65625,4.691964285714286,0.0,0,False,True,graph,True
ablation_zero,3,49,49.0,0.2493622448979592,0.1875,0.18460104830265395,-0.15752551020408162,-0.15625,0.05050374569983222,4.9375,4.779974489795919,0.0,0,False,True,graph,True
ablation_zero,4,49,49.0,0.4343112244897959,0.375,0.4089575687629089,-0.25191326530612246,-0.125,0.08372264552338683,5.1875,4.935586734693878,0.0,0,False,True,graph,True
ablation_zero,5,49,49.0,0.37436224489795916,0.21875,0.32821736026009574,0.03635204081632653,0.09375,0.06924619545997632,5.40625,5.442602040816326,0.0,0,False,True,graph,True
ablation_zero,6,49,49.0,0.6536989795918368,0.59375,0.3534864447380131,-0.17665816326530612,-0.3125,0.25510203982080637,2.5625,2.385841836734694,0.0,0,False,True,graph,True
ablation_zero,7,49,49.0,0.42091836734693877,0.4375,0.3034565171167234,-0.007653061224489796,-0.125,0.7482993064247923,0.5625,0.5548469387755102,0.16326530612244897,8,False,True,graph,True
ablation_zero,8,49,49.0,0.37595663265306123,0.3125,0.37969618264336763,-0.10746173469387756,0.0,0.12276134903688085,3.0625,2.9550382653061225,0.0,0,False,True,graph,True
ablation_zero,9,49,49.0,0.5031887755102041,0.34375,0.4182543756327833,0.4177295918367347,0.3125,0.23679471677282674,2.125,2.5427295918367347,0.0,0,False,True,graph,True
ablation_zero,10,49,49.0,0.7104591836734694,0.59375,0.5805753081241799,-0.5586734693877551,-0.375,0.20857517257621064,3.40625,2.847576530612245,0.0,0,False,True,graph,True
ablation_zero,11,49,49.0,0.5650510204081632,0.375,0.38690082701753653,-0.3469387755102041,-0.3125,0.24434638614689702,2.3125,1.965561224489796,0.0,0,False,True,graph,True
ablation_zero,12,49,49.0,0.9789540816326531,0.75,0.5944481830898523,-0.6192602040816326,-0.59375,0.1831960851089014,5.34375,4.724489795918367,0.0,0,False,True,graph,True
ablation_zero,13,49,49.0,1.375,0.90625,1.2830906494021899,-1.284438775510204,-0.90625,0.21568627417147246,6.375,5.090561224489796,0.0,0,False,True,graph,True
ablation_zero,14,49,49.0,0.7684948979591837,0.5625,0.6547887491115055,0.5631377551020408,0.5,0.11178107590419967,6.875,7.438137755102041,0.0,0,False,True,graph,True
ablation_zero,15,49,49.0,0.9920280612244898,0.8125,0.6890084839303023,-0.5532525510204082,-0.5625,0.1556122446538615,6.375,5.8217474489795915,0.0,0,False,True,graph,True
ablation_zero,16,49,49.0,0.492984693877551,0.34375,0.459512508920695,-0.032525510204081634,-0.03125,0.0618647458207251,7.96875,7.936224489795919,0.0,0,False,True,graph,True
