layer,c,dir,sigma,n_targets,n_correct,mean_dmargin_toward,margin_flip,flip_norm,flip_norm_intact,intact_given_flip,flip_c0_to_c1,flip_c1_to_c0,intact_rate,intact_flip
0,1.0,w_res,0.029185931673537332,64,62,-0.00012241676449775696,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
0,1.0,usage,0.029185931673537332,64,62,0.02047917991876602,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
0,1.0,delta,0.029185931673537332,64,62,-2.5134533643722534e-05,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
0,1.0,shuffled0,0.029185931673537332,64,62,0.0004655905067920685,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
0,1.0,shuffled1,0.029185931673537332,64,62,0.00023721903562545776,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
0,1.0,random0,0.029185931673537332,64,62,-5.602836608886719e-05,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
0,1.0,random1,0.029185931673537332,64,62,-0.0003169402480125427,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
0,4.0,w_res,0.029185931673537332,64,62,-0.0003868378698825836,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
0,4.0,usage,0.029185931673537332,64,62,0.08138507977128029,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
0,4.0,delta,0.029185931673537332,64,62,2.763792872428894e-05,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
0,4.0,shuffled0,0.029185931673537332,64,62,0.0019135363399982452,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
0,4.0,shuffled1,0.029185931673537332,64,62,0.0009374432265758514,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
0,4.0,random0,0.029185931673537332,64,62,-0.00026517361402511597,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
0,4.0,random1,0.029185931673537332,64,62,-0.0011880211532115936,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
0,16.0,w_res,0.029185931673537332,64,62,0.00028001517057418823,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
0,16.0,usage,0.029185931673537332,64,62,0.29656196013092995,0.0,0.0,0.0,nan,0.0,0.0,0.03125,0.0
0,16.0,delta,0.029185931673537332,64,62,0.002261471003293991,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
0,16.0,shuffled0,0.029185931673537332,64,62,0.00881432369351387,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
0,16.0,shuffled1,0.029185931673537332,64,62,0.003660760819911957,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
0,16.0,random0,0.029185931673537332,64,62,-0.0016675256192684174,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
0,16.0,random1,0.029185931673537332,64,62,-0.003612857311964035,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
1,1.0,w_res,0.055530070748757314,64,62,0.0009848177433013916,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
1,1.0,usage,0.055530070748757314,64,62,0.03757335618138313,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
1,1.0,delta,0.055530070748757314,64,62,0.001178111881017685,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
1,1.0,shuffled0,0.055530070748757314,64,62,0.0017050988972187042,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
1,1.0,shuffled1,0.055530070748757314,64,62,0.00010136142373085022,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
1,1.0,random0,0.055530070748757314,64,62,-0.0005659833550453186,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
1,1.0,random1,0.055530070748757314,64,62,0.0011426061391830444,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
1,4.0,w_res,0.055530070748757314,64,62,0.004446551203727722,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
1,4.0,usage,0.055530070748757314,64,62,0.14576566964387894,0.0,0.0,0.0,nan,0.0,0.0,0.03125,0.0
1,4.0,delta,0.055530070748757314,64,62,0.005013260990381241,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
1,4.0,shuffled0,0.055530070748757314,64,62,0.006875000894069672,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
1,4.0,shuffled1,0.055530070748757314,64,62,0.0004401393234729767,0.0,0.0,0.0,nan,0.0,0.0,0.015625,0.0
