experiment_type,layer,n,count_abs_effect_size,mean_abs_effect_size,median_abs_effect_size,std_abs_effect_size,mean_effect_size,median_effect_size,mean_relative_effect,mean_baseline_logit_diff,mean_intervened_logit_diff,sign_flip_rate,n_sign_flips,has_control_rows,all_graph,feature_source_mode,layer_has_graph_features
ablation_zero,10,1880,1880.0,0.26793550531914895,0.25,0.1693987288817056,0.03858045212765957,0.0625,428856.9885239688,0.5706117021276595,0.6091921542553191,0.07180851063829788,135,False,True,graph,True
ablation_zero,11,940,940.0,0.14022606382978722,0.125,0.12044433493674943,-0.01077127659574468,0.0,438830.0496424202,0.5706117021276595,0.5598404255319149,0.02446808510638298,23,False,True,graph,True
ablation_zero,12,470,470.0,0.11156914893617022,0.09375,0.0880482625657768,0.01077127659574468,0.0,265957.67000992235,0.5706117021276595,0.5813829787234043,0.01702127659574468,8,False,True,graph,True
ablation_zero,13,940,940.0,0.30086436170212766,0.3125,0.13249495471784473,0.0007313829787234042,-0.0625,458777.18399202987,0.5706117021276595,0.571343085106383,0.059574468085106386,56,False,True,graph,True
ablation_zero,14,940,940.0,0.19394946808510638,0.1875,0.15187211467866366,-0.09933510638297872,-0.0625,458777.1005159212,0.5706117021276595,0.47127659574468084,0.05425531914893617,51,False,True,graph,True
ablation_zero,15,470,470.0,0.1506648936170213,0.125,0.12151137969772254,-0.024335106382978724,-0.0625,279255.57652074157,0.5706117021276595,0.5462765957446809,0.014893617021276596,7,False,True,graph,True
ablation_zero,16,2350,2350.0,0.22575797872340425,0.1875,0.16946536855029706,0.031023936170212766,0.0625,404255.6865990948,0.5706117021276595,0.6016356382978724,0.017446808510638297,41,False,True,graph,True
ablation_zero,17,1410,1410.0,0.20186170212765958,0.1875,0.1691187430238151,-0.09951241134751773,-0.0625,394503.98667864717,0.5706117021276595,0.47109929078014184,0.03900709219858156,55,False,True,graph,True
ablation_zero,18,470,470.0,0.4674867021276596,0.46875,0.22327799157824754,0.041688829787234045,0.0625,1037234.924542724,0.5706117021276595,0.6123005319148936,0.11702127659574468,55,False,True,graph,True
ablation_zero,19,940,940.0,0.2564162234042553,0.25,0.16550207993021718,0.014128989361702128,0.0,438830.25342105393,0.5706117021276595,0.5847406914893617,0.04893617021276596,46,False,True,graph,True
ablation_zero,20,940,940.0,0.16678856382978724,0.125,0.1440133111029169,-0.07576462765957447,-0.0625,312500.4010930564,0.5706117021276595,0.4948470744680851,0.031914893617021274,30,False,True,graph,True
ablation_zero,21,940,940.0,0.41605718085106386,0.4375,0.24519141690826735,0.06898271276595745,0.109375,817819.9567264891,0.5706117021276595,0.639594414893617,0.045744680851063826,43,False,True,graph,True
ablation_zero,22,1880,1880.0,0.3276761968085106,0.3125,0.23209526604074524,0.10403922872340425,0.125,483710.7174573831,0.5706117021276595,0.6746509308510639,0.06063829787234042,114,False,True,graph,True
ablation_zero,23,940,940.0,0.5637300531914894,0.53125,0.339914314421384,0.18028590425531915,0.1875,884309.3422097227,0.5706117021276595,0.7508976063829788,0.06808510638297872,64,False,True,graph,True
ablation_zero,24,1880,1880.0,0.675997340425532,0.6875,0.3420876129469177,-0.13706781914893618,-0.1875,1146942.996523354,0.5706117021276595,0.4335438829787234,0.1356382978723404,255,False,True,graph,True
ablation_zero,25,1410,1410.0,0.22302748226950356,0.1875,0.1595151701629326,-0.08220301418439717,-0.125,574025.3227767972,0.5706117021276595,0.4884086879432624,0.04964539007092199,70,False,True,graph,True
