group,layer,axis,len_change,rot_mag,cos_before_after,null_rot_mean,null_rot_std,null_len_mean,null_len_std,rot_z,len_z,cos_delta_u_before,cos_delta_u_after
C0_Early_β-charge_detection,10,u,0.0025903815403580666,0.10510856658220291,0.9740983247756958,0.019260625913739206,0.0065688593305632615,0.001718394143972546,0.0034803472426590968,13.068924645731125,0.25054601884301514,-0.01046158466488123,0.00804249569773674
C0_Early_β-charge_detection,10,delta,-0.011400358751416206,0.24496512115001678,0.9826568365097046,0.06765420669689774,0.06438717359077745,-0.0021408334105217364,0.0022364142417637335,2.7538234994786728,-4.140342619732823,-0.01046158466488123,0.00804249569773674
C0_Early_β-charge_detection,11,u,-0.0043267677538096905,0.08996202051639557,0.9817431569099426,0.016383521631360053,0.005468067138255025,0.0010590712729026564,0.0016487894064604245,13.456031824160105,-3.2665395223123057,-0.00020299293100833893,0.011709660291671753
C0_Early_β-charge_detection,11,delta,-0.07547491788864136,0.37706777453422546,0.9674981236457825,0.08200681880116463,0.05123758443881068,-0.004786191193852573,0.009846061808151042,5.758681897401873,-7.179390185919724,-0.00020299293100833893,0.011709660291671753
C0_Early_β-charge_detection,12,u,-0.0034453915432095528,0.08355221152305603,0.985565185546875,0.015870328433811663,0.006053078616365992,0.0014133070799289271,0.0017715610177360252,11.181396475646828,-2.7426071311619524,0.015576401725411415,0.03123464807868004
C0_Early_β-charge_detection,12,delta,-0.0719970315694809,0.3987289071083069,0.9677547812461853,0.08396906256675721,0.042459123458880026,-0.004565817397087812,0.009165328291237382,7.413243879919901,-7.35720583840468,0.015576401725411415,0.03123464807868004
C0_Early_β-charge_detection,13,u,-0.007154818158596754,0.0795963928103447,0.9880260229110718,0.015272080898284912,0.006202269733286341,0.0015993022592738272,0.0016795437753678176,10.371090634087306,-5.2121982969780865,0.018374793231487274,0.03269550949335098
C0_Early_β-charge_detection,13,delta,-0.0747971385717392,0.4145861566066742,0.9676413536071777,0.08538665175437928,0.03895601750732503,-0.0006216411129571497,0.008470168979093123,8.450542880566566,-8.757261972530547,0.018374793231487274,0.03269550949335098
C1_L11_lepton-class_pair,10,u,-0.01717531681060791,0.07115133106708527,0.9867677688598633,0.01901405945236547,0.03600121615290558,0.0005689502101326127,0.0010423677087323582,1.4482085812065915,-17.023023496474313,-0.01046158466488123,-0.009926349855959415
C1_L11_lepton-class_pair,10,delta,0.0,0.0,1.0000001192092896,0.0,0.0,0.0,0.0,0.0,0.0,-0.01046158466488123,-0.009926349855959415
C1_L11_lepton-class_pair,11,u,-0.02027728781104088,0.08342479169368744,0.9831274747848511,0.02053339244791914,0.03871681493108572,-0.00014668237875667956,0.00041397673486656726,1.6243949233251078,-48.627266002053624,-0.00020299293100833893,0.006140148267149925
C1_L11_lepton-class_pair,11,delta,-0.002259176690131426,0.15326280891895294,0.9949275851249695,0.00529866848810343,0.009174666248408715,2.8087187524761247e-05,4.4424134115573655e-05,16.12746668894318,-51.485806924201604,-0.00020299293100833893,0.006140148267149925
C1_L11_lepton-class_pair,12,u,-0.0219951830804348,0.08436943590641022,0.984126091003418,0.022308947469059603,0.04235395363371992,-0.0018331139388806151,0.0036595673399480375,1.465282025587793,-5.509411840042443,0.015576401725411415,0.019969293847680092
C1_L11_lepton-class_pair,12,delta,0.0018184769432991743,0.31143510341644287,0.9817051291465759,0.022627881469088607,0.03305797232120465,0.0006317416419506117,0.0013169403516798848,8.736386200726415,0.901129955282191,0.015576401725411415,0.019969293847680092
C1_L11_lepton-class_pair,13,u,-0.018797576427459717,0.08563634008169174,0.9855391979217529,0.023575705989867402,0.04503289330618376,-0.003295368460501891,0.006561663362845169,1.3781178191627446,-2.3625420487426445,0.018374793231487274,0.019711149856448174
C1_L11_lepton-class_pair,13,delta,-0.009053990244865417,0.37360361218452454,0.9754719138145447,0.031198516775475582,0.048873891499358724,0.0029952442768717445,0.0038852909531050654,7.005889604834353,-3.1012430126666803,0.018374793231487274,0.019711149856448174
C2_Singleton_L12,10,u,-0.006159977521747351,0.03446679189801216,0.9970008730888367,0.0011363337029251853,0.001163927163253392,-7.806415713957904e-05,0.0001704523879977212,28.636181550863288,-35.68080069308497,-0.01046158466488123,-0.006373422686010599
C2_Singleton_L12,10,delta,0.0,0.0,1.0000001192092896,0.0,0.0,0.0,0.0,0.0,0.0,-0.01046158466488123,-0.006373422686010599
C2_Singleton_L12,11,u,-0.005845219362527132,0.03848220035433769,0.9965609312057495,0.0012913380702229914,0.0013192764295161124,-0.00010524303286274517,0.00022833388570755436,28.190327107889395,-25.13841155668173,-0.00020299293100833893,0.0021800193935632706
C2_Singleton_L12,11,delta,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00020299293100833893,0.0021800193935632706
C2_Singleton_L12,12,u,-0.0038663577288389206,0.04164668917655945,0.9963482022285461,0.0014330580464957166,0.0014308977483609496,-0.00010141872322151357,0.0001829503260555601,28.10375728969447,-20.578910723358412,0.015576401725411415,0.019302673637866974
C2_Singleton_L12,12,delta,0.00011049723252654076,0.006622090470045805,0.9999914169311523,0.030703863780217944,0.03170115363456709,-0.001993266035231045,0.004004660345280718,-0.7596497221559639,0.5253286324040257,0.015576401725411415,0.019302673637866974
C2_Singleton_L12,13,u,-0.00444667786359787,0.03963751345872879,0.9970217943191528,0.0012818048518965953,0.001258791398552852,-0.00017852629299568433,0.00021662464281833698,30.470241678395222,-19.702891657113156,0.018374793231487274,0.022189801558852196
