group,layer,axis,len_change,rot_mag,cos_before_after,null_rot_mean,null_rot_std,null_len_mean,null_len_std,rot_z,len_z,cos_delta_u_before,cos_delta_u_after
L24_beta_carrier,10,u,-0.0038802125491201878,0.03688318654894829,0.9966026544570923,0.0027243246950092725,0.003952754049027301,-0.0004009627025880036,0.0006222138129639745,8.64178564830241,-5.591718123775411,-0.01046158466488123,-0.011731361970305443
L24_beta_carrier,10,delta,0.0,0.0,1.0000001192092896,0.0,0.0,0.0,0.0,0.0,0.0,-0.01046158466488123,-0.011731361970305443
L24_beta_carrier,11,u,-0.005632730200886726,0.03875311091542244,0.9965158104896545,0.002913529939542059,0.004242841044971487,-0.00038560178654734045,0.0005704758895174581,8.447069345500752,-9.197793128443303,-0.00020299293100833893,-0.0001297295093536377
L24_beta_carrier,11,delta,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00020299293100833893,-0.0001297295093536377
L24_beta_carrier,12,u,-0.005773397162556648,0.04214360937476158,0.9962316155433655,0.0031293529144022615,0.004541604182943273,-0.00036687709825855563,0.000585778102965843,8.590411294861918,-9.229622628947466,0.015576401725411415,0.017298776656389236
L24_beta_carrier,12,delta,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015576401725411415,0.017298776656389236
L24_beta_carrier,13,u,-0.007180587854236364,0.044599588960409164,0.9961934685707092,0.0033336865148157814,0.004829116467708003,-0.00028706689226964954,0.0005098129559847873,8.545226476998293,-13.521640357315787,0.018374793231487274,0.020807314664125443
L24_beta_carrier,13,delta,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018374793231487274,0.020807314664125443
L24_beta_carrier,14,u,-0.006719912402331829,0.04962114617228508,0.9959409236907959,0.003746144451724831,0.005424177480100946,-0.00020421310218807776,0.0003541288540976353,8.457502253817152,-18.39918104828107,0.009576584212481976,0.012502024881541729
L24_beta_carrier,14,delta,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009576584212481976,0.012502024881541729
L24_beta_carrier,15,u,-0.0062895468436181545,0.05235152319073677,0.9959403872489929,0.004004415069357492,0.005793174918385482,-9.373795146530028e-05,0.00023686747608973925,8.345527358826224,-26.157169558542392,-0.0013419613242149353,0.000795342493802309
L24_beta_carrier,15,delta,0.0,0.0,0.9999999403953552,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013419613242149353,0.000795342493802309
L24_beta_carrier,16,u,-0.0071521420031785965,0.05831265076994896,0.9960367679595947,0.004433986119693145,0.0064752027377320874,-0.00023026852431939915,0.0004740206893699852,8.32076747427975,-14.602440424316766,-0.018441542983055115,-0.018474219366908073
L24_beta_carrier,16,delta,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018441542983055115,-0.018474219366908073
L24_beta_carrier,17,u,-0.008643688634037971,0.061387620866298676,0.9960453510284424,0.00462276570033282,0.006758954567511361,-0.000165292292876984,0.0003791814090788769,8.398465502395158,-22.359677395786903,-0.010606715455651283,-0.012806332670152187
L24_beta_carrier,17,delta,0.0,0.0,0.9999999403953552,0.0,0.0,0.0,0.0,0.0,0.0,-0.010606715455651283,-0.012806332670152187
