group,layer,axis,len_change,rot_mag,cos_before_after,null_rot_mean,null_rot_std,null_len_mean,null_len_std,rot_z,len_z,cos_delta_u_before,cos_delta_u_after
L24_F88968,15,u,-0.006193836219608784,0.030999764800071716,0.9985713958740234,nan,nan,nan,nan,nan,nan,-0.0013419613242149353,0.000802979338914156
L24_F88968,15,delta,0.0,0.0,0.9999999403953552,nan,nan,nan,nan,nan,nan,-0.0013419613242149353,0.000802979338914156
L24_F88968,16,u,-0.007509464398026466,0.03514409810304642,0.998553454875946,nan,nan,nan,nan,nan,nan,-0.018441542983055115,-0.0177951417863369
L24_F88968,16,delta,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,-0.018441542983055115,-0.0177951417863369
L24_F88968,17,u,-0.007257543504238129,0.03809339180588722,0.9984778165817261,nan,nan,nan,nan,nan,nan,-0.010606715455651283,-0.011573540046811104
L24_F88968,17,delta,0.0,0.0,0.9999999403953552,nan,nan,nan,nan,nan,nan,-0.010606715455651283,-0.011573540046811104
L24_F88968,18,u,-0.00748011190444231,0.04048531875014305,0.9983968734741211,nan,nan,nan,nan,nan,nan,-0.004359998740255833,-0.005831034854054451
L24_F88968,18,delta,0.0,0.0,1.0000001192092896,nan,nan,nan,nan,nan,nan,-0.004359998740255833,-0.005831034854054451
L24_F88968,19,u,-0.005931778345257044,0.04003294184803963,0.9982816576957703,nan,nan,nan,nan,nan,nan,0.010079462081193924,0.008267509751021862
L24_F88968,19,delta,0.0,0.0,0.9999998807907104,nan,nan,nan,nan,nan,nan,0.010079462081193924,0.008267509751021862
L24_F88968,20,u,-0.005330707877874374,0.042689353227615356,0.9981293082237244,nan,nan,nan,nan,nan,nan,0.0063935830257833,0.0048006679862737656
L24_F88968,20,delta,0.0,0.0,0.9999997615814209,nan,nan,nan,nan,nan,nan,0.0063935830257833,0.0048006679862737656
L24_F88968,21,u,-0.001459895633161068,0.043627385050058365,0.9981905221939087,nan,nan,nan,nan,nan,nan,0.004598756320774555,0.0028823399916291237
L24_F88968,21,delta,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,0.004598756320774555,0.0028823399916291237
L24_F88968,22,u,0.0006310248281806707,0.044332750141620636,0.9982537031173706,nan,nan,nan,nan,nan,nan,-0.0018243314698338509,-0.003002036362886429
L24_F88968,22,delta,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,-0.0018243314698338509,-0.003002036362886429
L24_F88968,23,u,0.0015926170162856579,0.04376555606722832,0.9979938864707947,nan,nan,nan,nan,nan,nan,-0.0007994695333763957,-0.0018730433657765388
L24_F88968,23,delta,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,-0.0007994695333763957,-0.0018730433657765388
L24_F88968,24,u,-0.0010032423306256533,0.03970174491405487,0.9979034066200256,nan,nan,nan,nan,nan,nan,0.04956267401576042,0.04855628311634064
L24_F88968,24,delta,-0.18286602199077606,1.0452380180358887,0.9918849468231201,nan,nan,nan,nan,nan,nan,0.04956267401576042,0.04855628311634064
L24_F88968,25,u,-0.0029210238717496395,0.03271828591823578,0.9982609748840332,nan,nan,nan,nan,nan,nan,0.03573793172836304,0.034843236207962036
L24_F88968,25,delta,-0.24540793895721436,1.223298192024231,0.9906752705574036,nan,nan,nan,nan,nan,nan,0.03573793172836304,0.034843236207962036
L18_F145795,10,u,0.0009025868494063616,0.006467699538916349,0.9998972415924072,nan,nan,nan,nan,nan,nan,-0.01046158466488123,-0.010458680801093578
L18_F145795,10,delta,0.0,0.0,1.0000001192092896,nan,nan,nan,nan,nan,nan,-0.01046158466488123,-0.010458680801093578
L18_F145795,11,u,0.0006748815067112446,0.006799699738621712,0.9998950958251953,nan,nan,nan,nan,nan,nan,-0.00020299293100833893,-0.0004120040684938431
L18_F145795,11,delta,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,-0.00020299293100833893,-0.0004120040684938431
L18_F145795,12,u,0.0005723433569073677,0.007219555787742138,0.9998916387557983,nan,nan,nan,nan,nan,nan,0.015576401725411415,0.015598472207784653
L18_F145795,12,delta,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,0.015576401725411415,0.015598472207784653
L18_F145795,13,u,0.0002883339475374669,0.007884131744503975,0.9998838901519775,nan,nan,nan,nan,nan,nan,0.018374793231487274,0.018509622663259506
L18_F145795,13,delta,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,0.018374793231487274,0.018509622663259506
L18_F145795,14,u,0.0005719758337363601,0.008896145038306713,0.9998722076416016,nan,nan,nan,nan,nan,nan,0.009576584212481976,0.009860089980065823
L18_F145795,14,delta,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,0.009576584212481976,0.009860089980065823
L18_F145795,15,u,0.0007539150537922978,0.009799228981137276,0.9998603463172913,nan,nan,nan,nan,nan,nan,-0.0013419613242149353,-0.0009042108431458473
L18_F145795,15,delta,0.0,0.0,0.9999999403953552,nan,nan,nan,nan,nan,nan,-0.0013419613242149353,-0.0009042108431458473
L18_F145795,16,u,0.0009796499507501721,0.010990174487233162,0.9998618960380554,nan,nan,nan,nan,nan,nan,-0.018441542983055115,-0.018191736191511154
L18_F145795,16,delta,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,-0.018441542983055115,-0.018191736191511154
L18_F145795,17,u,0.0009734252234920859,0.01205811183899641,0.9998508095741272,nan,nan,nan,nan,nan,nan,-0.010606715455651283,-0.010589835233986378
L18_F145795,17,delta,0.0,0.0,0.9999999403953552,nan,nan,nan,nan,nan,nan,-0.010606715455651283,-0.010589835233986378
L18_F145795,18,u,0.0009025190956890583,0.012949087657034397,0.9998394846916199,nan,nan,nan,nan,nan,nan,-0.004359998740255833,-0.0040550753474235535
L18_F145795,18,delta,-0.00020194376702420413,0.04158132150769234,0.9999563097953796,nan,nan,nan,nan,nan,nan,-0.004359998740255833,-0.0040550753474235535
L18_F145795,19,u,0.000262321496848017,0.010814858600497246,0.9998764991760254,nan,nan,nan,nan,nan,nan,0.010079462081193924,0.010388602502644062
L18_F145795,19,delta,0.002614842727780342,0.07204124331474304,0.9999179840087891,nan,nan,nan,nan,nan,nan,0.010079462081193924,0.010388602502644062
L18_F145795,20,u,-0.00026053638430312276,0.010293577797710896,0.99989253282547,nan,nan,nan,nan,nan,nan,0.0063935830257833,0.006663926877081394
L18_F145795,20,delta,-0.0022935611195862293,0.08710829168558121,0.9998934268951416,nan,nan,nan,nan,nan,nan,0.0063935830257833,0.006663926877081394
L18_F145795,21,u,0.0004982334794476628,0.009445936419069767,0.9999154806137085,nan,nan,nan,nan,nan,nan,0.004598756320774555,0.004764299839735031
L18_F145795,21,delta,-0.009764816612005234,0.10110092163085938,0.9998782277107239,nan,nan,nan,nan,nan,nan,0.004598756320774555,0.004764299839735031
L18_F145795,22,u,0.00016988276911433786,0.008052440360188484,0.9999422430992126,nan,nan,nan,nan,nan,nan,-0.0018243314698338509,-0.0018686838448047638
L18_F145795,22,delta,-0.013543144799768925,0.10310953855514526,0.9998812675476074,nan,nan,nan,nan,nan,nan,-0.0018243314698338509,-0.0018686838448047638
L18_F145795,23,u,0.000131671637063846,0.006783823948353529,0.9999515414237976,nan,nan,nan,nan,nan,nan,-0.0007994695333763957,-0.0007121515227481723
L18_F145795,23,delta,-0.009309131652116776,0.12465398013591766,0.9998542666435242,nan,nan,nan,nan,nan,nan,-0.0007994695333763957,-0.0007121515227481723
