experiment_type,prompt_idx,n,count_abs_effect_size,mean_abs_effect_size,median_abs_effect_size,std_abs_effect_size,mean_effect_size,median_effect_size,mean_relative_effect,mean_baseline_logit_diff,mean_intervened_logit_diff,sign_flip_rate,n_sign_flips,has_control_rows,all_graph,feature_source_mode,layer_has_graph_features
ablation_zero,0,53,53.0,0.5100235849056604,0.46875,0.4622861050720328,-0.32252358490566035,-0.34375,0.09951679686058387,5.125,4.80247641509434,0.0,0,False,True,graph,True
ablation_zero,1,53,53.0,0.8307783018867925,0.4375,0.6699417053794132,-0.6951650943396226,-0.4375,0.12481176347623277,6.65625,5.961084905660377,0.0,0,False,True,graph,True
ablation_zero,2,53,53.0,0.46167452830188677,0.25,0.39640632861694025,0.1715801886792453,0.15625,0.09470246714971528,4.875,5.046580188679245,0.0,0,False,True,graph,True
ablation_zero,3,53,53.0,0.6692216981132075,0.65625,0.2929865515273817,-0.24233490566037735,-0.5,0.261159686049409,2.5625,2.3201650943396226,0.0,0,False,True,graph,True
ablation_zero,4,53,53.0,0.42806603773584906,0.4375,0.2904210477534804,-0.09551886792452831,-0.1875,0.7610062757791758,0.5625,0.4669811320754717,0.18867924528301888,10,False,True,graph,True
ablation_zero,5,53,53.0,0.5395047169811321,0.46875,0.33327297186450494,-0.030070754716981132,0.1875,0.4014918794167167,1.34375,1.3136792452830188,0.018867924528301886,1,False,True,graph,True
ablation_zero,6,53,53.0,0.941627358490566,0.65625,0.6041609320249001,-0.5654481132075472,-0.53125,0.1762109673409977,5.34375,4.778301886792453,0.0,0,False,True,graph,True
ablation_zero,7,53,53.0,1.3166273584905661,0.8125,1.3031811711954226,-1.2140330188679245,-0.75,0.20652978140004208,6.375,5.160966981132075,0.0,0,False,True,graph,True
ablation_zero,8,53,53.0,0.8148584905660378,0.5625,0.7482915501414289,0.4964622641509434,0.375,0.11852487118266018,6.875,7.371462264150943,0.0,0,False,True,graph,True
ablation_zero,9,53,53.0,1.0813679245283019,0.9375,0.898013374445029,-0.6403301886792453,-0.4375,1.1534591071932914,0.9375,0.2971698113207547,0.39622641509433965,21,False,True,graph,True
ablation_zero,10,53,53.0,0.5908018867924528,0.3125,0.720635699197528,-0.3290094339622642,0.0625,0.9452830037433962,-0.625,-0.9540094339622641,0.03773584905660377,2,False,True,graph,True
ablation_zero,11,53,53.0,0.9879127358490566,0.8125,0.7351139484314175,0.08579009433962265,0.46875,0.4516172486093184,2.1875,2.2732900943396226,0.05660377358490566,3,False,True,graph,True
ablation_zero,12,53,53.0,0.9528301886792453,0.46875,1.1222526322578081,-0.8584905660377359,-0.40625,0.1314248534296547,7.25,6.3915094339622645,0.0,0,False,True,graph,True
ablation_zero,13,53,53.0,0.3434551886792453,0.28125,0.24549904420533486,-0.09817216981132075,-0.125,0.07426058117548957,4.625,4.5268278301886795,0.0,0,False,True,graph,True
ablation_zero,14,53,53.0,0.5064858490566038,0.375,0.39795330168845944,-0.44634433962264153,-0.375,0.07906120558298403,6.40625,5.959905660377358,0.0,0,False,True,graph,True
